Id,Source,Target,Weight
26278,565,902,1
26279,169,565,53
26280,565,169,52
26281,170,565,34
26282,565,170,33
26283,286,565,5
26284,565,286,5
26285,29,565,90
26286,565,29,91
26287,30,565,92
26288,565,30,92
26289,171,565,49
26290,565,171,49
26291,568,565,8
26292,565,568,8
26293,900,565,24
26294,565,900,24
26295,901,565,8
26296,565,901,8
26297,186,169,2
26298,169,186,2
26299,542,169,1
26300,169,542,1
26301,1,169,4
26302,169,1,4
26303,215,169,4
26304,169,215,4
26305,37,169,2
26306,169,37,2
26307,63,169,3
26308,169,63,3
26309,5,169,1
26310,169,5,1
26311,64,169,10
26312,169,64,10
26313,6,169,7
26314,169,6,6
26315,108,169,1
26316,169,108,1
26317,7,169,13
26318,169,7,12
26319,65,169,3
26320,169,65,3
26321,39,169,8
26322,169,39,8
26323,194,169,13
26324,169,194,13
26325,119,169,6
26326,169,119,9
26327,126,169,10
26328,169,126,10
26329,45,169,8
26330,169,45,8
26331,50,169,3
26332,169,50,3
26333,902,169,4
26334,169,902,2
26335,565,169,52
26336,169,565,53
26337,903,169,11
26338,169,903,11
26339,904,169,8
26340,169,904,8
26341,905,169,7
26342,169,905,8
26343,170,169,83
26344,169,170,84
26345,906,169,16
26346,169,906,16
26347,907,169,5
26348,169,907,5
26349,286,169,21
26350,169,286,21
26351,908,169,5
26352,169,908,5
26353,909,169,9
26354,169,909,9
26355,548,169,7
26356,169,548,7
26357,910,169,36
26358,169,910,36
26359,911,169,10
26360,169,911,10
26361,566,169,18
26362,169,566,18
26363,912,169,12
26364,169,912,12
26365,913,169,29
26366,169,913,30
26367,399,169,8
26368,169,399,7
26369,914,169,6
26370,169,914,6
26371,29,169,154
26372,169,29,155
26373,30,169,178
26374,169,30,174
26375,171,169,122
26376,169,171,124
26377,915,169,8
26378,169,915,8
26379,916,169,10
26380,169,916,10
26381,917,169,11
26382,169,917,12
26383,918,169,9
26384,169,918,9
26385,919,169,9
26386,169,919,9
26387,567,169,38
26388,169,567,40
26389,920,169,16
26390,169,920,16
26391,559,169,15
26392,169,559,14
26393,921,169,21
26394,169,921,21
26395,922,169,16
26396,169,922,16
26397,923,169,8
26398,169,923,8
26399,568,169,53
26400,169,568,53
26401,900,169,39
26402,169,900,40
26403,901,169,27
26404,169,901,27
26405,924,169,8
26406,169,924,8
26407,59,169,2
26408,169,59,2
26409,60,169,8
26410,169,60,8
26411,211,169,13
26412,169,211,13
26413,174,169,4
26414,169,174,5
26415,1,170,8
26416,170,1,8
26417,215,170,5
26418,170,215,5
26419,34,170,1
26420,170,34,1
26421,2,170,12
26422,170,2,12
26423,462,170,2
26424,170,462,1
26425,3,170,4
26426,170,3,4
26427,96,170,4
26428,170,96,5
26429,383,170,4
26430,170,383,4
26431,241,170,8
26432,170,241,8
26433,97,170,11
26434,170,97,11
26435,99,170,3
26436,170,99,3
26437,101,170,5
26438,170,101,5
26439,414,170,1
26440,170,414,1
26441,415,170,2
26442,170,415,2
26443,422,170,1
26444,170,422,1
26445,425,170,1
26446,428,170,1
26447,102,170,11
26448,170,102,11
26449,36,170,3
26450,170,36,3
26451,37,170,2
26452,170,37,2
26453,76,170,15
26454,170,76,14
26455,63,170,16
26456,170,63,16
26457,409,170,7
26458,170,409,7
26459,5,170,45
26460,170,5,43
26461,372,170,8
26462,170,372,8
26463,64,170,55
26464,170,64,56
26465,563,170,6
26466,170,563,6
26467,6,170,31
26468,170,6,32
26469,337,170,3
26470,170,337,3
26471,73,170,22
26472,170,73,21
26473,108,170,37
26474,170,108,37
26475,345,170,1
26476,170,345,1
26477,109,170,22
26478,170,109,22
26479,7,170,38
26480,170,7,42
26481,580,170,9
26482,170,580,9
26483,110,170,35
26484,170,110,40
26485,581,170,12
26486,170,581,12
26487,604,170,3
26488,170,604,3
26489,547,170,3
26490,170,547,3
26491,65,170,41
26492,170,65,43
26493,70,170,1
26494,9,170,3
26495,170,9,3
26496,194,170,4
26497,170,194,4
26498,40,170,22
26499,170,40,23
26500,126,170,6
26501,170,126,6
26502,199,170,4
26503,170,199,4
26504,42,170,2
26505,170,42,2
26506,666,170,1
26507,170,666,2
26508,128,170,1
26509,170,128,1
26510,129,170,4
26511,170,129,3
26512,130,170,1
26513,170,130,1
26514,133,170,3
26515,170,133,4
26516,26,170,27
26517,170,26,29
26518,339,170,5
26519,170,339,5
26520,393,170,3
26521,205,170,6
26522,170,205,6
26523,136,170,1
26524,170,136,4
26525,351,170,1
26526,170,351,1
26527,627,170,1
26528,137,170,7
26529,170,137,8
26530,138,170,2
26531,170,138,2
26532,366,170,5
26533,170,366,5
26534,387,170,3
26535,170,387,3
26536,44,170,5
26537,170,44,5
26538,313,170,2
26539,170,313,2
26540,143,170,4
26541,170,143,4
26542,785,170,3
26543,170,785,3
26544,786,170,5
26545,170,786,5
26546,788,170,8
26547,170,788,8
26548,789,170,1
26549,170,789,1
26550,824,170,1
26551,170,824,1
26552,793,170,19
26553,170,793,19
26554,219,170,3
26555,170,219,3
26556,206,170,29
26557,170,206,27
26558,46,170,6
26559,170,46,6
26560,827,170,3
26561,170,827,2
26562,47,170,10
26563,170,47,10
26564,48,170,42
26565,170,48,41
26566,49,170,48
26567,170,49,49
26568,50,170,20
26569,170,50,20
26570,765,170,8
26571,170,765,8
26572,220,170,16
26573,170,220,16
26574,678,170,2
26575,170,678,2
26576,771,170,8
26577,170,771,7
26578,803,170,13
26579,170,803,13
26580,772,170,9
26581,170,772,7
26582,52,170,18
26583,170,52,18
26584,53,170,29
26585,170,53,26
26586,55,170,10
26587,170,55,10
26588,208,170,2
26589,170,208,2
26590,209,170,32
26591,170,209,30
26592,849,170,3
26593,170,849,3
26594,814,170,6
26595,170,814,6
26596,56,170,10
26597,170,56,10
26598,57,170,30
26599,170,57,26
26600,271,170,2
26601,316,170,1
26602,170,316,1
26603,28,170,1
26604,884,170,2
26605,159,170,4
26606,170,159,5
26607,330,170,1
26608,170,330,1
26609,160,170,9
26610,170,160,9
26611,69,170,18
26612,170,69,18
26613,565,170,33
26614,170,565,34
26615,169,170,84
26616,170,169,83
26617,548,170,1
26618,910,170,14
26619,170,910,14
26620,566,170,2
26621,170,566,2
26622,913,170,2
26623,170,913,2
26624,29,170,144
26625,170,29,145
26626,30,170,194
26627,170,30,198
26628,171,170,24
26629,170,171,25
26630,331,170,3
26631,170,331,3
26632,917,170,2
26633,170,917,2
26634,567,170,6
26635,170,567,5
26636,559,170,4
26637,170,559,4
26638,921,170,1
26639,568,170,8
26640,170,568,8
26641,900,170,20
26642,170,900,19
26643,901,170,8
26644,170,901,8
26645,60,170,3
26646,170,60,3
26647,353,170,3
26648,170,353,3
26649,175,170,11
26650,170,175,11
26651,176,170,5
26652,170,176,4
26653,369,170,1
26654,170,369,1
26655,287,170,3
26656,170,287,3
26657,177,170,2
26658,170,177,2
26659,319,170,6
26660,170,319,7
26661,356,170,5
26662,170,356,5
26663,31,170,19
26664,170,31,21
26665,32,170,4
26666,170,32,4
26667,33,170,10
26668,170,33,10
26669,179,170,21
26670,170,179,23
26671,288,170,7
26672,170,288,6
26673,63,548,1
26674,548,63,1
26675,5,548,1
26676,548,5,1
26677,64,548,4
26678,548,64,4
26679,6,548,4
26680,548,6,3
26681,73,548,1
26682,548,73,1
26683,108,548,3
26684,548,108,2
26685,7,548,1
26686,548,7,2
26687,65,548,2
26688,548,65,2
26689,26,548,6
26690,548,26,5
26691,44,548,2
26692,548,44,2
26693,206,548,3
26694,548,206,3
26695,47,548,3
26696,548,47,3
26697,48,548,3
26698,548,48,3
26699,220,548,1
26700,52,548,2
26701,548,52,2
26702,53,548,3
26703,548,53,3
26704,55,548,3
26705,548,55,4
26706,209,548,4
26707,548,209,3
26708,57,548,3
26709,548,57,3
26710,169,548,7
26711,548,169,7
26712,286,548,1
26713,548,286,1
26714,29,548,37
26715,548,29,37
26716,30,548,75
26717,548,30,77
26718,353,548,2
26719,548,353,3
26720,175,548,12
26721,548,175,14
26722,176,548,8
26723,548,176,10
26724,369,548,4
26725,548,369,6
26726,354,548,1
26727,548,354,1
26728,287,548,5
26729,548,287,7
26730,177,548,4
26731,548,177,4
26732,319,548,10
26733,548,319,10
26734,356,548,4
26735,548,356,4
26736,31,548,22
26737,548,31,23
26738,32,548,5
26739,548,32,6
26740,33,548,16
26741,548,33,16
26742,179,548,33
26743,548,179,36
26744,288,548,12
26745,548,288,13
26746,186,29,13
26747,29,186,12
26748,542,29,4
26749,29,542,4
26750,74,29,16
26751,29,74,16
26752,79,29,41
26753,29,79,38
26754,447,29,4
26755,29,447,3
26756,292,29,11
26757,29,292,12
26758,293,29,10
26759,29,293,10
26760,80,29,4
26761,29,80,4
26762,81,29,5
26763,29,81,5
26764,84,29,8
26765,29,84,8
26766,1,29,34
26767,29,1,36
26768,215,29,56
26769,29,215,55
26770,833,29,3
26771,362,29,21
26772,29,362,19
26773,189,29,7
26774,29,189,11
26775,34,29,15
26776,29,34,12
26777,2,29,32
26778,29,2,32
26779,190,29,1
26780,473,29,8
26781,85,29,20
26782,29,85,20
26783,320,29,8
26784,29,320,8
26785,3,29,20
26786,29,3,20
26787,88,29,10
26788,29,88,11
26789,228,29,5
26790,29,228,4
26791,230,29,4
26792,29,230,3
26793,476,29,4
26794,29,476,3
26795,231,29,4
26796,29,231,3
26797,89,29,7
26798,29,89,7
26799,90,29,8
26800,29,90,7
26801,322,29,8
26802,29,322,8
26803,91,29,8
26804,29,91,8
26805,485,29,3
26806,92,29,13
26807,29,92,13
26808,94,29,18
26809,29,94,16
26810,488,29,4
26811,96,29,26
26812,29,96,24
26813,240,29,7
26814,241,29,9
26815,29,241,10
26816,97,29,24
26817,29,97,24
26818,490,29,8
26819,29,490,8
26820,610,29,10
26821,29,610,10
26822,98,29,46
26823,29,98,48
26824,217,29,8
26825,29,217,8
26826,35,29,8
26827,29,35,8
26828,656,29,5
26829,29,656,5
26830,99,29,8
26831,29,99,8
26832,100,29,8
26833,29,100,8
26834,101,29,20
26835,29,101,18
26836,102,29,16
26837,29,102,17
26838,247,29,5
26839,29,247,5
26840,36,29,16
26841,29,36,16
26842,103,29,11
26843,29,103,11
26844,105,29,8
26845,29,105,8
26846,37,29,69
26847,29,37,61
26848,106,29,6
26849,29,106,6
26850,218,29,9
26851,29,218,9
26852,38,29,32
26853,29,38,31
26854,76,29,3
26855,29,76,3
26856,63,29,32
26857,29,63,32
26858,409,29,16
26859,29,409,16
26860,5,29,30
26861,29,5,39
26862,64,29,44
26863,29,64,44
26864,6,29,69
26865,29,6,65
26866,337,29,4
26867,29,337,4
26868,73,29,32
26869,29,73,32
26870,108,29,24
26871,29,108,24
26872,345,29,3
26873,29,345,3
26874,109,29,15
26875,29,109,14
26876,7,29,32
26877,29,7,32
26878,580,29,1
26879,29,580,1
26880,110,29,16
26881,29,110,16
26882,65,29,32
26883,29,65,32
26884,251,29,8
26885,29,251,9
26886,8,29,56
26887,29,8,56
26888,115,29,16
26889,29,115,16
26890,116,29,7
26891,29,116,7
26892,9,29,24
26893,29,9,28
26894,494,29,1
26895,117,29,8
26896,29,117,11
26897,258,29,10
26898,29,258,9
26899,690,29,7
26900,29,690,7
26901,925,29,4
26902,29,925,4
26903,926,29,8
26904,29,926,7
26905,927,29,8
26906,29,927,7
26907,118,29,8
26908,29,118,8
26909,602,29,16
26910,29,602,16
26911,39,29,122
26912,29,39,121
26913,928,29,3
26914,29,928,3
26915,193,29,8
26916,29,193,8
26917,194,29,55
26918,29,194,56
26919,195,29,10
26920,29,195,10
26921,119,29,29
26922,29,119,30
26923,120,29,16
26924,29,120,16
26925,586,29,5
26926,40,29,82
26927,29,40,86
26928,11,29,6
26929,29,11,6
26930,12,29,16
26931,29,12,16
26932,122,29,8
26933,29,122,8
26934,16,29,35
26935,29,16,44
26936,124,29,12
26937,29,124,12
26938,18,29,3
26939,29,18,3
26940,20,29,32
26941,29,20,32
26942,24,29,24
26943,29,24,24
26944,260,29,8
26945,29,260,8
26946,126,29,35
26947,29,126,37
26948,822,29,1
26949,29,822,2
26950,41,29,4
26951,29,41,5
26952,199,29,29
26953,29,199,26
26954,42,29,12
26955,29,42,12
26956,200,29,3
26957,29,200,3
26958,201,29,7
26959,29,201,12
26960,127,29,16
26961,29,127,16
26962,202,29,35
26963,29,202,33
26964,203,29,26
26965,29,203,32
26966,128,29,8
26967,29,128,8
26968,43,29,46
26969,29,43,43
26970,929,29,3
26971,29,929,3
26972,930,29,8
26973,29,930,9
26974,931,29,9
26975,29,931,9
26976,334,29,11
26977,29,334,10
26978,129,29,8
26979,29,129,10
26980,130,29,8
26981,29,130,8
26982,442,29,1
26983,29,442,1
26984,131,29,16
26985,29,131,16
26986,204,29,8
26987,29,204,8
26988,658,29,6
26989,29,658,6
26990,497,29,3
26991,29,497,4
26992,132,29,16
26993,29,132,16
26994,499,29,8
26995,500,29,4
26996,29,500,4
26997,133,29,24
26998,29,133,24
26999,134,29,15
27000,29,134,15
27001,264,29,19
27002,29,264,15
27003,932,29,4
27004,29,932,4
27005,26,29,49
27006,29,26,50
27007,205,29,8
27008,29,205,12
27009,326,29,3
27010,29,326,2
27011,503,29,8
27012,29,503,8
27013,933,29,1
27014,327,29,13
27015,29,327,10
27016,137,29,16
27017,29,137,18
27018,504,29,8
27019,29,504,7
27020,505,29,8
27021,29,505,8
27022,934,29,9
27023,29,934,9
27024,397,29,8
27025,29,397,9
27026,935,29,8
27027,29,935,8
27028,44,29,11
27029,29,44,11
27030,142,29,16
27031,29,142,16
27032,67,29,8
27033,29,67,8
27034,45,29,31
27035,29,45,29
27036,143,29,40
27037,29,143,40
27038,314,29,5
27039,29,314,5
27040,348,29,3
27041,29,348,2
27042,206,29,6
27043,29,206,6
27044,46,29,6
27045,29,46,6
27046,799,29,2
27047,29,799,2
27048,49,29,37
27049,29,49,37
27050,50,29,41
27051,29,50,41
27052,207,29,3
27053,29,207,3
27054,52,29,7
27055,29,52,7
27056,53,29,5
27057,29,53,5
27058,54,29,4
27059,29,54,5
27060,55,29,10
27061,29,55,10
27062,209,29,3
27063,29,209,3
27064,56,29,3
27065,29,56,4
27066,57,29,5
27067,29,57,5
27068,270,29,8
27069,936,29,3
27070,29,936,3
27071,591,29,9
27072,29,591,8
27073,271,29,57
27074,29,271,46
27075,902,29,40
27076,29,902,26
27077,272,29,25
27078,29,272,23
27079,937,29,2
27080,29,937,2
27081,938,29,5
27082,29,938,5
27083,273,29,1
27084,29,273,12
27085,27,29,27
27086,29,27,28
27087,509,29,3
27088,29,509,3
27089,210,29,13
27090,29,210,13
27091,146,29,3
27092,29,146,3
27093,28,29,16
27094,29,28,16
27095,510,29,5
27096,29,510,5
27097,275,29,9
27098,29,275,8
27099,148,29,21
27100,29,148,23
27101,149,29,24
27102,29,149,23
27103,150,29,4
27104,29,150,4
27105,154,29,20
27106,29,154,21
27107,156,29,11
27108,29,156,11
27109,283,29,8
27110,29,283,8
27111,158,29,1
27112,329,29,11
27113,29,329,8
27114,159,29,16
27115,29,159,16
27116,160,29,25
27117,29,160,27
27118,162,29,26
27119,29,162,25
27120,69,29,32
27121,29,69,37
27122,164,29,8
27123,29,164,8
27124,594,29,6
27125,29,594,6
27126,939,29,5
27127,29,939,6
27128,694,29,4
27129,29,694,3
27130,940,29,3
27131,165,29,13
27132,29,165,13
27133,595,29,4
27134,29,595,4
27135,168,29,29
27136,29,168,28
27137,565,29,91
27138,29,565,90
27139,903,29,8
27140,29,903,8
27141,904,29,8
27142,29,904,8
27143,169,29,155
27144,29,169,154
27145,905,29,24
27146,29,905,24
27147,170,29,145
27148,29,170,144
27149,906,29,16
27150,29,906,16
27151,907,29,8
27152,29,907,8
27153,286,29,47
27154,29,286,47
27155,909,29,6
27156,29,909,6
27157,548,29,37
27158,29,548,37
27159,941,29,22
27160,29,941,23
27161,910,29,40
27162,29,910,40
27163,911,29,16
27164,29,911,16
27165,566,29,19
27166,29,566,19
27167,912,29,8
27168,29,912,8
27169,913,29,16
27170,29,913,16
27171,399,29,22
27172,29,399,24
27173,914,29,8
27174,29,914,8
27175,942,29,8
27176,29,942,8
27177,30,29,6
27178,171,29,192
27179,29,171,192
27180,915,29,16
27181,29,915,16
27182,916,29,8
27183,29,916,8
27184,943,29,6
27185,29,943,6
27186,331,29,52
27187,29,331,52
27188,400,29,35
27189,29,400,35
27190,944,29,6
27191,29,944,6
27192,917,29,27
27193,29,917,27
27194,918,29,16
27195,29,918,16
27196,945,29,8
27197,29,945,8
27198,919,29,8
27199,29,919,8
27200,946,29,24
27201,29,946,24
27202,567,29,55
27203,29,567,56
27204,920,29,22
27205,29,920,23
27206,559,29,31
27207,29,559,31
27208,921,29,19
27209,29,921,19
27210,947,29,9
27211,29,947,9
27212,922,29,8
27213,29,922,8
27214,948,29,16
27215,29,948,16
27216,568,29,63
27217,29,568,64
27218,900,29,63
27219,29,900,63
27220,901,29,16
27221,29,901,16
27222,924,29,8
27223,29,924,8
27224,59,29,24
27225,29,59,23
27226,949,29,3
27227,29,949,10
27228,221,29,14
27229,29,221,14
27230,950,29,10
27231,29,950,10
27232,60,29,41
27233,29,60,37
27234,173,29,12
27235,29,173,12
27236,174,29,33
27237,29,174,33
27238,222,29,11
27239,29,222,11
27240,212,29,16
27241,29,212,15
27242,61,29,29
27243,29,61,28
27244,213,29,1
27245,29,213,4
27246,175,29,14
27247,29,175,14
27248,177,29,8
27249,29,177,8
27250,31,29,16
27251,29,31,16
27252,72,29,59
27253,29,72,59
27254,32,29,2
27255,29,32,4
27256,33,29,6
27257,29,33,6
27258,179,29,16
27259,29,179,16
27260,289,29,6
27261,29,289,7
27262,402,29,8
27263,29,402,8
27264,180,29,8
27265,29,180,10
27266,519,29,8
27267,29,519,9
27268,181,29,8
27269,29,181,8
27270,182,29,7
27271,29,182,6
27272,183,29,25
27273,29,183,25
27274,406,29,8
27275,29,406,8
27276,185,29,8
27277,29,185,8
27278,779,29,6
27279,29,779,4
27280,214,29,20
27281,29,214,21
27282,526,29,3
27283,29,526,5
27284,527,29,5
27285,29,527,3
27286,74,30,5
27287,30,74,5
27288,1,30,21
27289,30,1,21
27290,215,30,11
27291,30,215,12
27292,362,30,8
27293,30,362,8
27294,2,30,5
27295,30,2,5
27296,216,30,10
27297,30,216,10
27298,190,30,7
27299,30,190,7
27300,85,30,11
27301,30,85,11
27302,96,30,7
27303,30,96,7
27304,97,30,13
27305,30,97,13
27306,98,30,3
27307,30,98,3
27308,217,30,5
27309,30,217,6
27310,35,30,6
27311,30,35,6
27312,100,30,2
27313,102,30,11
27314,30,102,11
27315,36,30,8
27316,30,36,9
27317,103,30,5
27318,30,103,5
27319,37,30,8
27320,30,37,8
27321,4,30,16
27322,30,4,16
27323,38,30,19
27324,30,38,19
27325,76,30,12
27326,30,76,12
27327,63,30,8
27328,30,63,8
27329,5,30,17
27330,30,5,17
27331,64,30,24
27332,30,64,24
27333,6,30,18
27334,30,6,18
27335,73,30,8
27336,30,73,8
27337,109,30,6
27338,7,30,16
27339,30,7,16
27340,65,30,20
27341,30,65,20
27342,8,30,12
27343,30,8,12
27344,9,30,6
27345,30,9,6
27346,39,30,16
27347,30,39,15
27348,194,30,20
27349,30,194,19
27350,119,30,4
27351,30,119,5
27352,40,30,39
27353,30,40,39
27354,12,30,8
27355,30,12,8
27356,15,30,10
27357,30,15,10
27358,16,30,8
27359,30,16,8
27360,20,30,21
27361,30,20,21
27362,199,30,3
27363,30,199,4
27364,127,30,7
27365,30,127,7
27366,202,30,21
27367,30,202,20
27368,203,30,16
27369,30,203,15
27370,43,30,15
27371,30,43,15
27372,130,30,1
27373,131,30,6
27374,30,131,6
27375,133,30,1
27376,30,133,1
27377,264,30,4
27378,30,264,4
27379,26,30,29
27380,30,26,29
27381,137,30,5
27382,30,137,5
27383,45,30,22
27384,30,45,23
27385,143,30,6
27386,30,143,8
27387,607,30,6
27388,30,607,6
27389,46,30,8
27390,30,46,8
27391,47,30,5
27392,30,47,5
27393,48,30,8
27394,30,48,8
27395,271,30,12
27396,30,271,11
27397,902,30,4
27398,30,902,3
27399,272,30,11
27400,30,272,11
27401,27,30,10
27402,30,27,10
27403,149,30,17
27404,30,149,17
27405,154,30,8
27406,30,154,8
27407,160,30,11
27408,30,160,11
27409,162,30,4
27410,30,162,4
27411,69,30,8
27412,30,69,8
27413,565,30,92
27414,30,565,92
27415,903,30,4
27416,30,903,4
27417,904,30,4
27418,30,904,4
27419,169,30,174
27420,30,169,178
27421,905,30,34
27422,30,905,34
27423,170,30,198
27424,30,170,194
27425,906,30,12
27426,30,906,12
27427,907,30,4
27428,30,907,4
27429,286,30,101
27430,30,286,100
27431,548,30,77
27432,30,548,75
27433,941,30,18
27434,30,941,18
27435,910,30,31
27436,30,910,31
27437,911,30,23
27438,30,911,23
27439,566,30,24
27440,30,566,24
27441,912,30,15
27442,30,912,15
27443,913,30,29
27444,30,913,29
27445,399,30,21
27446,30,399,21
27447,914,30,4
27448,30,914,4
27449,171,30,193
27450,30,171,189
27451,915,30,4
27452,30,915,4
27453,916,30,16
27454,30,916,16
27455,943,30,3
27456,30,943,3
27457,331,30,55
27458,30,331,61
27459,400,30,33
27460,30,400,34
27461,917,30,20
27462,30,917,19
27463,918,30,17
27464,30,918,17
27465,945,30,4
27466,30,945,4
27467,919,30,8
27468,30,919,8
27469,946,30,8
27470,30,946,8
27471,567,30,55
27472,30,567,55
27473,920,30,38
27474,30,920,38
27475,559,30,50
27476,30,559,51
27477,921,30,15
27478,30,921,15
27479,947,30,7
27480,30,947,7
27481,922,30,6
27482,30,922,6
27483,948,30,22
27484,30,948,22
27485,568,30,107
27486,30,568,107
27487,900,30,76
27488,30,900,76
27489,901,30,28
27490,30,901,28
27491,221,30,8
27492,30,221,8
27493,173,30,6
27494,30,173,7
27495,222,30,3
27496,30,222,3
27497,212,30,4
27498,30,212,3
27499,61,30,24
27500,30,61,24
27501,62,30,8
27502,30,62,8
27503,31,30,5
27504,30,31,5
27505,33,30,24
27506,30,33,24
27507,1,171,2
27508,171,1,2
27509,97,171,1
27510,171,97,1
27511,102,171,2
27512,171,102,2
27513,37,171,2
27514,171,37,2
27515,63,171,8
27516,171,63,8
27517,409,171,1
27518,171,409,1
27519,5,171,11
27520,171,5,11
27521,336,171,2
27522,171,336,2
27523,64,171,16
27524,171,64,15
27525,6,171,13
27526,171,6,13
27527,73,171,3
27528,171,73,3
27529,108,171,5
27530,171,108,5
27531,7,171,16
27532,171,7,16
27533,110,171,3
27534,171,110,3
27535,65,171,9
27536,171,65,9
27537,8,171,4
27538,171,8,4
27539,39,171,4
27540,171,39,2
27541,120,171,2
27542,171,120,2
27543,40,171,1
27544,26,171,7
27545,171,26,7
27546,205,171,3
27547,366,171,1
27548,171,366,1
27549,44,171,1
27550,171,44,1
27551,271,171,9
27552,171,271,7
27553,902,171,1
27554,69,171,2
27555,171,69,2
27556,565,171,49
27557,171,565,49
27558,169,171,124
27559,171,169,122
27560,905,171,5
27561,171,905,5
27562,170,171,25
27563,171,170,24
27564,906,171,3
27565,171,906,3
27566,910,171,15
27567,171,910,15
27568,566,171,7
27569,171,566,7
27570,913,171,4
27571,171,913,4
27572,29,171,192
27573,171,29,192
27574,30,171,189
27575,171,30,193
27576,916,171,4
27577,171,916,4
27578,331,171,11
27579,171,331,11
27580,400,171,3
27581,171,400,3
27582,917,171,3
27583,171,917,3
27584,918,171,8
27585,171,918,8
27586,567,171,11
27587,171,567,11
27588,920,171,3
27589,171,920,2
27590,559,171,12
27591,171,559,12
27592,921,171,3
27593,171,921,3
27594,948,171,5
27595,171,948,5
27596,568,171,12
27597,171,568,12
27598,900,171,28
27599,171,900,29
27600,901,171,8
27601,171,901,8
27602,175,171,1
27603,171,175,1
27604,31,171,5
27605,171,31,5
27606,33,171,3
27607,171,33,3
27608,179,171,5
27609,171,179,5
27610,2,286,2
27611,286,2,1
27612,3,286,1
27613,286,3,1
27614,76,286,2
27615,286,76,2
27616,5,286,1
27617,286,5,1
27618,64,286,2
27619,286,64,2
27620,6,286,2
27621,286,6,2
27622,73,286,1
27623,286,73,1
27624,108,286,2
27625,286,108,2
27626,7,286,4
27627,286,7,4
27628,65,286,2
27629,286,65,2
27630,70,286,1
27631,40,286,1
27632,26,286,10
27633,286,26,10
27634,138,286,1
27635,286,138,1
27636,366,286,4
27637,286,366,4
27638,387,286,1
27639,286,387,1
27640,44,286,4
27641,286,44,4
27642,48,286,6
27643,286,48,6
27644,565,286,5
27645,286,565,5
27646,169,286,21
27647,286,169,21
27648,170,286,1
27649,548,286,1
27650,286,548,1
27651,29,286,47
27652,286,29,47
27653,30,286,100
27654,286,30,101
27655,175,286,1
27656,286,175,1
27657,176,286,4
27658,286,176,3
27659,177,286,2
27660,286,177,2
27661,319,286,1
27662,286,319,1
27663,356,286,1
27664,286,356,1
27665,347,286,1
27666,286,347,1
27667,31,286,10
27668,286,31,11
27669,32,286,2
27670,286,32,2
27671,33,286,5
27672,286,33,5
27673,179,286,5
27674,286,179,6
27675,288,286,2
27676,286,288,3
27677,362,568,2
27678,568,362,2
27679,64,568,2
27680,568,64,2
27681,271,568,1
27682,272,568,2
27683,568,272,2
27684,565,568,8
27685,568,565,8
27686,169,568,53
27687,568,169,53
27688,170,568,8
27689,568,170,8
27690,908,568,4
27691,568,908,4
27692,29,568,65
27693,568,29,63
27694,30,568,107
27695,568,30,107
27696,171,568,12
27697,568,171,12
27698,951,568,3
27699,568,951,3
27700,80,60,15
27701,60,80,15
27702,1,60,31
27703,60,1,31
27704,215,60,12
27705,60,215,15
27706,34,60,32
27707,60,34,32
27708,2,60,10
27709,60,2,11
27710,3,60,8
27711,60,3,8
27712,90,60,7
27713,60,90,6
27714,93,60,1
27715,95,60,14
27716,60,95,13
27717,96,60,21
27718,60,96,20
27719,97,60,11
27720,60,97,11
27721,98,60,5
27722,60,98,5
27723,35,60,2
27724,60,35,1
27725,99,60,8
27726,60,99,8
27727,101,60,8
27728,60,101,8
27729,105,60,1
27730,60,105,1
27731,37,60,31
27732,60,37,31
27733,38,60,22
27734,60,38,22
27735,63,60,8
27736,60,63,8
27737,64,60,8
27738,60,64,8
27739,6,60,31
27740,60,6,31
27741,107,60,1
27742,7,60,24
27743,60,7,24
27744,8,60,10
27745,60,8,11
27746,66,60,1
27747,60,66,1
27748,115,60,2
27749,60,115,2
27750,9,60,12
27751,60,9,8
27752,117,60,4
27753,60,117,4
27754,39,60,7
27755,60,39,6
27756,194,60,1
27757,60,194,1
27758,40,60,38
27759,60,40,38
27760,15,60,8
27761,60,15,8
27762,16,60,9
27763,60,16,8
27764,20,60,11
27765,60,20,11
27766,24,60,5
27767,60,24,5
27768,126,60,7
27769,60,126,7
27770,199,60,11
27771,60,199,12
27772,42,60,10
27773,60,42,9
27774,128,60,38
27775,60,128,38
27776,43,60,1
27777,60,43,1
27778,129,60,16
27779,60,129,16
27780,133,60,8
27781,60,133,8
27782,26,60,16
27783,60,26,16
27784,139,60,8
27785,60,139,8
27786,44,60,32
27787,60,44,32
27788,45,60,7
27789,60,45,8
27790,143,60,6
27791,60,143,6
27792,28,60,4
27793,60,28,3
27794,149,60,8
27795,60,149,8
27796,154,60,6
27797,60,154,5
27798,952,60,2
27799,60,952,2
27800,160,60,15
27801,60,160,15
27802,162,60,8
27803,60,162,8
27804,69,60,13
27805,60,69,13
27806,165,60,3
27807,60,165,3
27808,169,60,8
27809,60,169,8
27810,170,60,3
27811,60,170,3
27812,29,60,37
27813,60,29,40
27814,650,60,8
27815,60,650,8
27816,172,60,27
27817,60,172,27
27818,856,60,16
27819,60,856,16
27820,221,60,16
27821,60,221,16
27822,950,60,16
27823,60,950,16
27824,173,60,16
27825,60,173,17
27826,174,60,16
27827,60,174,16
27828,953,60,8
27829,60,953,8
27830,222,60,16
27831,60,222,16
