Id,Source,Target,Weight
9158,109,290,9
9159,74,7,3
9160,7,74,3
9161,81,7,33
9162,7,81,33
9163,1,7,61
9164,7,1,61
9165,358,7,12
9166,7,358,12
9167,2,7,51
9168,7,2,54
9169,190,7,6
9170,7,190,5
9171,85,7,8
9172,7,85,8
9173,87,7,1
9174,7,87,1
9175,3,7,23
9176,7,3,23
9177,88,7,3
9178,7,88,3
9179,231,7,8
9180,7,231,8
9181,89,7,16
9182,7,89,16
9183,478,7,8
9184,7,478,8
9185,232,7,1
9186,90,7,16
9187,7,90,15
9188,91,7,11
9189,7,91,11
9190,234,7,12
9191,92,7,17
9192,7,92,17
9193,295,7,2
9194,7,295,2
9195,359,7,3
9196,7,359,3
9197,93,7,19
9198,7,93,19
9199,237,7,3
9200,7,237,3
9201,94,7,29
9202,7,94,29
9203,238,7,1
9204,7,238,1
9205,95,7,10
9206,7,95,10
9207,603,7,13
9208,7,603,13
9209,96,7,29
9210,7,96,29
9211,371,7,7
9212,7,371,7
9213,97,7,55
9214,7,97,55
9215,389,7,1
9216,242,7,1
9217,7,242,1
9218,98,7,12
9219,7,98,13
9220,217,7,19
9221,7,217,19
9222,244,7,3
9223,7,244,3
9224,35,7,3
9225,7,35,3
9226,99,7,16
9227,7,99,16
9228,101,7,48
9229,7,101,48
9230,102,7,38
9231,7,102,38
9232,246,7,2
9233,7,246,2
9234,247,7,3
9235,7,247,3
9236,36,7,32
9237,7,36,32
9238,103,7,31
9239,7,103,31
9240,104,7,8
9241,7,104,8
9242,105,7,36
9243,7,105,35
9244,37,7,88
9245,7,37,88
9246,106,7,30
9247,7,106,30
9248,38,7,8
9249,7,38,8
9250,63,7,182
9251,7,63,182
9252,409,7,41
9253,7,409,42
9254,5,7,111
9255,7,5,114
9256,336,7,21
9257,7,336,21
9258,372,7,36
9259,7,372,36
9260,64,7,137
9261,7,64,140
9262,6,7,119
9263,7,6,120
9264,73,7,145
9265,7,73,148
9266,108,7,52
9267,7,108,55
9268,109,7,26
9269,7,109,26
9270,580,7,36
9271,7,580,36
9272,110,7,28
9273,7,110,27
9274,581,7,28
9275,7,581,28
9276,604,7,15
9277,7,604,15
9278,547,7,14
9279,7,547,14
9280,65,7,35
9281,7,65,35
9282,441,7,4
9283,7,441,4
9284,386,7,1
9285,7,386,1
9286,8,7,36
9287,7,8,36
9288,111,7,4
9289,7,111,4
9290,75,7,7
9291,7,75,7
9292,66,7,30
9293,7,66,30
9294,252,7,3
9295,7,252,3
9296,112,7,4
9297,7,112,4
9298,582,7,1
9299,7,582,1
9300,70,7,12
9301,7,70,12
9302,253,7,5
9303,7,253,5
9304,254,7,1
9305,7,254,1
9306,564,7,1
9307,7,564,1
9308,71,7,9
9309,7,71,9
9310,113,7,1
9311,7,113,1
9312,114,7,3
9313,7,114,4
9314,623,7,1
9315,583,7,2
9316,7,583,1
9317,115,7,32
9318,7,115,30
9319,255,7,1
9320,7,255,1
9321,256,7,1
9322,7,256,1
9323,116,7,8
9324,7,116,8
9325,9,7,36
9326,7,9,36
9327,469,7,6
9328,7,469,6
9329,257,7,10
9330,7,257,10
9331,117,7,8
9332,7,117,8
9333,258,7,8
9334,7,258,7
9335,39,7,3
9336,7,39,3
9337,119,7,1
9338,7,119,1
9339,120,7,48
9340,7,120,48
9341,40,7,26
9342,7,40,26
9343,10,7,23
9344,7,10,23
9345,11,7,16
9346,7,11,16
9347,12,7,33
9348,7,12,33
9349,306,7,5
9350,7,306,5
9351,122,7,17
9352,7,122,17
9353,13,7,29
9354,7,13,29
9355,14,7,22
9356,7,14,22
9357,123,7,7
9358,7,123,7
9359,15,7,14
9360,7,15,14
9361,16,7,54
9362,7,16,54
9363,124,7,28
9364,7,124,28
9365,77,7,10
9366,7,77,10
9367,125,7,11
9368,7,125,11
9369,18,7,16
9370,7,18,16
9371,20,7,60
9372,7,20,60
9373,555,7,24
9374,7,555,24
9375,22,7,34
9376,7,22,34
9377,24,7,38
9378,7,24,38
9379,25,7,22
9380,7,25,22
9381,496,7,16
9382,7,496,16
9383,126,7,1
9384,7,126,1
9385,127,7,9
9386,7,127,9
9387,128,7,15
9388,7,128,15
9389,43,7,2
9390,7,43,2
9391,129,7,4
9392,7,129,4
9393,130,7,54
9394,7,130,54
9395,132,7,18
9396,7,132,18
9397,500,7,1
9398,7,500,1
9399,261,7,1
9400,7,261,1
9401,325,7,5
9402,7,325,5
9403,262,7,2
9404,7,262,2
9405,263,7,4
9406,7,263,4
9407,264,7,2
9408,7,264,2
9409,135,7,3
9410,7,135,3
9411,557,7,2
9412,7,557,1
9413,26,7,105
9414,7,26,117
9415,393,7,8
9416,7,393,8
9417,137,7,34
9418,7,137,34
9419,504,7,8
9420,7,504,8
9421,138,7,28
9422,7,138,28
9423,366,7,8
9424,7,366,8
9425,139,7,31
9426,7,139,31
9427,605,7,6
9428,7,605,6
9429,606,7,8
9430,7,606,8
9431,387,7,20
9432,7,387,20
9433,343,7,13
9434,7,343,13
9435,44,7,47
9436,7,44,47
9437,313,7,23
9438,7,313,23
9439,140,7,10
9440,7,140,10
9441,141,7,3
9442,7,141,3
9443,142,7,43
9444,7,142,43
9445,67,7,7
9446,7,67,7
9447,45,7,16
9448,7,45,16
9449,143,7,29
9450,7,143,29
9451,314,7,24
9452,7,314,24
9453,144,7,3
9454,7,144,3
9455,145,7,29
9456,7,145,29
9457,315,7,23
9458,7,315,23
9459,607,7,1
9460,7,607,1
9461,590,7,1
9462,48,7,33
9463,7,48,34
9464,49,7,35
9465,7,49,32
9466,50,7,8
9467,7,50,14
9468,55,7,24
9469,7,55,24
9470,271,7,2
9471,7,271,2
9472,272,7,4
9473,7,272,4
9474,27,7,16
9475,7,27,16
9476,210,7,13
9477,7,210,12
9478,28,7,16
9479,7,28,16
9480,147,7,2
9481,7,147,2
9482,275,7,7
9483,7,275,6
9484,148,7,8
9485,7,148,7
9486,224,7,3
9487,7,224,3
9488,276,7,1
9489,7,276,1
9490,149,7,70
9491,7,149,70
9492,150,7,29
9493,7,150,29
9494,151,7,8
9495,7,151,9
9496,152,7,9
9497,7,152,9
9498,153,7,13
9499,7,153,13
9500,277,7,6
9501,7,277,6
9502,278,7,1
9503,7,278,1
9504,279,7,3
9505,7,279,3
9506,154,7,69
9507,7,154,70
9508,155,7,2
9509,7,155,2
9510,156,7,18
9511,7,156,18
9512,68,7,75
9513,7,68,75
9514,281,7,2
9515,7,281,2
9516,282,7,6
9517,7,282,6
9518,157,7,8
9519,7,157,7
9520,283,7,7
9521,7,283,7
9522,159,7,24
9523,7,159,24
9524,608,7,13
9525,7,608,13
9526,160,7,49
9527,7,160,49
9528,161,7,11
9529,7,161,11
9530,162,7,41
9531,7,162,42
9532,69,7,62
9533,7,69,62
9534,165,7,8
9535,7,165,7
9536,166,7,3
9537,7,166,3
9538,167,7,3
9539,7,167,3
9540,168,7,3
9541,7,168,3
9542,565,7,1
9543,7,565,2
9544,169,7,12
9545,7,169,13
9546,170,7,42
9547,7,170,38
9548,286,7,4
9549,7,286,4
9550,548,7,2
9551,7,548,1
9552,29,7,32
9553,7,29,32
9554,30,7,16
9555,7,30,16
9556,171,7,16
9557,7,171,16
9558,331,7,2
9559,7,331,2
9560,60,7,24
9561,7,60,24
9562,173,7,8
9563,7,173,8
9564,212,7,16
9565,7,212,15
9566,61,7,21
9567,7,61,22
9568,213,7,1
9569,7,213,1
9570,175,7,21
9571,7,175,21
9572,176,7,15
9573,7,176,15
9574,369,7,3
9575,7,369,3
9576,177,7,13
9577,7,177,13
9578,319,7,6
9579,7,319,6
9580,549,7,1
9581,7,549,1
9582,31,7,23
9583,7,31,23
9584,72,7,107
9585,7,72,107
9586,32,7,7
9587,7,32,7
9588,33,7,12
9589,7,33,12
9590,179,7,27
9591,7,179,27
9592,289,7,8
9593,7,289,8
9594,402,7,8
9595,7,402,8
9596,515,7,8
9597,7,515,8
9598,180,7,16
9599,7,180,16
9600,517,7,8
9601,7,517,8
9602,518,7,8
9603,7,518,8
9604,519,7,8
9605,7,519,8
9606,560,7,2
9607,7,560,2
9608,181,7,8
9609,7,181,8
9610,183,7,8
9611,7,183,8
9612,184,7,16
9613,7,184,16
9614,381,7,8
9615,7,381,8
9616,406,7,16
9617,7,406,16
9618,561,7,3
9619,7,561,2
9620,185,7,16
9621,7,185,16
9622,217,580,1
9623,580,217,1
9624,6,580,29
9625,580,6,29
9626,7,580,36
9627,580,7,36
9628,65,580,20
9629,580,65,20
9630,66,580,3
9631,580,66,3
9632,71,580,1
9633,580,71,1
9634,140,580,1
9635,580,140,1
9636,151,580,3
9637,580,151,3
9638,152,580,1
9639,580,152,1
9640,156,580,1
9641,580,156,1
9642,68,580,21
9643,580,68,21
9644,157,580,1
9645,580,157,1
9646,170,580,9
9647,580,170,9
9648,29,580,1
9649,580,29,1
9650,1,110,12
9651,110,1,12
9652,2,110,7
9653,110,2,7
9654,190,110,9
9655,110,190,9
9656,87,110,2
9657,110,87,1
9658,3,110,3
9659,110,3,3
9660,88,110,1
9661,110,88,1
9662,239,110,2
9663,110,239,2
9664,217,110,7
9665,110,217,6
9666,244,110,1
9667,110,244,1
9668,35,110,1
9669,110,35,1
9670,246,110,1
9671,110,246,1
9672,36,110,6
9673,110,36,6
9674,37,110,31
9675,110,37,31
9676,63,110,26
9677,110,63,26
9678,409,110,1
9679,110,409,1
9680,64,110,27
9681,110,64,28
9682,6,110,39
9683,110,6,39
9684,73,110,24
9685,110,73,23
9686,7,110,27
9687,110,7,28
9688,8,110,3
9689,110,8,3
9690,75,110,2
9691,110,75,2
9692,66,110,14
9693,110,66,14
9694,70,110,6
9695,110,70,6
9696,71,110,2
9697,110,71,2
9698,113,110,1
9699,110,113,1
9700,115,110,3
9701,110,115,3
9702,9,110,12
9703,110,9,8
9704,40,110,3
9705,110,40,3
9706,11,110,2
9707,110,11,2
9708,122,110,2
9709,110,122,2
9710,15,110,6
9711,110,15,6
9712,77,110,2
9713,110,77,2
9714,125,110,2
9715,110,125,2
9716,309,110,6
9717,110,309,6
9718,129,110,2
9719,110,129,2
9720,131,110,2
9721,110,131,2
9722,132,110,3
9723,110,132,3
9724,26,110,30
9725,110,26,30
9726,139,110,4
9727,110,139,4
9728,44,110,12
9729,110,44,12
9730,140,110,2
9731,110,140,2
9732,141,110,1
9733,110,141,1
9734,67,110,2
9735,110,67,2
9736,143,110,2
9737,110,143,2
9738,314,110,2
9739,110,314,2
9740,145,110,4
9741,110,145,4
9742,224,110,2
9743,110,224,2
9744,149,110,6
9745,110,149,6
9746,151,110,6
9747,110,151,6
9748,152,110,2
9749,110,152,2
9750,153,110,3
9751,110,153,3
9752,279,110,1
9753,110,279,1
9754,154,110,5
9755,110,154,5
9756,156,110,2
9757,110,156,2
9758,68,110,32
9759,110,68,33
9760,157,110,2
9761,110,157,2
9762,69,110,29
9763,110,69,28
9764,170,110,39
9765,110,170,37
9766,29,110,16
9767,110,29,16
9768,171,110,3
9769,110,171,3
9770,211,110,2
9771,110,211,2
9772,213,110,1
9773,110,213,1
9774,33,110,14
9775,110,33,14
9776,179,110,6
9777,110,179,6
9778,6,581,14
9779,581,6,14
9780,7,581,28
9781,581,7,28
9782,66,581,2
9783,581,66,3
9784,68,581,10
9785,581,68,10
9786,170,581,12
9787,581,170,12
9788,81,65,11
9789,65,81,11
9790,1,65,53
9791,65,1,53
9792,2,65,16
9793,65,2,16
9794,361,65,1
9795,65,361,1
9796,85,65,2
9797,65,85,2
9798,87,65,1
9799,65,87,1
9800,88,65,1
9801,65,88,1
9802,232,65,1
9803,92,65,1
9804,65,92,1
9805,349,65,2
9806,65,349,2
9807,295,65,1
9808,65,295,1
9809,359,65,1
9810,65,359,1
9811,93,65,6
9812,65,93,6
9813,237,65,2
9814,65,237,2
9815,94,65,6
9816,65,94,6
9817,95,65,2
9818,65,95,2
9819,97,65,20
9820,65,97,20
9821,217,65,9
9822,65,217,9
9823,101,65,8
9824,65,101,8
9825,246,65,1
9826,65,246,1
9827,36,65,11
9828,65,36,11
9829,105,65,3
9830,65,105,3
9831,37,65,31
9832,65,37,31
9833,63,65,121
9834,65,63,120
9835,409,65,23
9836,65,409,23
9837,372,65,16
9838,65,372,16
9839,64,65,30
9840,65,64,31
9841,6,65,44
9842,65,6,44
9843,73,65,75
9844,65,73,75
9845,108,65,22
9846,65,108,21
9847,440,65,1
9848,65,440,1
9849,109,65,15
9850,65,109,15
9851,7,65,35
9852,65,7,35
9853,580,65,20
9854,65,580,20
9855,604,65,8
9856,65,604,8
9857,386,65,1
9858,65,386,1
9859,8,65,5
9860,65,8,5
9861,111,65,1
9862,65,111,1
9863,75,65,5
9864,65,75,5
9865,66,65,19
9866,65,66,18
9867,252,65,1
9868,112,65,3
9869,65,112,3
9870,70,65,8
9871,65,70,8
9872,564,65,1
9873,71,65,8
9874,65,71,7
9875,114,65,1
9876,65,114,2
9877,115,65,17
9878,65,115,17
9879,256,65,2
9880,65,256,2
9881,9,65,14
9882,65,9,14
9883,120,65,14
9884,65,120,14
9885,11,65,5
9886,65,11,5
9887,121,65,2
9888,65,121,2
9889,306,65,1
9890,65,306,1
9891,122,65,6
9892,65,122,6
9893,123,65,1
9894,65,123,1
9895,16,65,23
9896,65,16,23
9897,124,65,7
9898,65,124,7
9899,77,65,4
9900,65,77,4
9901,18,65,3
9902,65,18,3
9903,20,65,8
9904,65,20,8
9905,555,65,1
9906,65,555,1
9907,24,65,5
9908,65,24,5
9909,127,65,9
9910,65,127,9
9911,263,65,1
9912,65,263,1
9913,26,65,47
9914,65,26,48
9915,139,65,4
9916,65,139,4
9917,44,65,14
9918,65,44,14
9919,313,65,4
9920,65,313,4
9921,140,65,7
9922,65,140,8
9923,141,65,3
9924,65,141,3
9925,142,65,22
9926,65,142,22
9927,67,65,4
9928,65,67,4
9929,143,65,7
9930,65,143,7
9931,145,65,6
9932,65,145,6
9933,49,65,8
9934,65,49,8
9935,27,65,7
9936,65,27,7
9937,28,65,1
9938,224,65,2
9939,65,224,2
9940,149,65,19
9941,65,149,19
9942,150,65,4
9943,65,150,4
9944,151,65,11
9945,65,151,10
9946,152,65,6
9947,65,152,7
9948,153,65,8
9949,65,153,8
9950,277,65,7
9951,65,277,7
9952,278,65,1
9953,65,278,1
9954,279,65,3
9955,65,279,3
9956,154,65,5
9957,65,154,5
9958,155,65,2
9959,65,155,2
9960,156,65,3
9961,65,156,3
9962,68,65,69
9963,65,68,69
9964,157,65,4
9965,65,157,5
9966,283,65,4
9967,65,283,4
9968,160,65,7
9969,65,160,7
9970,69,65,39
9971,65,69,39
9972,166,65,1
9973,65,166,1
9974,167,65,1
9975,65,167,1
9976,565,65,2
9977,65,565,2
9978,169,65,3
9979,65,169,3
9980,170,65,43
9981,65,170,41
9982,286,65,2
9983,65,286,2
9984,548,65,2
9985,65,548,2
9986,399,65,1
9987,65,399,1
9988,29,65,32
9989,65,29,32
9990,30,65,20
9991,65,30,20
9992,171,65,9
9993,65,171,9
9994,331,65,2
9995,65,331,3
9996,567,65,1
9997,65,567,1
9998,559,65,1
9999,65,559,1
10000,213,65,1
10001,65,213,2
10002,175,65,13
10003,65,175,13
10004,177,65,3
10005,65,177,3
10006,31,65,12
10007,65,31,12
10008,72,65,37
10009,65,72,36
10010,179,65,6
10011,65,179,6
10012,550,65,1
10013,65,550,1
10014,289,65,8
10015,65,289,8
10016,87,341,3
10017,341,87,3
10018,237,341,3
10019,341,237,3
10020,99,341,2
10021,341,99,2
10022,468,341,3
10023,341,468,3
10024,111,341,3
10025,341,111,3
10026,75,341,2
10027,341,75,2
10028,115,341,4
10029,341,115,4
10030,10,341,3
10031,341,10,3
10032,11,341,3
10033,341,11,3
10034,306,341,2
10035,341,306,2
10036,307,341,3
10037,341,307,3
10038,123,341,3
10039,341,123,3
10040,15,341,4
10041,341,15,4
10042,125,341,5
10043,341,125,5
10044,308,341,2
10045,341,308,2
10046,18,341,3
10047,341,18,3
10048,309,341,3
10049,341,309,3
10050,132,341,3
10051,341,132,3
10052,263,341,1
10053,341,263,1
10054,265,341,3
10055,341,265,3
10056,135,341,2
10057,341,135,2
10058,223,341,3
10059,341,223,3
10060,311,341,2
10061,341,311,2
10062,266,341,3
10063,341,266,3
10064,267,341,2
10065,341,267,2
10066,589,341,3
10067,341,589,3
10068,140,341,5
10069,341,140,5
10070,67,341,3
10071,341,67,3
10072,543,341,3
10073,341,543,3
10074,443,341,2
10075,341,443,2
10076,224,341,8
10077,341,224,8
10078,151,341,2
10079,341,151,2
10080,78,341,9
10081,341,78,9
10082,152,341,2
10083,341,152,2
10084,153,341,4
10085,341,153,4
10086,279,341,2
10087,341,279,2
10088,156,341,12
10089,341,156,12
10090,68,341,17
10091,341,68,17
10092,317,341,2
10093,341,317,2
10094,157,341,2
10095,341,157,2
10096,283,341,3
10097,341,283,3
10098,318,341,2
10099,341,318,2
10100,340,341,3
10101,341,340,3
10102,177,341,3
10103,341,177,3
10104,33,341,5
10105,341,33,5
10106,74,8,8
10107,8,74,8
10108,80,8,2
10109,8,80,2
10110,1,8,21
10111,8,1,22
10112,362,8,6
10113,8,362,6
10114,2,8,25
10115,8,2,25
10116,216,8,8
10117,8,216,8
10118,3,8,24
10119,8,3,24
10120,231,8,4
10121,8,231,4
10122,89,8,7
10123,8,89,7
10124,90,8,3
10125,8,90,4
10126,92,8,13
10127,8,92,13
10128,93,8,2
10129,8,93,2
10130,94,8,3
10131,8,94,3
10132,95,8,103
10133,8,95,103
10134,239,8,3
10135,8,239,3
10136,96,8,8
10137,8,96,8
10138,383,8,1
10139,8,383,1
10140,241,8,2
10141,8,241,2
10142,97,8,16
10143,8,97,16
10144,610,8,1
10145,8,610,1
10146,98,8,18
10147,8,98,18
10148,99,8,1
10149,8,99,1
10150,101,8,5
10151,8,101,5
10152,647,8,1
10153,8,647,1
10154,102,8,3
10155,8,102,3
10156,247,8,2
10157,8,247,3
10158,360,8,1
10159,8,360,1
10160,36,8,6
10161,8,36,6
10162,103,8,7
10163,8,103,7
10164,104,8,7
10165,8,104,6
10166,105,8,2
10167,8,105,2
10168,37,8,50
10169,8,37,51
10170,4,8,14
10171,8,4,14
10172,106,8,5
10173,8,106,4
10174,363,8,2
10175,8,363,2
10176,38,8,7
10177,8,38,7
10178,76,8,16
10179,8,76,16
10180,63,8,7
10181,8,63,7
10182,409,8,3
10183,8,409,3
10184,5,8,1
10185,8,5,1
10186,372,8,3
10187,8,372,3
10188,64,8,9
10189,8,64,9
10190,6,8,45
10191,8,6,45
10192,73,8,5
10193,8,73,5
10194,345,8,2
10195,8,345,2
10196,338,8,2
10197,8,338,2
10198,7,8,36
10199,8,7,36
10200,110,8,3
10201,8,110,3
10202,65,8,5
10203,8,65,5
10204,364,8,34
10205,8,364,34
10206,611,8,7
10207,8,611,7
10208,111,8,49
10209,8,111,49
10210,612,8,36
10211,8,612,38
10212,75,8,40
10213,8,75,40
10214,66,8,93
10215,8,66,93
10216,613,8,9
10217,8,613,9
10218,365,8,15
10219,8,365,15
10220,614,8,7
10221,8,614,7
10222,554,8,10
10223,8,554,10
10224,615,8,2
10225,8,615,3
10226,112,8,11
10227,8,112,11
10228,582,8,19
10229,8,582,19
10230,616,8,8
10231,8,616,8
10232,70,8,37
10233,8,70,38
10234,617,8,3
10235,8,617,2
10236,618,8,8
10237,8,618,8
10238,619,8,6
10239,8,619,6
10240,620,8,21
10241,8,620,21
10242,253,8,61
10243,8,253,61
10244,254,8,28
10245,8,254,28
10246,621,8,27
10247,8,621,27
10248,622,8,31
10249,8,622,31
10250,71,8,45
10251,8,71,45
10252,113,8,21
10253,8,113,21
10254,114,8,145
10255,8,114,145
10256,623,8,5
10257,8,623,5
10258,583,8,8
10259,8,583,8
10260,624,8,5
10261,8,624,5
10262,625,8,7
10263,8,625,7
10264,115,8,117
10265,8,115,117
10266,256,8,19
10267,8,256,19
10268,9,8,13
10269,8,9,13
10270,39,8,3
10271,8,39,2
10272,120,8,8
10273,8,120,8
10274,40,8,38
10275,8,40,38
10276,12,8,6
10277,8,12,6
10278,122,8,3
10279,8,122,3
10280,15,8,11
10281,8,15,11
10282,259,8,8
10283,8,259,8
10284,16,8,21
10285,8,16,21
10286,124,8,4
10287,8,124,4
10288,309,8,16
10289,8,309,16
10290,20,8,42
10291,8,20,42
10292,24,8,14
10293,8,24,8
10294,126,8,7
10295,8,126,8
10296,128,8,2
10297,8,128,3
10298,43,8,10
10299,8,43,9
10300,129,8,5
10301,8,129,5
10302,130,8,2
10303,8,130,2
10304,132,8,5
10305,8,132,5
10306,133,8,3
10307,8,133,3
10308,134,8,1
10309,8,134,1
10310,26,8,33
10311,8,26,33
10312,339,8,5
10313,8,339,5
10314,137,8,7
10315,8,137,7
10316,138,8,3
10317,8,138,3
10318,366,8,4
10319,8,366,4
10320,139,8,4
10321,8,139,4
10322,605,8,1
10323,8,605,1
10324,387,8,3
10325,8,387,3
10326,343,8,1
10327,8,343,1
10328,44,8,7
10329,8,44,7
10330,312,8,8
10331,8,312,8
10332,313,8,3
10333,8,313,3
10334,142,8,5
10335,8,142,5
10336,45,8,24
10337,8,45,24
10338,143,8,32
10339,8,143,32
10340,314,8,2
10341,8,314,2
10342,48,8,6
10343,8,48,7
10344,49,8,18
10345,8,49,18
10346,271,8,2
10347,8,271,3
10348,27,8,15
10349,8,27,14
10350,210,8,4
10351,8,210,3
10352,316,8,2
10353,8,316,2
10354,149,8,18
10355,8,149,18
10356,154,8,17
10357,8,154,17
10358,160,8,10
10359,8,160,10
10360,162,8,16
10361,8,162,16
10362,69,8,33
10363,8,69,33
10364,29,8,56
10365,8,29,56
10366,30,8,12
10367,8,30,12
10368,171,8,4
10369,8,171,4
10370,60,8,11
10371,8,60,10
10372,212,8,8
10373,8,212,8
10374,61,8,16
10375,8,61,16
10376,176,8,3
10377,8,176,3
10378,177,8,2
10379,8,177,2
10380,31,8,15
10381,8,31,15
10382,72,8,57
10383,8,72,57
10384,32,8,8
10385,8,32,8
10386,33,8,13
10387,8,33,13
10388,179,8,7
10389,8,179,7
10390,183,8,8
10391,8,183,8
10392,184,8,8
10393,8,184,8
10394,381,8,8
10395,8,381,8
10396,81,111,1
10397,1,111,1
10398,111,1,1
10399,2,111,6
10400,111,2,6
10401,216,111,2
10402,111,216,2
10403,462,111,1
10404,95,111,2
10405,111,95,2
10406,239,111,5
10407,111,239,5
10408,96,111,1
10409,111,96,1
10410,383,111,3
10411,111,383,3
10412,241,111,9
10413,111,241,9
10414,97,111,13
10415,111,97,13
10416,101,111,15
10417,111,101,15
10418,4,111,3
10419,111,4,3
10420,409,111,1
10421,111,409,1
10422,64,111,4
10423,111,64,4
10424,6,111,4
10425,111,6,4
10426,107,111,2
10427,111,107,2
10428,108,111,1
10429,111,108,1
10430,338,111,3
10431,111,338,3
10432,7,111,4
10433,111,7,4
10434,65,111,1
10435,111,65,1
10436,341,111,3
10437,111,341,3
10438,8,111,49
10439,111,8,49
10440,115,111,10
10441,111,115,10
10442,120,111,2
10443,111,120,2
10444,15,111,3
10445,111,15,3
10446,18,111,2
10447,111,18,2
10448,20,111,3
10449,111,20,3
10450,21,111,2
10451,111,21,2
10452,129,111,1
10453,111,129,1
10454,26,111,4
10455,111,26,4
10456,339,111,3
10457,111,339,3
10458,351,111,2
10459,111,351,3
10460,626,111,1
10461,111,626,1
10462,627,111,1
10463,111,627,1
10464,137,111,6
10465,111,137,5
10466,357,111,1
10467,111,357,2
10468,352,111,2
10469,111,352,2
10470,366,111,1
10471,111,366,1
10472,139,111,1
10473,111,139,1
10474,44,111,1
10475,111,44,1
10476,312,111,1
10477,111,312,1
10478,313,111,3
10479,111,313,3
10480,49,111,1
10481,111,49,1
10482,159,111,4
10483,111,159,4
10484,330,111,3
10485,111,330,3
10486,160,111,7
10487,111,160,7
10488,69,111,1
10489,111,69,1
10490,175,111,3
10491,111,175,3
10492,176,111,2
10493,111,176,2
10494,287,111,1
10495,111,287,1
10496,319,111,1
10497,111,319,1
10498,356,111,2
10499,111,356,2
10500,31,111,7
10501,111,31,7
10502,72,111,2
10503,111,72,2
10504,33,111,3
10505,111,33,3
10506,179,111,4
10507,111,179,4
10508,0,75,1
10509,75,0,1
10510,84,75,1
10511,75,84,1
10512,1,75,2
10513,75,1,2
10514,2,75,7
10515,75,2,6
10516,216,75,2
10517,75,216,2
10518,383,75,1
10519,75,383,1
10520,101,75,4
10521,75,101,4
10522,247,75,1
10523,75,247,1
10524,350,75,1
10525,360,75,2
10526,75,360,2
10527,36,75,2
10528,75,36,2
10529,103,75,1
10530,75,103,1
10531,104,75,4
10532,75,104,3
10533,37,75,3
10534,75,37,3
10535,4,75,2
10536,75,4,2
10537,249,75,1
10538,75,249,1
10539,106,75,1
10540,75,106,1
10541,76,75,1
10542,75,76,1
10543,63,75,3
10544,75,63,3
10545,409,75,1
10546,75,409,1
10547,5,75,6
10548,75,5,6
10549,372,75,1
10550,75,372,1
10551,64,75,8
10552,75,64,8
10553,6,75,9
10554,75,6,9
10555,73,75,3
10556,75,73,3
10557,108,75,5
10558,75,108,5
10559,109,75,2
10560,75,109,2
10561,7,75,7
10562,75,7,7
10563,110,75,2
10564,75,110,2
10565,65,75,5
10566,75,65,5
10567,341,75,2
10568,75,341,2
10569,386,75,4
10570,75,386,4
10571,8,75,40
10572,75,8,40
10573,115,75,2
10574,75,115,2
10575,9,75,1
10576,75,9,1
10577,120,75,2
10578,75,120,3
10579,40,75,2
10580,75,40,2
10581,15,75,3
10582,75,15,3
10583,16,75,2
10584,75,16,2
10585,18,75,1
10586,75,18,1
10587,20,75,4
10588,75,20,4
10589,21,75,2
10590,75,21,2
10591,128,75,1
10592,75,128,1
10593,129,75,3
10594,75,129,4
10595,130,75,1
10596,75,130,1
10597,26,75,7
10598,75,26,7
10599,339,75,1
10600,75,339,1
10601,205,75,1
10602,366,75,2
10603,75,366,2
10604,387,75,2
10605,75,387,2
10606,343,75,1
10607,75,343,1
10608,312,75,3
10609,75,312,3
10610,48,75,1
10611,75,48,1
10612,316,75,1
10613,75,316,1
10614,159,75,1
10615,75,159,1
10616,160,75,1
10617,75,160,1
10618,69,75,1
10619,75,69,1
10620,401,75,1
10621,75,401,1
10622,175,75,8
10623,75,175,7
10624,373,75,1
10625,75,373,1
10626,176,75,9
10627,75,176,10
10628,369,75,1
10629,75,369,1
10630,354,75,3
10631,75,354,3
10632,287,75,9
10633,75,287,10
10634,177,75,2
10635,75,177,2
10636,370,75,1
10637,75,370,1
10638,319,75,4
10639,75,319,4
10640,356,75,4
10641,75,356,4
10642,31,75,20
10643,75,31,20
10644,72,75,7
10645,75,72,7
10646,32,75,7
10647,75,32,7
10648,33,75,9
10649,75,33,9
10650,179,75,22
10651,75,179,21
10652,288,75,9
10653,75,288,9
10654,374,75,1
10655,75,374,1
10656,81,66,1
10657,66,81,1
10658,82,66,1
10659,66,82,1
10660,0,66,1
10661,66,0,1
10662,84,66,3
10663,66,84,3
10664,1,66,5
10665,66,1,6
10666,2,66,15
10667,66,2,15
10668,216,66,2
10669,95,66,2
10670,66,95,2
10671,96,66,4
10672,66,96,4
10673,241,66,1
10674,66,241,1
10675,97,66,1
10676,66,97,2
10677,99,66,4
10678,66,99,4
10679,101,66,3
10680,66,101,3
10681,102,66,9
10682,66,102,9
10683,247,66,3
10684,66,247,3
10685,433,66,2
10686,66,433,2
10687,453,66,1
10688,66,453,1
10689,350,66,2
10690,66,350,2
10691,360,66,3
10692,66,360,3
10693,36,66,11
10694,66,36,9
10695,103,66,5
10696,66,103,5
10697,436,66,1
10698,66,436,1
10699,104,66,9
10700,66,104,11
10701,37,66,14
10702,66,37,14
10703,4,66,17
10704,66,4,17
10705,106,66,3
10706,66,106,3
10707,76,66,5
10708,66,76,5
10709,63,66,20
10710,66,63,21
10711,409,66,3
