,Source,Target,Weight
150,115,1,4
151,1,115,4
152,39,1,2
153,1,39,2
154,119,1,1
155,1,119,1
156,40,1,3
157,1,40,2
158,16,1,19
159,1,16,6
160,20,1,4
161,1,20,4
162,24,1,5
163,1,24,5
164,127,1,8
165,1,127,10
166,128,1,1
167,1,128,1
168,130,1,8
169,1,130,4
170,658,1,2
171,1,658,2
172,134,1,2
173,1,134,2
174,26,1,18
175,1,26,19
176,131,1,4
177,1,131,5
178,137,1,3
179,44,1,5
180,1,44,5
181,142,1,2
182,1,142,2
183,45,1,7
184,1,45,5
185,143,1,9
186,1,143,9
187,48,1,4
188,1,48,13
189,49,1,2
190,1,49,3
191,27,1,12
192,1,27,11
193,154,1,7
194,1,154,4
195,68,1,3
196,1,68,3
197,157,1,3
198,1,157,3
199,160,1,4
200,1,160,4
201,162,1,3
202,1,162,3
203,163,1,3
204,1,163,6
205,69,1,17
206,1,69,16
207,29,1,10
208,1,29,10
209,30,1,14
210,1,30,14
211,60,1,5
212,1,60,5
213,61,1,6
214,1,61,6
215,62,1,2
216,1,62,2
217,72,1,5
218,1,72,4
219,32,1,2
220,1,32,1
221,33,1,3
222,1,33,3
223,184,1,2
224,1,184,3
225,185,1,2
226,1,185,3
227,1,215,3
228,189,215,3
229,215,189,3
230,34,215,4
231,215,34,3
232,2,215,1
233,215,2,1
234,91,215,12
235,215,91,9
236,191,215,2
237,215,191,2
238,192,215,5
239,215,192,6
240,107,215,11
241,215,107,14
242,116,215,5
243,215,116,7
244,9,215,1
245,927,215,2
246,215,927,2
247,602,215,2
248,215,602,2
249,39,215,12
250,215,39,12
251,194,215,1
252,215,194,1
253,195,215,1
254,215,195,1
255,40,215,3
256,215,40,3
257,16,215,1
258,215,16,4
259,197,215,1
260,198,215,2
261,215,198,2
262,199,215,3
263,203,215,2
264,130,215,4
265,215,130,8
266,204,215,1
267,26,215,6
268,215,26,6
269,49,215,9
270,215,49,5
271,207,215,1
272,215,207,1
273,57,215,1
274,215,57,1
275,210,215,4
276,215,210,3
277,148,215,4
278,215,148,3
279,164,215,5
280,169,215,4
281,215,169,4
282,170,215,1
283,215,170,1
284,29,215,27
285,215,29,28
286,30,215,1
287,215,30,1
288,171,215,2
289,215,171,2
290,60,215,3
291,215,60,2
292,61,215,1
293,215,61,1
294,213,215,2
295,215,213,2
296,62,215,3
297,215,62,3
298,180,215,3
299,215,180,4
300,80,34,8
301,34,80,8
302,1,34,3
303,34,1,3
304,215,34,3
305,34,215,4
306,216,34,2
307,34,216,2
308,95,34,1
309,34,95,1
310,96,34,4
311,34,96,4
312,217,34,2
313,34,217,2
314,99,34,3
315,34,99,3
316,101,34,5
317,34,101,5
318,37,34,5
319,34,37,5
320,38,34,3
321,34,38,3
322,6,34,6
323,34,6,6
324,108,34,1
325,34,108,1
326,7,34,2
327,34,7,2
328,9,34,5
329,34,9,5
330,194,34,2
331,34,194,2
332,40,34,1
333,34,40,1
334,16,34,3
335,34,16,3
336,20,34,4
337,34,20,4
338,129,34,7
339,34,129,7
340,133,34,5
341,34,133,5
342,26,34,5
343,34,26,5
344,44,34,12
345,34,44,12
346,48,34,5
347,34,48,5
348,49,34,5
349,34,49,5
350,55,34,1
351,34,55,1
352,57,34,1
353,34,57,1
354,27,34,4
355,34,27,4
356,149,34,2
357,34,149,2
358,160,34,4
359,34,160,4
360,69,34,1
361,29,34,16
362,34,29,16
363,59,34,1
364,34,59,1
365,221,34,2
366,34,221,3
367,60,34,16
368,34,60,16
369,211,34,5
370,34,211,4
371,173,34,4
372,34,173,4
373,174,34,5
374,34,174,5
375,222,34,3
376,34,222,3
377,61,34,3
378,31,34,2
379,34,31,2
380,214,34,4
381,34,214,4
382,226,358,3
383,358,226,3
384,74,2,3
385,2,74,2
386,79,2,1
387,2,79,2
388,1,2,11
389,2,1,11
390,215,2,1
391,2,215,1
392,3,2,1
393,2,3,1
394,230,2,3
395,2,230,4
396,231,2,4
397,2,231,4
398,376,2,1
399,235,2,5
400,2,235,1
401,94,2,3
402,2,94,3
403,240,2,3
404,2,240,4
405,97,2,6
406,2,97,5
407,98,2,1
408,2,98,1
409,100,2,4
410,2,100,10
411,101,2,5
412,2,101,5
413,36,2,3
414,2,36,3
415,103,2,1
416,2,103,1
417,105,2,3
418,2,105,3
419,37,2,8
420,2,37,8
421,249,2,1
422,2,249,1
423,106,2,3
424,2,106,3
425,858,2,6
426,6,2,16
427,2,6,17
428,7,2,3
429,2,7,3
430,251,2,1
431,2,251,4
432,8,2,4
433,2,8,4
434,116,2,2
435,258,2,3
436,39,2,1
437,2,39,1
438,120,2,3
439,2,120,3
440,40,2,1
441,2,40,1
442,259,2,5
443,2,259,5
444,16,2,7
445,2,16,8
446,20,2,9
447,2,20,10
448,24,2,3
449,2,24,3
450,260,2,1
451,126,2,1
452,2,126,1
453,127,2,1
454,2,127,2
455,128,2,1
456,2,128,1
457,43,2,2
458,2,43,2
459,132,2,3
460,2,132,3
461,264,2,18
462,2,264,18
463,310,2,1
464,2,310,1
465,265,2,2
466,2,265,2
467,135,2,3
468,2,135,3
469,223,2,4
470,2,223,6
471,267,2,10
472,2,267,11
473,26,2,16
474,2,26,16
475,44,2,9
476,2,44,9
477,142,2,9
478,2,142,9
479,67,2,2
480,2,67,2
481,45,2,21
482,2,45,19
483,269,2,3
484,2,269,3
485,143,2,6
486,2,143,6
487,49,2,2
488,2,49,2
489,270,2,1
490,2,270,2
491,273,2,1
492,2,273,7
493,274,2,4
494,275,2,2
495,148,2,5
496,224,2,3
497,2,224,4
498,149,2,3
499,2,149,3
500,151,2,1
501,152,2,4
502,2,152,1
503,278,2,1
504,154,2,16
505,2,154,16
506,156,2,5
507,2,156,4
508,157,2,1
509,2,157,5
510,160,2,3
511,2,160,3
512,162,2,19
513,2,162,19
514,69,2,2
515,2,69,2
516,168,2,1
517,2,168,1
518,335,2,1
519,2,335,1
520,29,2,8
521,2,29,8
522,30,2,6
523,2,30,6
524,331,2,1
525,2,331,1
526,949,2,2
527,2,949,2
528,212,2,4
529,2,212,4
530,61,2,9
531,2,61,8
532,213,2,5
533,62,2,5
534,175,2,4
535,2,175,5
536,72,2,9
537,2,72,10
538,179,2,6
539,2,179,6
540,180,2,5
541,2,180,3
542,182,2,2
543,2,182,3
544,184,2,5
545,2,184,5
546,185,2,7
547,2,185,7
548,34,216,2
549,216,34,2
550,3,216,3
551,216,3,3
552,492,216,2
553,15,216,2
554,216,15,2
555,132,216,2
556,216,132,2
557,133,216,1
558,216,133,1
559,264,216,2
560,216,264,2
561,135,216,3
562,216,135,3
563,223,216,2
564,216,223,2
565,311,216,3
566,216,311,3
567,266,216,1
568,216,266,1
569,267,216,3
570,216,267,3
571,312,216,2
572,216,312,2
573,140,216,1
574,216,140,1
575,67,216,3
576,216,67,3
577,143,216,5
578,216,143,5
579,314,216,2
580,216,314,2
581,144,216,2
582,216,144,2
583,151,216,1
584,216,151,1
585,152,216,1
586,216,152,1
587,157,216,3
588,216,157,3
589,30,216,8
590,216,30,8
591,80,190,1
592,190,80,1
593,1,190,1
594,190,1,1
595,322,190,9
596,190,322,3
597,91,190,11
598,190,91,8
599,192,190,8
600,190,192,6
601,95,190,2
602,96,190,1
603,190,96,1
604,100,190,6
605,190,100,14
606,102,190,1
607,36,190,2
608,190,36,1
609,103,190,2
610,190,103,1
611,37,190,1
612,190,37,1
613,106,190,1
614,190,106,1
615,324,190,1
616,563,190,1
617,7,190,1
618,190,7,2
619,110,190,2
620,190,110,2
621,251,190,3
622,8,190,1
623,116,190,2
624,190,116,2
625,257,190,2
626,190,257,1
627,120,190,2
628,190,120,1
629,40,190,17
630,190,40,19
631,12,190,1
632,190,12,1
633,309,190,1
634,190,309,1
635,24,190,1
636,190,24,1
637,666,190,1
638,201,190,2
639,190,201,12
640,326,190,1
641,327,190,3
642,190,327,6
643,137,190,11
644,44,190,1
645,190,44,1
646,67,190,1
647,190,67,1
648,45,190,17
649,190,45,6
650,143,190,1
651,590,190,3
652,48,190,1
653,49,190,2
654,190,49,2
655,271,190,3
656,190,271,1
657,272,190,6
658,190,272,5
659,27,190,1
660,190,27,1
661,275,190,1
662,148,190,2
663,190,148,1
664,149,190,1
665,190,149,1
666,154,190,2
667,156,190,4
668,558,190,1
669,190,558,1
670,158,190,6
671,190,158,2
672,330,190,2
673,30,190,2
674,190,30,2
675,287,190,3
676,190,287,3
677,177,190,2
678,33,190,1
679,190,33,1
680,289,190,1
681,190,289,1
682,519,190,1
683,190,519,1
684,181,190,1
685,190,181,2
686,332,190,1
687,183,190,8
688,190,183,12
689,659,190,1
690,190,659,1
691,95,462,1
692,98,462,4
693,462,98,8
694,16,462,1
695,29,462,2
696,1,85,5
697,85,1,4
698,27,85,3
699,85,27,3
700,29,85,8
701,85,29,7
702,61,85,4
703,85,61,4
704,102,86,2
705,86,102,2
706,336,86,3
707,86,336,3
708,107,86,1
709,86,107,1
710,338,86,1
711,86,338,1
712,339,86,1
713,86,339,1
714,330,86,1
715,86,330,1
716,318,86,1
717,86,318,1
718,401,87,1
719,87,401,1
720,353,87,1
721,87,353,1
722,175,87,1
723,87,175,1
724,176,87,1
725,87,176,1
726,369,87,1
727,87,369,1
728,287,87,1
729,87,287,1
730,177,87,1
731,87,177,1
732,319,87,1
733,87,319,1
734,355,87,1
735,87,355,1
736,356,87,1
737,87,356,1
738,31,87,1
739,87,31,1
740,32,87,1
741,87,32,1
742,179,87,2
743,87,179,2
744,288,87,2
745,87,288,2
746,695,87,1
747,87,695,1
748,1,3,7
749,3,1,7
750,2,3,1
751,3,2,1
752,216,3,3
753,3,216,3
754,88,3,12
755,3,88,11
756,95,3,1
757,3,95,1
758,96,3,3
759,3,96,3
760,97,3,2
761,3,97,2
762,217,3,1
763,3,217,1
764,35,3,1
765,3,35,1
766,102,3,1
767,3,102,1
768,344,3,1
769,3,344,1
770,37,3,6
771,3,37,6
772,5,3,1
773,3,5,1
774,336,3,2
775,3,336,2
776,64,3,1
777,6,3,11
778,3,6,11
779,107,3,1
780,3,107,1
781,345,3,1
782,3,345,1
783,338,3,2
784,3,338,2
785,8,3,5
786,3,8,5
787,120,3,1
788,3,120,1
789,40,3,2
790,3,40,2
791,15,3,1
792,3,15,1
793,259,3,2
794,3,259,2
795,20,3,3
796,3,20,3
797,132,3,2
798,3,132,2
799,26,3,7
800,3,26,7
801,339,3,3
802,3,339,3
803,44,3,5
804,3,44,5
805,143,3,8
806,3,143,8
807,154,3,3
808,3,154,3
809,68,3,1
810,283,3,1
811,3,283,1
812,69,3,3
813,3,69,3
814,29,3,9
815,3,29,9
816,60,3,7
817,3,60,7
818,61,3,7
819,3,61,7
820,175,3,1
821,3,175,1
822,31,3,1
823,3,31,3
824,72,3,5
825,3,72,5
826,32,3,14
827,3,32,14
828,33,3,3
829,3,33,3
830,3,88,11
831,88,3,12
832,336,88,3
833,88,336,3
834,338,88,2
835,88,338,2
836,339,88,1
837,88,339,1
838,31,88,1
839,88,31,1
840,32,88,4
841,88,32,4
842,179,88,1
843,88,179,1
844,93,92,2
845,92,93,2
846,94,92,16
847,92,94,16
848,349,295,3
849,295,349,3
850,93,295,3
851,295,93,3
852,94,295,2
853,92,93,2
854,93,92,2
855,295,93,3
856,93,295,3
857,359,93,2
858,93,359,2
859,94,93,18
860,93,94,17
861,6,93,1
862,93,6,1
863,7,93,3
864,93,7,3
865,20,93,2
866,93,20,2
867,295,237,2
868,2,94,3
869,94,2,3
870,92,94,16
871,94,92,16
872,349,94,8
873,94,349,8
874,93,94,17
875,94,93,18
876,237,94,2
877,97,94,2
878,94,97,2
879,37,94,4
880,94,37,3
881,5,94,3
882,94,5,3
883,6,94,18
884,94,6,18
885,26,94,15
886,94,26,15
887,131,94,3
888,94,131,3
889,45,94,2
890,94,45,2
891,27,94,5
892,94,27,5
893,69,94,2
894,94,69,2
895,29,94,5
896,94,29,5
897,60,94,2
898,94,60,2
899,72,94,1
900,94,72,1
901,1,95,2
902,95,1,3
903,34,95,1
904,95,34,1
905,3,95,1
906,95,3,1
907,98,95,3
908,95,98,2
909,6,95,1
910,95,6,1
911,7,95,1
912,95,7,1
913,8,95,28
914,95,8,29
915,66,95,1
916,95,66,1
917,115,95,4
918,95,115,3
919,40,95,2
920,126,95,2
921,43,95,2
922,95,43,2
923,45,95,4
924,95,45,4
925,143,95,2
926,95,143,2
927,49,95,2
928,95,49,2
929,50,95,2
930,95,50,2
931,55,95,1
932,95,55,1
933,60,95,1
934,95,60,1
935,61,95,3
936,95,61,3
937,72,95,1
938,95,72,1
939,96,603,2
940,603,96,1
941,34,96,4
942,96,34,4
943,190,96,2
944,96,190,1
945,3,96,3
946,96,3,3
947,603,96,1
948,96,603,2
949,379,96,5
950,96,379,5
951,217,96,3
952,96,217,3
953,244,96,2
954,96,244,2
955,101,96,1
956,96,101,1
957,37,96,10
958,96,37,9
959,6,96,10
960,96,6,10
961,129,96,1
962,26,96,28
963,96,26,28
964,44,96,1
965,96,44,1
966,141,96,1
967,96,141,1
968,45,96,8
969,96,45,5
970,49,96,7
971,96,49,7
972,55,96,3
973,152,96,2
974,96,152,2
975,156,96,2
976,96,156,2
977,157,96,4
978,96,157,5
979,160,96,2
980,96,160,2
981,69,96,2
982,96,69,3
983,29,96,6
984,96,29,5
985,30,96,3
986,96,30,3
987,221,96,3
988,96,221,3
989,60,96,13
990,96,60,13
991,173,96,3
992,96,173,3
993,61,96,8
994,96,61,9
995,62,96,1
996,96,62,1
997,33,96,2
998,96,33,2
999,97,383,56
1000,383,97,55
1001,26,383,4
1002,383,26,4
1003,156,383,2
1004,383,156,2
1005,87,241,1
1006,241,87,1
1007,97,241,1
1008,243,241,1
1009,6,241,3
1010,241,6,4
1011,26,241,13
1012,241,26,13
1013,269,241,1
1014,241,269,1
1015,143,241,1
1016,241,143,1
1017,211,241,1
1018,241,211,1
1019,1,97,5
1020,97,1,5
1021,2,97,5
1022,97,2,7
1023,320,97,1
1024,3,97,2
1025,97,3,2
1026,91,97,1
1027,97,91,1
1028,94,97,2
1029,97,94,2
1030,383,97,55
1031,97,383,56
1032,382,97,41
1033,97,382,41
1034,390,97,13
1035,97,390,13
1036,98,97,2
1037,97,98,3
1038,99,97,1
1039,385,97,5
1040,97,385,4
1041,101,97,8
1042,97,101,8
1043,102,97,1
1044,97,102,1
1045,105,97,1
1046,97,105,1
1047,37,97,13
1048,97,37,13
1049,64,97,1
1050,97,64,1
1051,6,97,12
1052,97,6,12
1053,73,97,1
1054,8,97,2
1055,97,8,2
1056,391,97,4
1057,97,391,4
1058,257,97,6
1059,97,257,6
1060,193,97,1
1061,97,193,1
1062,119,97,1
1063,97,119,1
1064,15,97,3
1065,97,15,3
1066,128,97,3
1067,97,128,3
1068,43,97,2
1069,97,43,2
1070,392,97,5
1071,97,392,5
1072,129,97,4
1073,97,129,4
1074,261,97,1
1075,26,97,16
1076,97,26,16
1077,351,97,4
1078,97,351,4
1079,137,97,16
1080,97,137,17
1081,138,97,2
1082,97,138,2
1083,44,97,6
1084,97,44,6
1085,142,97,3
1086,97,142,2
1087,45,97,11
1088,97,45,12
1089,143,97,2
1090,97,143,2
1091,27,97,2
1092,97,27,2
1093,210,97,4
1094,97,210,3
1095,224,97,2
1096,97,224,2
1097,152,97,1
1098,97,152,1
1099,156,97,4
1100,97,156,4
1101,159,97,2
1102,160,97,14
1103,97,160,15
1104,162,97,3
1105,97,162,3
1106,69,97,3
1107,97,69,3
1108,165,97,1
1109,97,165,1
1110,595,97,1
1111,97,595,2
1112,29,97,4
1113,97,29,4
1114,30,97,4
1115,97,30,4
1116,211,97,1
1117,97,211,1
1118,61,97,6
1119,97,61,7
1120,72,97,5
1121,97,72,5
1122,180,97,9
1123,97,180,8
1124,184,97,8
1125,97,184,8
1126,406,97,3
1127,97,406,4
1128,185,97,3
1129,97,185,4
1130,34,99,3
1131,99,34,3
1132,407,99,14
1133,99,407,14
1134,408,99,14
1135,99,408,14
1136,101,99,16
1137,99,101,16
1138,6,99,6
1139,99,6,7
1140,7,99,1
1141,128,99,8
1142,99,128,8
1143,26,99,2
1144,99,26,3
1145,44,99,5
1146,99,44,5
1147,160,99,6
1148,99,160,6
1149,1,101,3
1150,101,1,3
1151,34,101,5
1152,101,34,5
1153,2,101,5
1154,101,2,5
1155,90,101,1
1156,101,90,1
1157,322,101,1
1158,101,322,1
1159,91,101,3
1160,101,91,6
1161,192,101,1
1162,101,192,1
1163,96,101,1
1164,101,96,1
1165,97,101,8
1166,101,97,8
1167,99,101,16
1168,101,99,16
1169,413,101,7
1170,101,413,6
1171,414,101,1
1172,101,414,2
1173,415,101,1
1174,101,415,1
1175,416,101,1
1176,101,416,1
1177,417,101,1
1178,101,417,1
1179,418,101,1
1180,101,418,1
1181,419,101,7
1182,101,419,6
1183,420,101,13
1184,101,420,13
1185,421,101,5
1186,101,421,5
1187,422,101,37
1188,101,422,38
1189,423,101,18
1190,101,423,18
1191,424,101,26
1192,101,424,26
1193,428,101,4
1194,101,428,4
1195,37,101,8
1196,101,37,8
1197,64,101,3
1198,101,64,3
1199,6,101,15
1200,101,6,14
1201,73,101,4
1202,101,73,4
1203,7,101,4
1204,101,7,4
1205,116,101,4
1206,101,116,4
1207,9,101,1
1208,101,9,1
1209,120,101,2
1210,101,120,2
1211,16,101,2
1212,101,16,2
1213,20,101,2
1214,101,20,2
1215,496,101,4
1216,101,496,3
1217,260,101,9
1218,101,260,9
1219,128,101,4
1220,101,128,4
1221,261,101,1
1222,101,261,1
1223,26,101,19
1224,101,26,20
1225,137,101,9
1226,101,137,8
1227,44,101,3
1228,101,44,3
1229,142,101,1
1230,45,101,8
1231,101,45,5
1232,143,101,2
1233,101,143,2
1234,827,101,1
1235,49,101,2
1236,101,49,5
1237,55,101,4
1238,101,55,5
1239,148,101,5
1240,101,148,6
1241,156,101,2
1242,101,156,2
1243,159,101,6
1244,101,159,6
1245,330,101,1
1246,398,101,1
1247,160,101,30
1248,101,160,28
1249,162,101,1
1250,101,162,1
1251,69,101,6
1252,101,69,6
1253,165,101,4
1254,101,165,5
1255,595,101,1
1256,399,101,1
1257,101,399,1
1258,29,101,5
1259,101,29,6
1260,61,101,2
1261,101,61,1
1262,177,101,1
1263,101,177,1
1264,72,101,9
1265,101,72,9
1266,179,101,2
1267,101,179,2
1268,183,101,5
1269,101,183,5
1270,101,422,38
1271,422,101,37
1272,101,424,26
1273,424,101,26
1274,421,427,12
1275,427,421,12
1276,138,427,1
1277,427,138,1
1278,101,428,4
1279,428,101,4
1280,246,245,1
1281,248,245,8
1282,245,248,8
1283,36,245,4
1284,245,36,4
1285,103,245,26
1286,245,103,34
1287,105,245,8
1288,245,105,8
1289,4,245,17
1290,245,4,17
1291,74,102,1
1292,102,74,1
1293,1,102,5
1294,102,1,5
1295,86,102,2
1296,102,86,2
1297,320,102,1
1298,3,102,1
1299,102,3,1
1300,97,102,1
1301,102,97,1
1302,247,102,3
1303,102,247,3
1304,104,102,3
1305,102,104,3
1306,105,102,3
1307,102,105,3
1308,37,102,2
1309,102,37,2
1310,106,102,3
1311,102,106,3
1312,73,102,2
1313,102,73,2
1314,108,102,1
1315,9,102,2
1316,102,9,2
1317,127,102,8
1318,102,127,8
1319,264,102,3
1320,102,264,3
1321,26,102,6
1322,102,26,8
1323,131,102,4
1324,102,131,4
1325,142,102,3
1326,102,142,3
1327,67,102,6
1328,102,67,6
1329,45,102,5
1330,143,102,2
1331,102,143,2
1332,314,102,1
1333,102,314,1
1334,49,102,1
1335,27,102,1
1336,102,27,1
1337,443,102,1
1338,102,443,1
1339,224,102,1
1340,102,224,1
1341,151,102,2
1342,102,151,2
1343,152,102,3
1344,102,152,3
1345,279,102,1
1346,102,279,1
1347,68,102,2
1348,102,68,2
1349,281,102,1
1350,102,281,1
1351,157,102,3
1352,102,157,3
1353,162,102,1
1354,29,102,5
1355,102,29,5
1356,30,102,8
1357,102,30,8
1358,445,246,8
1359,246,445,8
1360,36,246,3
1361,246,36,3
1362,103,246,28
1363,246,103,24
1364,300,246,8
1365,246,300,8
1366,105,246,8
1367,246,105,8
1368,4,246,17
1369,246,4,17
1370,36,297,11
1371,297,36,11
1372,37,297,17
1373,297,37,17
1374,4,297,9
1375,297,4,9
1376,102,247,3
1377,247,102,3
1378,433,247,7
1379,247,433,7
1380,248,247,3
1381,247,248,3
1382,360,247,8
1383,247,360,8
1384,36,247,32
1385,247,36,32
1386,103,247,21
1387,247,103,21
1388,105,247,8
1389,247,105,8
1390,37,247,46
1391,247,37,46
1392,249,247,3
1393,247,249,3
1394,106,247,2
1395,247,106,1
1396,130,247,3
1397,247,130,3
1398,264,247,5
1399,247,264,5
1400,265,247,3
1401,247,265,3
1402,135,247,4
1403,247,135,5
1404,26,247,8
1405,247,26,8
1406,140,247,1
1407,247,140,1
1408,142,247,3
1409,247,142,3
1410,67,247,3
1411,247,67,3
1412,279,247,3
1413,247,279,3
1414,154,247,17
1415,247,154,17
1416,157,247,3
1417,247,157,3
1418,162,247,8
1419,247,162,8
1420,168,247,2
1421,247,168,1
1422,247,433,7
1423,433,247,7
1424,36,433,16
1425,433,36,16
1426,103,433,4
1427,433,103,4
1428,37,433,22
1429,433,37,22
1430,4,433,14
1431,433,4,14
1432,245,248,8
1433,248,245,8
1434,247,248,3
1435,248,247,3
1436,445,248,7
1437,248,445,7
1438,103,248,3
1439,248,103,3
1440,105,248,8
1441,248,105,8
1442,4,248,7
1443,248,4,7
1444,247,360,8
1445,360,247,8
1446,36,360,11
1447,360,36,11
1448,103,360,11
1449,360,103,11
1450,105,360,8
1451,360,105,8
1452,249,360,1
1453,360,249,1
1454,106,360,15
1455,360,106,15
1456,79,36,3
1457,36,79,3
1458,80,36,1
1459,36,80,1
1460,2,36,3
1461,36,2,3
1462,190,36,2
1463,36,190,2
1464,98,36,1
1465,245,36,4
1466,36,245,4
1467,246,36,3
1468,36,246,3
1469,297,36,11
1470,36,297,11
1471,247,36,32
1472,36,247,32
1473,433,36,16
1474,36,433,16
1475,434,36,13
1476,36,434,13
1477,360,36,11
1478,36,360,11
1479,435,36,6
1480,36,435,6
1481,103,36,10
1482,36,103,10
1483,436,36,2
1484,36,436,2
1485,104,36,39
1486,36,104,35
1487,105,36,13
1488,36,105,13
1489,37,36,29
1490,36,37,31
1491,454,36,9
1492,36,454,9
1493,437,36,6
1494,36,437,6
1495,438,36,13
1496,36,438,13
1497,249,36,10
1498,36,249,10
1499,106,36,27
1500,36,106,27
1501,6,36,5
1502,36,6,5
1503,7,36,1
1504,65,36,1
1505,36,65,1
1506,20,36,3
1507,36,20,3
1508,263,36,1
1509,36,263,1
1510,264,36,11
1511,36,264,12
1512,265,36,3
1513,36,265,3
1514,135,36,7
1515,36,135,7
1516,267,36,2
1517,36,267,2
1518,26,36,15
1519,36,26,15
1520,140,36,2
1521,36,140,2
1522,142,36,11
1523,36,142,11
1524,67,36,7
1525,36,67,7
1526,45,36,5
1527,143,36,2
1528,36,143,2
1529,149,36,3
1530,36,149,3
1531,279,36,3
1532,36,279,3
1533,154,36,13
1534,36,154,13
1535,157,36,2
1536,36,157,2
1537,162,36,1
1538,69,36,1
1539,36,69,1
1540,166,36,5
1541,36,166,6
1542,167,36,6
1543,36,167,6
1544,168,36,13
1545,36,168,15
1546,29,36,6
1547,36,29,6
1548,30,36,8
1549,36,30,8
1550,61,36,3
1551,36,61,2
1552,79,103,5
1553,103,79,6
1554,458,103,3
1555,2,103,1
1556,103,2,1
1557,190,103,3
1558,103,190,2
1559,245,103,34
1560,103,245,26
1561,246,103,24
1562,103,246,28
1563,247,103,21
1564,103,247,21
1565,433,103,4
1566,103,433,4
1567,445,103,8
1568,103,445,8
1569,248,103,3
1570,103,248,3
1571,360,103,11
1572,103,360,11
1573,36,103,10
1574,103,36,10
1575,436,103,2
1576,103,436,2
1577,104,103,8
1578,103,104,8
1579,105,103,10
1580,103,105,9
1581,37,103,38
1582,103,37,39
1583,4,103,41
1584,103,4,41
1585,454,103,2
1586,103,454,2
1587,16,103,1
1588,103,16,1
1589,132,103,2
1590,103,132,2
1591,263,103,1
1592,103,263,1
1593,264,103,5
1594,103,264,6
1595,265,103,3
1596,103,265,3
1597,135,103,5
1598,103,135,5
1599,223,103,1
1600,103,223,1
1601,266,103,2
1602,103,266,2
1603,267,103,1
1604,103,267,1
1605,26,103,1
1606,103,26,1
1607,142,103,8
1608,103,142,8
1609,67,103,3
1610,103,67,3
1611,273,103,2
1612,103,273,2
1613,154,103,9
1614,103,154,8
1615,156,103,2
1616,103,156,2
1617,157,103,1
1618,103,157,1
1619,162,103,4
1620,103,162,4
1621,166,103,1
1622,103,166,1
1623,167,103,1
1624,103,167,1
1625,168,103,19
1626,103,168,17
1627,29,103,5
1628,103,29,5
1629,30,103,6
1630,103,30,6
1631,246,300,8
1632,300,246,8
1633,104,300,7
1634,300,104,7
1635,37,300,22
1636,300,37,23
1637,4,300,25
1638,300,4,26
1639,264,300,4
1640,300,264,4
1641,265,300,5
1642,300,265,5
1643,135,300,1
1644,300,135,1
1645,223,300,4
1646,300,223,4
1647,142,300,2
1648,300,142,2
1649,102,104,3
1650,104,102,3
1651,36,104,35
1652,104,36,39
1653,103,104,8
1654,104,103,8
1655,300,104,7
1656,104,300,7
1657,105,104,8
1658,104,105,8
1659,37,104,24
1660,104,37,24
1661,461,104,4
1662,106,104,10
1663,104,106,14
