,Source,Target,Weight
410,322,2,1
411,91,2,2
412,2,91,1
413,376,2,3
414,192,2,1
415,2,192,2
416,235,2,3
417,2,235,1
418,94,2,2
419,2,94,2
420,240,2,4
421,2,240,3
422,97,2,6
423,2,97,6
424,98,2,2
425,2,98,2
426,100,2,4
427,2,100,11
428,101,2,4
429,2,101,4
430,36,2,4
431,2,36,4
432,37,2,6
433,2,37,6
434,106,2,3
435,2,106,3
436,858,2,4
437,6,2,15
438,2,6,17
439,7,2,12
440,2,7,11
441,251,2,2
442,2,251,4
443,8,2,4
444,2,8,4
445,116,2,4
446,2,116,3
447,258,2,3
448,120,2,2
449,2,120,2
450,40,2,4
451,2,40,4
452,259,2,4
453,2,259,4
454,16,2,6
455,2,16,7
456,20,2,5
457,2,20,5
458,24,2,4
459,2,24,4
460,260,2,3
461,2,260,2
462,126,2,1
463,2,126,1
464,128,2,1
465,2,128,1
466,43,2,2
467,2,43,2
468,132,2,2
469,976,2,1
470,2,976,1
471,264,2,11
472,2,264,10
473,265,2,3
474,2,265,3
475,135,2,2
476,2,135,2
477,223,2,3
478,2,223,3
479,267,2,6
480,2,267,6
481,26,2,16
482,2,26,18
483,44,2,7
484,2,44,7
485,142,2,6
486,2,142,6
487,67,2,1
488,2,67,1
489,45,2,18
490,2,45,19
491,269,2,2
492,2,269,2
493,143,2,4
494,2,143,4
495,49,2,1
496,2,49,1
497,270,2,1
498,2,270,1
499,273,2,2
500,2,273,6
501,274,2,4
502,275,2,2
503,148,2,4
504,224,2,3
505,2,224,7
506,149,2,4
507,2,149,4
508,154,2,18
509,2,154,18
510,156,2,7
511,2,156,3
512,157,2,3
513,2,157,3
514,593,2,1
515,160,2,2
516,2,160,2
517,162,2,16
518,2,162,16
519,69,2,2
520,2,69,2
521,168,2,3
522,2,168,3
523,335,2,1
524,29,2,8
525,2,29,8
526,30,2,6
527,2,30,6
528,171,2,1
529,2,171,1
530,949,2,3
531,2,949,2
532,212,2,3
533,2,212,3
534,61,2,10
535,2,61,8
536,213,2,5
537,62,2,2
538,72,2,9
539,2,72,8
540,179,2,6
541,2,179,7
542,180,2,4
543,2,180,3
544,182,2,3
545,2,182,3
546,184,2,4
547,2,184,3
548,185,2,7
549,2,185,7
550,74,216,1
551,216,74,1
552,1,216,2
553,216,1,2
554,34,216,2
555,216,34,2
556,3,216,2
557,216,3,2
558,133,216,2
559,216,133,2
560,264,216,1
561,216,264,1
562,223,216,1
563,216,223,1
564,311,216,1
565,216,311,1
566,267,216,1
567,216,267,1
568,131,216,2
569,216,131,2
570,44,216,1
571,216,44,1
572,143,216,3
573,216,143,3
574,314,216,1
575,216,314,1
576,152,216,1
577,216,152,1
578,157,216,1
579,216,157,1
580,30,216,6
581,216,30,6
582,80,190,1
583,190,80,1
584,1,190,1
585,190,1,1
586,322,190,7
587,190,322,2
588,91,190,9
589,190,91,7
590,192,190,10
591,190,192,9
592,95,190,2
593,603,190,1
594,99,190,1
595,100,190,6
596,190,100,15
597,102,190,1
598,36,190,1
599,190,36,1
600,103,190,1
601,190,103,1
602,37,190,2
603,106,190,1
604,190,106,1
605,324,190,1
606,251,190,2
607,8,190,1
608,116,190,2
609,190,116,2
610,9,190,1
611,257,190,2
612,190,257,1
613,120,190,1
614,190,120,1
615,40,190,15
616,190,40,19
617,12,190,1
618,190,12,1
619,309,190,1
620,190,309,1
621,666,190,2
622,201,190,3
623,190,201,9
624,326,190,1
625,327,190,4
626,190,327,3
627,137,190,10
628,366,190,1
629,190,366,1
630,44,190,1
631,190,44,1
632,67,190,1
633,190,67,1
634,45,190,12
635,190,45,2
636,143,190,1
637,590,190,4
638,49,190,2
639,271,190,5
640,190,271,2
641,272,190,6
642,190,272,5
643,275,190,1
644,148,190,1
645,190,148,1
646,149,190,1
647,190,149,1
648,154,190,2
649,156,190,3
650,558,190,1
651,190,558,1
652,158,190,6
653,190,158,1
654,330,190,1
655,398,190,1
656,190,398,1
657,30,190,1
658,190,30,2
659,287,190,1
660,190,287,2
661,177,190,1
662,289,190,1
663,190,289,1
664,545,190,1
665,519,190,1
666,190,519,2
667,181,190,1
668,190,181,1
669,332,190,1
670,183,190,9
671,190,183,10
672,659,190,1
673,190,659,1
674,95,462,1
675,98,462,3
676,462,98,7
677,16,462,2
678,45,462,2
679,462,45,2
680,29,462,1
681,1,85,8
682,85,1,9
683,94,85,2
684,85,94,2
685,131,85,1
686,27,85,3
687,85,27,3
688,29,85,8
689,85,29,10
690,30,85,3
691,85,30,3
692,61,85,8
693,85,61,8
694,102,86,3
695,86,102,2
696,336,86,2
697,86,336,2
698,107,86,2
699,86,107,2
700,338,86,3
701,86,338,3
702,339,86,1
703,86,339,1
704,159,86,2
705,86,159,2
706,330,86,2
707,86,330,2
708,318,86,1
709,86,318,1
710,241,87,1
711,87,241,1
712,97,87,1
713,87,97,1
714,401,87,1
715,87,401,1
716,353,87,1
717,87,353,1
718,176,87,1
719,87,176,1
720,369,87,1
721,87,369,1
722,287,87,1
723,87,287,1
724,177,87,1
725,87,177,1
726,319,87,2
727,87,319,1
728,355,87,1
729,87,355,1
730,356,87,1
731,87,356,1
732,31,87,1
733,87,31,1
734,33,87,1
735,87,33,1
736,179,87,2
737,87,179,2
738,288,87,2
739,87,288,2
740,695,87,1
741,87,695,1
742,1,3,8
743,3,1,9
744,216,3,2
745,3,216,2
746,88,3,12
747,3,88,12
748,95,3,2
749,3,95,2
750,96,3,2
751,3,96,2
752,97,3,2
753,3,97,2
754,102,3,3
755,3,102,2
756,344,3,2
757,3,344,2
758,37,3,5
759,3,37,5
760,5,3,1
761,3,5,1
762,336,3,3
763,3,336,3
764,6,3,12
765,3,6,12
766,107,3,1
767,3,107,1
768,345,3,2
769,3,345,1
770,338,3,2
771,3,338,2
772,7,3,6
773,3,7,6
774,8,3,5
775,3,8,5
776,120,3,2
777,3,120,2
778,40,3,5
779,3,40,6
780,15,3,2
781,3,15,2
782,259,3,2
783,3,259,2
784,20,3,4
785,3,20,4
786,132,3,3
787,3,132,3
788,26,3,7
789,3,26,7
790,339,3,4
791,3,339,4
792,44,3,4
793,3,44,5
794,143,3,10
795,3,143,10
796,154,3,2
797,3,154,2
798,68,3,1
799,283,3,3
800,3,283,3
801,162,3,1
802,3,162,1
803,69,3,2
804,3,69,3
805,29,3,9
806,3,29,9
807,60,3,7
808,3,60,7
809,61,3,8
810,3,61,8
811,31,3,4
812,3,31,4
813,72,3,2
814,3,72,2
815,32,3,10
816,3,32,10
817,33,3,2
818,3,33,2
819,3,88,12
820,88,3,12
821,336,88,3
822,88,336,3
823,107,88,1
824,88,107,1
825,73,88,1
826,88,73,1
827,338,88,3
828,88,338,3
829,339,88,2
830,88,339,2
831,29,88,2
832,88,29,2
833,31,88,1
834,88,31,1
835,32,88,3
836,88,32,3
837,179,88,1
838,88,179,1
839,93,92,2
840,92,93,2
841,94,92,16
842,92,94,16
843,7,92,1
844,92,7,1
845,349,295,2
846,295,349,2
847,93,295,2
848,295,93,2
849,94,295,2
850,92,93,2
851,93,92,2
852,295,93,2
853,93,295,2
854,359,93,2
855,93,359,2
856,94,93,17
857,93,94,17
858,64,93,2
859,93,64,1
860,6,93,2
861,93,6,2
862,7,93,3
863,93,7,3
864,20,93,2
865,93,20,2
866,295,237,2
867,1,94,2
868,94,1,2
869,2,94,2
870,94,2,2
871,85,94,2
872,94,85,2
873,92,94,16
874,94,92,16
875,349,94,6
876,94,349,6
877,93,94,17
878,94,93,17
879,237,94,2
880,97,94,2
881,94,97,2
882,37,94,10
883,94,37,6
884,5,94,3
885,94,5,3
886,6,94,23
887,94,6,23
888,26,94,21
889,94,26,21
890,131,94,3
891,94,131,2
892,45,94,1
893,94,45,1
894,49,94,2
895,94,49,2
896,27,94,3
897,94,27,3
898,69,94,2
899,94,69,2
900,29,94,4
901,94,29,4
902,60,94,1
903,94,60,2
904,72,94,1
905,94,72,1
906,1,95,4
907,95,1,4
908,34,95,2
909,95,34,2
910,3,95,2
911,95,3,2
912,98,95,2
913,95,98,1
914,6,95,4
915,95,6,4
916,7,95,2
917,95,7,2
918,8,95,32
919,95,8,33
920,66,95,1
921,95,66,1
922,115,95,5
923,95,115,4
924,40,95,9
925,95,40,8
926,126,95,2
927,43,95,2
928,95,43,2
929,45,95,3
930,95,45,3
931,143,95,2
932,95,143,2
933,48,95,1
934,95,48,1
935,49,95,4
936,95,49,4
937,50,95,1
938,95,50,1
939,55,95,1
940,95,55,2
941,27,95,1
942,95,27,1
943,60,95,2
944,95,60,2
945,211,95,2
946,95,211,2
947,212,95,1
948,95,212,1
949,61,95,3
950,95,61,3
951,72,95,3
952,95,72,3
953,96,603,1
954,34,96,3
955,96,34,3
956,190,96,1
957,3,96,2
958,96,3,2
959,379,96,4
960,96,379,5
961,217,96,7
962,96,217,7
963,244,96,4
964,96,244,4
965,101,96,1
966,96,101,1
967,37,96,12
968,96,37,12
969,6,96,13
970,96,6,13
971,40,96,9
972,96,40,9
973,129,96,1
974,26,96,17
975,96,26,17
976,141,96,1
977,96,141,1
978,45,96,6
979,96,45,4
980,49,96,7
981,96,49,7
982,149,96,1
983,96,149,1
984,151,96,1
985,96,151,1
986,152,96,3
987,96,152,3
988,156,96,2
989,96,156,2
990,68,96,2
991,96,68,2
992,157,96,3
993,96,157,3
994,160,96,2
995,96,160,2
996,69,96,3
997,96,69,2
998,29,96,4
999,96,29,4
1000,30,96,2
1001,96,30,2
1002,221,96,3
1003,96,221,3
1004,60,96,14
1005,96,60,14
1006,173,96,3
1007,96,173,3
1008,61,96,11
1009,96,61,11
1010,731,96,2
1011,62,96,2
1012,96,62,2
1013,33,96,3
1014,96,33,3
1015,97,383,64
1016,383,97,68
1017,26,383,3
1018,383,26,3
1019,156,383,2
1020,383,156,2
1021,87,241,1
1022,241,87,1
1023,97,241,2
1024,385,241,1
1025,241,385,2
1026,6,241,4
1027,241,6,4
1028,26,241,12
1029,241,26,12
1030,269,241,1
1031,241,269,1
1032,143,241,3
1033,241,143,3
1034,144,241,1
1035,241,144,1
1036,211,241,3
1037,241,211,3
1038,1,97,6
1039,97,1,6
1040,2,97,6
1041,97,2,6
1042,87,97,1
1043,97,87,1
1044,3,97,2
1045,97,3,2
1046,91,97,1
1047,97,91,1
1048,94,97,2
1049,97,94,2
1050,383,97,68
1051,97,383,64
1052,382,97,34
1053,97,382,35
1054,390,97,13
1055,97,390,13
1056,98,97,3
1057,97,98,3
1058,385,97,8
1059,97,385,6
1060,101,97,8
1061,97,101,8
1062,105,97,2
1063,97,105,2
1064,37,97,15
1065,97,37,15
1066,64,97,1
1067,97,64,1
1068,6,97,14
1069,97,6,14
1070,7,97,9
1071,97,7,9
1072,8,97,2
1073,97,8,2
1074,391,97,3
1075,97,391,3
1076,257,97,6
1077,97,257,6
1078,193,97,1
1079,97,193,1
1080,119,97,1
1081,97,119,1
1082,15,97,3
1083,97,15,2
1084,16,97,1
1085,97,16,1
1086,20,97,1
1087,97,20,1
1088,128,97,2
1089,97,128,2
1090,43,97,2
1091,97,43,2
1092,392,97,3
1093,97,392,3
1094,129,97,3
1095,97,129,3
1096,26,97,19
1097,97,26,19
1098,131,97,1
1099,97,131,1
1100,351,97,4
1101,97,351,4
1102,137,97,21
1103,97,137,22
1104,357,97,6
1105,97,357,6
1106,352,97,1
1107,97,352,1
1108,138,97,3
1109,97,138,3
1110,44,97,7
1111,97,44,7
1112,45,97,11
1113,97,45,10
1114,143,97,2
1115,97,143,2
1116,27,97,2
1117,97,27,2
1118,210,97,4
1119,97,210,4
1120,224,97,1
1121,97,224,1
1122,149,97,4
1123,97,149,4
1124,152,97,2
1125,97,152,2
1126,156,97,7
1127,97,156,7
1128,68,97,3
1129,97,68,3
1130,160,97,18
1131,97,160,19
1132,162,97,2
1133,97,162,2
1134,69,97,6
1135,97,69,6
1136,165,97,1
1137,97,165,2
1138,29,97,5
1139,97,29,5
1140,30,97,2
1141,97,30,2
1142,211,97,2
1143,97,211,2
1144,61,97,6
1145,97,61,7
1146,72,97,4
1147,97,72,4
1148,32,97,16
1149,97,32,17
1150,180,97,8
1151,97,180,7
1152,184,97,8
1153,97,184,8
1154,406,97,3
1155,97,406,4
1156,185,97,3
1157,97,185,4
1158,34,99,5
1159,99,34,5
1160,407,99,13
1161,99,407,13
1162,408,99,13
1163,99,408,13
1164,101,99,16
1165,99,101,15
1166,6,99,7
1167,99,6,7
1168,128,99,8
1169,99,128,7
1170,26,99,2
1171,99,26,2
1172,137,99,1
1173,99,137,1
1174,44,99,5
1175,99,44,5
1176,160,99,6
1177,99,160,6
1178,31,99,2
1179,99,31,2
1180,1,101,3
1181,101,1,3
1182,34,101,5
1183,101,34,5
1184,2,101,4
1185,101,2,4
1186,322,101,2
1187,101,322,1
1188,91,101,5
1189,101,91,6
1190,96,101,1
1191,101,96,1
1192,97,101,8
1193,101,97,8
1194,99,101,15
1195,101,99,16
1196,413,101,9
1197,101,413,7
1198,414,101,1
1199,101,414,1
1200,415,101,1
1201,101,415,1
1202,416,101,1
1203,101,416,1
1204,417,101,1
1205,101,417,1
1206,418,101,1
1207,101,418,1
1208,419,101,7
1209,101,419,7
1210,420,101,13
1211,101,420,13
1212,421,101,4
1213,101,421,4
1214,422,101,29
1215,101,422,29
1216,423,101,15
1217,101,423,15
1218,424,101,22
1219,101,424,22
1220,428,101,3
1221,101,428,3
1222,37,101,7
1223,101,37,7
1224,64,101,3
1225,101,64,3
1226,6,101,16
1227,101,6,16
1228,73,101,3
1229,101,73,3
1230,7,101,10
1231,101,7,10
1232,116,101,2
1233,101,116,2
1234,9,101,1
1235,101,9,1
1236,120,101,3
1237,101,120,3
1238,16,101,2
1239,101,16,2
1240,20,101,2
1241,101,20,2
1242,430,101,1
1243,101,430,1
1244,198,101,7
1245,101,198,7
1246,496,101,4
1247,101,496,3
1248,260,101,11
1249,101,260,10
1250,128,101,5
1251,101,128,5
1252,26,101,15
1253,101,26,15
1254,137,101,6
1255,101,137,6
1256,44,101,4
1257,101,44,4
1258,45,101,8
1259,101,45,4
1260,143,101,2
1261,101,143,2
1262,49,101,3
1263,101,49,4
1264,55,101,4
1265,101,55,3
1266,148,101,4
1267,101,148,4
1268,156,101,3
1269,101,156,3
1270,159,101,5
1271,101,159,5
1272,398,101,1
1273,160,101,23
1274,101,160,21
1275,162,101,2
1276,101,162,2
1277,69,101,6
1278,101,69,6
1279,165,101,6
1280,101,165,6
1281,399,101,1
1282,101,399,1
1283,29,101,4
1284,101,29,5
1285,173,101,1
1286,61,101,2
1287,101,61,1
1288,177,101,2
1289,101,177,2
1290,72,101,15
1291,101,72,15
1292,179,101,2
1293,101,179,2
1294,180,101,1
1295,101,180,1
1296,183,101,10
1297,101,183,10
1298,101,422,29
1299,422,101,29
1300,101,424,22
1301,424,101,22
1302,421,427,10
1303,427,421,10
1304,138,427,2
1305,427,138,2
1306,101,428,3
1307,428,101,3
1308,246,245,4
1309,245,246,5
1310,248,245,6
1311,245,248,7
1312,36,245,2
1313,245,36,2
1314,103,245,25
1315,245,103,29
1316,105,245,7
1317,245,105,6
1318,4,245,11
1319,245,4,11
1320,168,245,1
1321,1,102,2
1322,102,1,2
1323,86,102,2
1324,102,86,3
1325,320,102,1
1326,3,102,2
1327,102,3,3
1328,217,102,3
1329,102,217,3
1330,247,102,2
1331,102,247,2
1332,105,102,2
1333,102,105,2
1334,37,102,3
1335,102,37,3
1336,106,102,2
1337,102,106,2
1338,73,102,2
1339,102,73,2
1340,9,102,2
1341,102,9,2
1342,121,102,1
1343,102,121,1
1344,122,102,2
1345,102,122,2
1346,124,102,1
1347,102,124,1
1348,127,102,13
1349,102,127,15
1350,264,102,4
1351,102,264,4
1352,135,102,1
1353,102,135,1
1354,26,102,6
1355,102,26,7
1356,442,102,1
1357,102,442,1
1358,131,102,3
1359,102,131,5
1360,140,102,1
1361,102,140,1
1362,142,102,3
1363,102,142,3
1364,67,102,6
1365,102,67,6
1366,45,102,6
1367,143,102,3
1368,102,143,3
1369,314,102,3
1370,102,314,3
1371,27,102,1
1372,102,27,1
1373,224,102,2
1374,102,224,2
1375,149,102,2
1376,102,149,5
1377,151,102,2
1378,102,151,2
1379,152,102,2
1380,102,152,2
1381,279,102,2
1382,102,279,2
1383,154,102,1
1384,102,154,1
1385,156,102,2
1386,102,156,2
1387,68,102,2
1388,102,68,2
1389,281,102,2
1390,102,281,2
1391,157,102,3
1392,102,157,3
1393,162,102,1
1394,29,102,8
1395,102,29,8
1396,30,102,6
1397,102,30,6
1398,171,102,2
1399,102,171,2
1400,31,102,2
1401,102,31,2
1402,245,246,5
1403,246,245,4
1404,445,246,6
1405,246,445,7
1406,36,246,2
1407,246,36,2
1408,103,246,26
1409,246,103,23
1410,300,246,6
1411,246,300,6
1412,105,246,7
1413,246,105,6
1414,4,246,11
1415,246,4,11
1416,7,246,1
1417,246,7,1
1418,36,297,8
1419,297,36,8
1420,37,297,18
1421,297,37,18
1422,4,297,10
1423,297,4,10
1424,102,247,2
1425,247,102,2
1426,433,247,8
1427,247,433,8
1428,360,247,6
1429,247,360,6
1430,36,247,23
1431,247,36,23
1432,103,247,16
1433,247,103,16
1434,105,247,6
1435,247,105,6
1436,37,247,37
1437,247,37,37
1438,106,247,2
1439,264,247,3
1440,247,264,3
1441,265,247,2
1442,247,265,2
1443,135,247,4
1444,247,135,4
1445,26,247,4
1446,247,26,4
1447,140,247,2
1448,247,140,2
1449,67,247,2
1450,247,67,2
1451,149,247,1
1452,247,149,1
1453,154,247,17
1454,247,154,17
1455,157,247,2
1456,247,157,2
1457,162,247,4
1458,247,162,4
1459,247,433,8
1460,433,247,8
1461,36,433,12
1462,433,36,12
1463,103,433,5
1464,433,103,5
1465,300,433,2
1466,433,300,2
1467,105,433,2
1468,433,105,2
1469,37,433,21
1470,433,37,21
1471,4,433,11
1472,433,4,11
1473,106,433,2
1474,433,106,2
1475,245,248,7
1476,248,245,6
1477,445,248,7
1478,248,445,7
1479,103,248,2
1480,248,103,2
1481,105,248,6
1482,248,105,7
1483,4,248,4
1484,248,4,4
1485,247,360,6
1486,360,247,6
1487,36,360,9
1488,360,36,9
1489,103,360,9
1490,360,103,9
1491,104,360,2
1492,360,104,2
1493,105,360,10
1494,360,105,10
1495,249,360,1
1496,360,249,1
1497,106,360,11
1498,360,106,11
1499,162,360,1
1500,360,162,1
1501,166,360,1
1502,360,166,1
1503,168,360,1
1504,360,168,1
1505,79,36,4
1506,36,79,5
1507,80,36,1
1508,36,80,1
1509,2,36,4
1510,36,2,4
1511,190,36,1
1512,36,190,1
1513,98,36,1
1514,245,36,2
1515,36,245,2
1516,246,36,2
1517,36,246,2
1518,297,36,8
1519,36,297,8
1520,247,36,23
1521,36,247,23
1522,433,36,12
1523,36,433,12
1524,434,36,10
1525,36,434,10
1526,360,36,9
1527,36,360,9
1528,435,36,5
1529,36,435,5
1530,103,36,9
1531,36,103,9
1532,436,36,2
1533,36,436,3
1534,104,36,28
1535,36,104,28
1536,105,36,9
1537,36,105,11
1538,37,36,29
1539,36,37,30
1540,454,36,6
1541,36,454,6
1542,437,36,5
1543,36,437,5
1544,438,36,10
1545,36,438,10
1546,249,36,9
1547,36,249,9
1548,106,36,18
1549,36,106,18
1550,6,36,6
1551,36,6,6
1552,7,36,1
1553,65,36,1
1554,36,65,1
1555,264,36,12
1556,36,264,12
1557,265,36,2
1558,36,265,2
1559,135,36,5
1560,36,135,5
1561,267,36,3
1562,36,267,3
1563,26,36,8
1564,36,26,8
1565,142,36,8
1566,36,142,6
1567,67,36,2
1568,36,67,2
1569,45,36,5
1570,143,36,3
1571,36,143,3
1572,314,36,2
1573,36,314,2
1574,149,36,2
1575,36,149,2
1576,154,36,11
1577,36,154,11
1578,157,36,2
1579,36,157,2
1580,69,36,1
1581,36,69,1
1582,166,36,1
1583,36,166,2
1584,167,36,3
1585,36,167,3
1586,168,36,5
1587,36,168,5
1588,29,36,2
1589,36,29,2
1590,79,103,5
1591,103,79,6
1592,458,103,4
1593,190,103,2
1594,103,190,1
1595,245,103,29
1596,103,245,25
1597,246,103,23
1598,103,246,26
1599,247,103,16
1600,103,247,16
1601,433,103,5
1602,103,433,5
1603,445,103,8
1604,103,445,8
1605,248,103,2
1606,103,248,2
1607,360,103,9
1608,103,360,9
1609,36,103,9
1610,103,36,9
1611,436,103,1
1612,103,436,1
1613,104,103,6
1614,103,104,6
1615,105,103,9
1616,103,105,5
1617,37,103,35
1618,103,37,36
1619,4,103,27
1620,103,4,27
1621,454,103,1
1622,103,454,1
1623,106,103,2
1624,103,106,2
1625,16,103,1
1626,103,16,1
1627,132,103,1
1628,103,132,1
1629,263,103,2
1630,103,263,2
1631,264,103,8
1632,103,264,7
1633,265,103,1
1634,103,265,1
1635,135,103,3
1636,103,135,3
1637,223,103,2
1638,103,223,2
1639,266,103,1
1640,103,266,1
1641,267,103,1
1642,103,267,1
1643,142,103,4
1644,103,142,6
1645,67,103,2
1646,103,67,2
1647,273,103,2
1648,103,273,2
1649,149,103,1
1650,103,149,1
1651,154,103,9
1652,103,154,8
1653,68,103,1
1654,103,68,1
1655,162,103,3
1656,103,162,3
1657,166,103,1
1658,103,166,1
1659,167,103,1
1660,103,167,1
1661,168,103,12
1662,103,168,12
1663,29,103,4
