,Source,Target,Weight
0,1,74,16
1,74,1,16
2,2,74,4
3,74,2,4
4,4,74,3
5,74,4,3
6,6,74,12
7,74,6,12
8,7,74,3
9,74,7,3
10,8,74,8
11,74,8,8
12,9,74,4
13,74,9,4
14,40,74,2
15,74,40,2
16,10,74,4
17,74,10,4
18,11,74,4
19,74,11,4
20,12,74,12
21,74,12,12
22,13,74,5
23,74,13,5
24,14,74,4
25,74,14,4
26,15,74,12
27,74,15,12
28,16,74,22
29,74,16,22
30,17,74,4
31,74,17,4
32,18,74,10
33,74,18,10
34,19,74,6
35,74,19,6
36,20,74,31
37,74,20,31
38,21,74,7
39,74,21,7
40,22,74,4
41,74,22,4
42,23,74,6
43,74,23,6
44,24,74,12
45,74,24,12
46,25,74,15
47,74,25,15
48,26,74,3
49,74,26,3
50,137,74,1
51,366,74,1
52,74,366,1
53,44,74,1
54,74,44,1
55,27,74,10
56,74,27,10
57,28,74,8
58,74,28,8
59,159,74,1
60,74,159,1
61,160,74,1
62,29,74,16
63,74,29,16
64,30,74,6
65,74,30,6
66,31,74,7
67,74,31,7
68,32,74,4
69,74,32,4
70,33,74,5
71,74,33,5
72,1,80,8
73,80,1,8
74,34,80,2
75,80,34,2
76,2,80,1
77,80,2,1
78,35,80,2
79,80,35,2
80,36,80,4
81,80,36,4
82,37,80,5
83,80,37,5
84,38,80,7
85,80,38,7
86,63,80,1
87,80,63,1
88,5,80,6
89,80,5,6
90,6,80,1
91,80,6,1
92,8,80,3
93,80,8,3
94,39,80,12
95,80,39,12
96,194,80,1
97,80,194,1
98,119,80,1
99,80,119,1
100,40,80,7
101,80,40,7
102,41,80,1
103,42,80,2
104,80,42,3
105,43,80,8
106,80,43,8
107,44,80,8
108,80,44,8
109,45,80,11
110,80,45,11
111,46,80,6
112,80,46,6
113,47,80,5
114,80,47,5
115,48,80,28
116,80,48,28
117,49,80,62
118,80,49,62
119,50,80,11
120,80,50,10
121,51,80,4
122,80,51,4
123,52,80,4
124,80,52,4
125,53,80,1
126,80,53,1
127,54,80,8
128,80,54,8
129,55,80,4
130,80,55,4
131,56,80,3
132,80,56,3
133,57,80,2
134,80,57,2
135,58,80,1
136,80,58,1
137,29,80,4
138,80,29,4
139,59,80,1
140,80,59,1
141,60,80,15
142,80,60,15
143,61,80,11
144,80,61,10
145,62,80,9
146,80,62,8
147,1,81,31
148,81,1,31
149,217,81,1
150,81,217,1
151,63,81,4
152,81,63,4
153,64,81,16
154,81,64,16
155,6,81,32
156,81,6,32
157,108,81,1
158,109,81,1
159,7,81,38
160,81,7,38
161,65,81,13
162,81,65,13
163,66,81,3
164,81,66,3
165,71,81,1
166,81,71,2
167,26,81,8
168,81,26,8
169,68,81,4
170,81,68,4
171,69,81,7
172,81,69,7
173,29,81,4
174,81,29,4
175,1,82,36
176,82,1,36
177,6,82,32
178,82,6,32
179,71,82,1
180,82,71,1
181,26,82,2
182,82,26,2
183,68,82,3
184,82,68,3
185,31,82,5
186,82,31,5
187,72,82,2
188,82,72,2
189,1,83,31
190,83,1,31
191,5,83,8
192,83,5,8
193,73,83,2
194,83,73,2
195,81,0,1
196,1,0,7
197,0,1,7
198,64,0,15
199,0,64,15
200,6,0,29
201,0,6,29
202,73,0,2
203,108,0,1
204,75,0,2
205,0,75,2
206,66,0,2
207,0,66,3
208,70,0,1
209,0,70,1
210,71,0,2
211,0,71,3
212,256,0,1
213,0,256,1
214,68,0,6
215,0,68,6
216,33,0,3
217,0,33,3
218,1,84,24
219,84,1,24
220,2,84,2
221,84,2,2
222,93,84,2
223,84,93,2
224,217,84,1
225,84,217,1
226,445,84,1
227,84,445,1
228,76,84,4
229,84,76,4
230,63,84,15
231,84,63,15
232,5,84,5
233,84,5,5
234,64,84,23
235,84,64,23
236,6,84,32
237,84,6,32
238,73,84,8
239,84,73,8
240,386,84,1
241,84,386,1
242,75,84,1
243,84,75,1
244,66,84,2
245,84,66,2
246,70,84,2
247,84,70,2
248,71,84,1
249,84,71,1
250,77,84,2
251,84,77,2
252,68,84,13
253,84,68,13
254,29,84,8
255,84,29,8
256,31,84,6
257,84,31,6
258,72,84,2
259,84,72,2
260,33,84,10
261,84,33,10
262,74,1,16
263,1,74,16
264,79,1,2
265,1,79,3
266,80,1,8
267,1,80,8
268,81,1,31
269,1,81,31
270,82,1,36
271,1,82,36
272,83,1,31
273,1,83,31
274,0,1,7
275,1,0,7
276,84,1,24
277,1,84,24
278,34,1,14
279,1,34,16
280,2,1,62
281,1,2,61
282,190,1,6
283,1,190,6
284,85,1,16
285,1,85,16
286,86,1,3
287,1,86,3
288,3,1,39
289,1,3,39
290,88,1,11
291,1,88,11
292,89,1,8
293,1,89,8
294,90,1,10
295,1,90,9
296,91,1,8
297,1,91,8
298,92,1,14
299,1,92,14
300,93,1,10
301,1,93,10
302,237,1,1
303,1,237,1
304,94,1,36
305,1,94,36
306,95,1,22
307,1,95,21
308,239,1,3
309,1,239,3
310,96,1,38
311,1,96,37
312,97,1,31
313,1,97,31
314,98,1,14
315,1,98,14
316,217,1,2
317,1,217,2
318,244,1,1
319,1,244,1
320,35,1,1
321,1,35,1
322,99,1,8
323,1,99,8
324,100,1,8
325,1,100,8
326,101,1,16
327,1,101,16
328,102,1,26
329,1,102,25
330,246,1,1
331,1,246,1
332,445,1,1
333,1,445,1
334,36,1,18
335,1,36,18
336,103,1,3
337,1,103,3
338,104,1,2
339,1,104,2
340,105,1,23
341,1,105,23
342,37,1,74
343,1,37,74
344,4,1,4
345,1,4,4
346,38,1,2
347,1,38,2
348,76,1,12
349,1,76,12
350,63,1,110
351,1,63,110
352,5,1,36
353,1,5,36
354,64,1,73
355,1,64,72
356,6,1,111
357,1,6,103
358,73,1,53
359,1,73,53
360,108,1,26
361,1,108,26
362,109,1,13
363,1,109,13
364,7,1,63
365,1,7,63
366,110,1,13
367,1,110,13
368,65,1,57
369,1,65,57
370,386,1,2
371,1,386,2
372,8,1,22
373,1,8,23
374,111,1,6
375,1,111,6
376,75,1,3
377,1,75,3
378,66,1,8
379,1,66,8
380,252,1,1
381,1,252,1
382,554,1,2
383,1,554,2
384,112,1,3
385,1,112,3
386,70,1,2
387,1,70,2
388,253,1,1
389,1,253,1
390,254,1,1
391,1,254,1
392,71,1,6
393,1,71,6
394,113,1,3
395,1,113,3
396,114,1,6
397,1,114,6
398,583,1,1
399,1,583,1
400,115,1,8
401,1,115,8
402,256,1,2
403,1,256,2
404,116,1,6
405,1,116,8
406,9,1,24
407,1,9,24
