Id,Label,timeset,city,country,name,latitude,longitude,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,componentnumber,strongcompnum,clustering,eigencentrality
438,RNS,,Rennes,FRANCE,Rennes Saint-Jacques Airport,48.071941,-1.73222,19,0,19,132,0,132,0,0,0,0,5,0,357,0.669591,0.13495
563,ERF,,Erfurt,GERMANY,Erfurt Weimar Airport,50.979809,10.9581,17,0,17,34,0,34,0,0,0,0,8,0,381,0.371324,0.132828
325,MEX,,Mexico City,MEXICO,Mexico City International Airport,19.4363,-99.071999,10,0,10,110,0,110,0,0,0,0,8,0,293,0.755556,0.099802
326,NIM,,Niamey,NIGER,Niamey Diori Hamani International Airport,13.48154,2.183614,3,0,3,12,0,12,0,0,0,0,0,0,335,0.5,0.027982
327,LOS,,Lagos,NIGERIA,Lagos Murtala Mohammed Airport,6.577369,3.321156,9,0,9,63,0,63,0,0,0,0,4,0,256,0.777778,0.093303
328,PHC,,Port Harcourt,NIGERIA,Port Harcourt International Airport,5.015494,6.949594,2,0,2,2,0,2,0,0,0,0,0,0,394,0,0.012931
718,OLA,,Brekstad,NORWAY,Brekstad Orland Airport,63.698898,9.604003,2,0,2,27,0,27,0,0,0,0,7,0,393,0.5,0.014599
366,KTW,,Katowice,POLAND,Katowice International Airport,50.474251,19.080009,52,64,116,245,275,520,3,0.440363,0.476828,439.96853,0,0,724,0.312004,0.387939
329,KRT,,Khartoum,SUDAN,Khartoum International Airport,15.58949,32.553162,2,0,2,11,0,11,0,0,0,0,2,0,392,0,0.015536
330,MMX,,Malmo,SWEDEN,Malmo Airport,55.53019,13.37163,26,32,58,238,268,506,3,0.413367,0.441126,359.075006,7,0,724,0.315341,0.165011
398,ORB,,Orebro,SWEDEN,Orebro Airport,59.223728,15.03795,7,0,7,41,0,41,0,0,0,0,7,0,119,0.809524,0.053672
331,ASR,,Kayseri,TURKEY,Kayseri Erkilet International Airport,38.770378,35.495419,10,0,10,138,0,138,0,0,0,0,2,0,84,0.766667,0.089564
462,OST,,Ostend,BELGIUM,Ostend Bruges International Airport,51.198879,2.862222,11,15,26,30,41,71,4,0.386545,0.407741,254.301131,8,0,724,0.205882,0.09726
335,AOE,,Eskisehir,TURKEY,Eskisehir Airport,39.811401,30.527,1,0,1,2,0,2,0,0,0,0,8,0,484,0,0.001441
336,DTM,,Dortmund,GERMANY,Dortmund Airport,51.518311,7.612242,27,32,59,148,159,307,4,0.393915,0.421816,116.890105,0,0,724,0.242944,0.1767
337,FDH,,Friedrichshafen,GERMANY,Friedrichshafen Airport,47.67131,9.511486,15,16,31,64,66,130,4,0.407983,0.431171,41.566792,0,0,724,0.241667,0.110777
338,FMM,,Memmingen,GERMANY,Memmingen Airport,47.988609,10.239444,30,34,64,88,99,187,4,0.401738,0.430913,228.639055,8,0,724,0.164884,0.173139
339,EIN,,Eindhoven,NETHERLANDS,Eindhoven Airport,51.45013,5.374528,63,69,132,407,431,838,4,0.430217,0.469791,443.955028,8,0,724,0.345482,0.461853
340,VXO,,Vaxjo,SWEDEN,Vaxjo Smaland Airport,56.929138,14.72799,9,0,9,37,0,37,0,0,0,0,7,0,111,0.166667,0.05303
341,NRN,,Weeze,GERMANY,Weeze Airport,51.602409,6.142172,34,45,79,130,155,285,4,0.385317,0.417439,239.740124,8,0,724,0.170707,0.210626
342,KUN,,Kaunas,LITHUANIA,Kaunas Airport,54.963909,24.08477,18,19,37,64,65,129,4,0.384098,0.40714,48.568328,8,0,724,0.44152,0.130515
343,RZE,,Rzeszow,POLAND,Rzeszow Jasionka Airport,50.109951,22.018999,12,0,12,82,0,82,0,0,0,0,0,0,320,0.454545,0.105517
369,CWL,,Cardiff,UNITED KINGDOM,Cardiff Airport,51.396469,-3.33753,36,39,75,192,212,404,4,0.422541,0.452455,326.067313,4,0,724,0.425776,0.282692
344,BVA,,Paris,FRANCE,Paris Beauvais-Tille Airport,49.454441,2.112778,45,53,98,236,264,500,4,0.400578,0.436062,282.512857,8,0,724,0.267417,0.27932
345,FKB,,Karlsruhe/Baden-Baden,GERMANY,Karlsruhe/Baden-Baden Airport,48.77935,8.0805,25,26,51,98,101,199,4,0.427189,0.452283,137.392485,8,0,724,0.34188,0.180874
346,CDT,,Castellon,SPAIN,Castellon Costa Azahar Airport,40.209721,0.069722,3,0,3,8,0,8,0,0,0,0,0,0,223,0.666667,0.022692
347,LPL,,Liverpool,UNITED KINGDOM,Liverpool John Lennon Airport,53.333611,-2.84972,53,59,112,355,405,760,4,0.424388,0.461208,340.954753,8,0,724,0.355932,0.404228
348,CND,,Constanta,ROMANIA,Constanta International Airport,44.362221,28.488331,3,0,3,9,0,9,0,0,0,0,0,0,356,1,0.023202
349,OSI,,Osijek,CROATIA,Osijek Airport,45.462662,18.81015,6,0,6,18,0,18,0,0,0,0,0,0,411,0.566667,0.037857
350,DOL,,Deauville,FRANCE,Deauville Saint Gatien Airport,49.363331,0.16,9,0,9,12,0,12,0,0,0,0,5,0,410,0.430556,0.0613
351,BGO,,Bergen,NORWAY,Bergen Flesland Airport,60.293381,5.218142,39,50,89,631,759,1390,3,0.439367,0.471164,1093.913512,7,0,724,0.338776,0.292792
352,TRD,,Trondheim,NORWAY,Trondheim Vaernes Airport,63.45755,10.92425,24,32,56,408,527,935,4,0.405428,0.433831,804.921683,7,0,724,0.344758,0.170178
353,BFS,,Belfast,UNITED KINGDOM,Belfast International Airport,54.657501,-6.21583,49,52,101,481,491,972,4,0.428887,0.462753,159.719312,8,0,724,0.455505,0.378627
354,DSA,,Doncaster,UNITED KINGDOM,Doncaster Sheffield Airport,53.47472,-1.00444,32,0,32,101,0,101,0,0,0,0,8,0,51,0.336694,0.235654
356,LBA,,Leeds,UNITED KINGDOM,Leeds Bradford Airport,53.865891,-1.66056,58,61,119,366,373,739,4,0.431747,0.468417,278.211003,4,0,724,0.275137,0.407831
357,SVG,,Stavanger,NORWAY,Stavanger Sola Airport,58.87677,5.637856,29,31,60,462,483,945,4,0.413016,0.440954,219.507181,7,0,724,0.496976,0.21919
359,RJK,,Rijeka,CROATIA,Rijeka Airport,45.216881,14.57026,8,0,8,17,0,17,0,0,0,0,0,0,427,0.607143,0.072301
360,LIL,,Lille,FRANCE,Lille Airport,50.563332,3.086944,35,45,80,210,227,437,4,0.404752,0.438036,126.452679,5,0,724,0.321739,0.232427
880,KLR,,Kalmar,SWEDEN,Kalmar Airport,56.685532,16.287571,5,0,5,51,0,51,0,0,0,0,7,0,308,0.3,0.035554
361,OMO,,Mostar,BOSNIA AND HERZEGOVINA,Mostar International Airport,43.282902,17.845869,2,0,2,3,0,3,0,0,0,0,0,0,429,1,0.01588
362,BAH,,Bahrain,BAHRAIN,Bahrain International Airport,26.27083,50.63361,13,0,13,101,0,101,0,0,0,0,2,0,426,0.551282,0.090743
363,KUT,,Kutaisi,GEORGIA,Kutaisi International Airport,42.169998,42.48,14,0,14,36,0,36,0,0,0,0,0,0,402,0.549451,0.102169
365,IOA,,Ioannina,GREECE,Ioannina National Airport,39.696381,20.8225,2,0,2,15,0,15,0,0,0,0,6,0,403,1,0.017868
367,KSD,,Karlstad,SWEDEN,Karlstad Airport,59.44471,13.33736,4,0,4,19,0,19,0,0,0,0,7,0,307,0.5,0.035913
370,EXT,,Exeter,UNITED KINGDOM,Exeter International Airport,50.73444,-3.41388,24,0,24,125,0,125,0,0,0,0,4,0,48,0.519928,0.18448
371,AAR,,Aarhus,DENMARK,Aarhus Airport,56.300011,10.619,13,13,26,112,110,222,4,0.394876,0.416409,62.205326,7,0,724,0.641026,0.114233
372,DRS,,Dresden,GERMANY,Dresden Airport,51.132759,13.76716,28,32,60,208,215,423,4,0.42569,0.453656,105.99207,0,0,724,0.450605,0.238534
373,BOH,,Bournemouth,UNITED KINGDOM,Bournemouth Airport,50.779999,-1.8425,17,0,17,56,0,56,0,0,0,0,8,0,110,0.231618,0.129732
374,NWI,,Norwich,UNITED KINGDOM,Norwich International Airport,52.675831,1.282778,16,0,16,106,0,106,0,0,0,0,4,0,37,0.529167,0.130904
375,CTU,,Chengdu,CHINA,Chengdu Shuangliu International Airport,30.57852,103.946999,8,0,8,29,0,29,0,0,0,0,3,0,431,0.875,0.077349
376,XIY,,Xi'an,CHINA,Xi'an Xianyang International Airport,34.447109,108.751503,8,0,8,21,0,21,0,0,0,0,3,0,430,0.821429,0.066745
377,KLV,,Karlovy Vary,CZECH REPUBLIC,Karlovy Vary Airport,50.202969,12.91498,3,0,3,6,0,6,0,0,0,0,3,0,400,0.333333,0.021129
379,OSR,,Ostrava,CZECH REPUBLIC,Ostrava Leos Janacek Airport,49.696289,18.11105,3,0,3,15,0,15,0,0,0,0,0,0,399,1,0.030131
380,TPS,,Trapani,ITALY,Trapani Birgi Airport,37.9114,12.48796,9,12,21,35,68,103,4,0.381083,0.401991,23.463217,1,0,724,0.237179,0.049276
381,PHL,,Philadelphia,UNITED STATES,Philadelphia International Airport,39.871941,-75.241096,18,0,18,176,0,176,0,0,0,0,4,0,3,0.882353,0.192502
383,AAL,,Aalborg,DENMARK,Aalborg Airport,57.092781,9.849164,15,18,33,177,183,360,4,0.412665,0.435805,24.006602,7,0,724,0.591503,0.141597
382,RNN,,Ronne,DENMARK,Bornholm Airport,55.063259,14.75955,3,0,3,83,0,83,0,0,0,0,7,0,406,1,0.019025
385,FAE,,Vagar,FAROE ISLANDS,Vagar Airport,62.063622,-7.27721,5,0,5,37,0,37,0,0,0,0,7,0,405,0.8,0.04517
386,PVK,,Preveza,GREECE,Aktion National Airport,38.925461,20.76531,15,0,15,32,0,32,0,0,0,0,7,0,327,0.77619,0.154244
387,POZ,,Poznan,POLAND,Poznan Lawica Airport,52.421028,16.826321,30,37,67,163,179,342,3,0.424017,0.452969,109.473291,0,0,724,0.372372,0.235768
389,KRP,,Karup,DENMARK,Karup Midtjyllands Airport,56.297451,9.124628,4,0,4,92,0,92,0,0,0,0,7,0,467,0.916667,0.048018
390,SGD,,Sonderborg,DENMARK,Sonderborg Airport,54.964359,9.791731,3,0,3,52,0,52,0,0,0,0,7,0,466,0.666667,0.028771
583,JSI,,Skiathos,GREECE,Skiathos Island National Airport,39.177101,23.50367,13,0,13,33,0,33,0,0,0,0,8,0,371,0.551282,0.132199
391,SFJ,,Kangerlussuaq,GREENLAND,Kangerlussuaq Airport,67.01696,-50.689301,1,0,1,5,0,5,0,0,0,0,7,0,370,0,0.011652
392,PLQ,,Palanga,LITHUANIA,Palanga International Airport,55.973221,21.093849,7,0,7,47,0,47,0,0,0,0,7,0,261,0.714286,0.067429
393,GRQ,,Groningen,NETHERLANDS,Groningen Airport Eelde,53.11972,6.579444,8,8,16,56,56,112,4,0.378853,0.397185,2.627121,4,0,724,0.527778,0.070896
394,KRS,,Kristiansand,NORWAY,Kristiansand Kjevik Airport,58.204208,8.085369,9,9,18,152,152,304,4,0.383491,0.403622,0.090645,7,0,724,0.972222,0.069937
395,TRF,,Oslo,NORWAY,Oslo Sandefjord Airport,59.186699,10.25862,24,26,50,226,232,458,4,0.404078,0.430227,41.68859,7,0,724,0.492308,0.187275
396,TOS,,Tromso,NORWAY,Tromso Airport,69.683327,18.918909,9,21,30,160,353,513,4,0.371461,0.394181,1482.884131,7,0,724,0.15,0.053719
397,LHE,,Lahore,PAKISTAN,Lahore Allama Iqbal International Airport,31.521561,74.403587,6,0,6,16,0,16,0,0,0,0,2,0,333,1,0.06746
399,GZP,,Gazipasa,TURKEY,Gazipasa Airport,36.299,32.299999,14,0,14,81,0,81,0,0,0,0,2,0,89,0.489011,0.099148
400,KYA,,Konya,TURKEY,Konya Airport,37.979,32.561859,4,0,4,78,0,78,0,0,0,0,2,0,83,0.916667,0.031191
401,ABZ,,Aberdeen,UNITED KINGDOM,Aberdeen International Airport,57.201939,-2.19777,32,39,71,374,500,874,4,0.419983,0.450137,452.187099,4,0,724,0.375843,0.248125
402,BOS,,Boston,UNITED STATES,Boston Logan International Airport,42.362968,-71.006401,17,0,17,208,0,208,0,0,0,0,4,0,34,0.790441,0.17379
403,FLL,,Fort Lauderdale,UNITED STATES,Fort Lauderdale Hollywood International Airport,26.07258,-80.152702,6,0,6,18,0,18,0,0,0,0,8,0,46,1,0.067589
404,OAK,,Oakland,UNITED STATES,Oakland International Airport,37.721272,-122.220001,7,0,7,32,0,32,0,0,0,0,8,0,45,1,0.07873
405,MCO,,Orlando,UNITED STATES,Orlando International Airport,28.42939,-81.308899,12,0,12,89,0,89,0,0,0,0,4,0,5,0.840909,0.12381
406,SFO,,San Francisco,UNITED STATES,San Francisco International Airport,37.618969,-122.374001,14,0,14,170,0,170,0,0,0,0,4,0,15,0.912088,0.15107
407,KDL,,Kardla,ESTONIA,Kardla Airport,58.990749,22.83073,1,0,1,28,0,28,0,0,0,0,7,0,397,0,0.0051
408,URE,,Kuressaare,ESTONIA,Kuressaare Airport,58.229881,22.509489,1,0,1,28,0,28,0,0,0,0,7,0,396,0,0.0051
409,BRE,,Bremen,GERMANY,Bremen Airport,53.047501,8.786667,37,40,77,273,280,553,4,0.445005,0.472709,193.113574,0,0,724,0.430128,0.303412
410,CKG,,Chongqing,CHINA,Chongqing Jiangbei International Airport,29.71921,106.641602,6,0,6,20,0,20,0,0,0,0,7,0,450,0.8,0.059825
411,NKG,,Nanjing,CHINA,Nanjing Lukou International Airport,31.742041,118.862,3,0,3,9,0,9,0,0,0,0,0,0,449,1,0.032663
412,TAY,,Tartu,ESTONIA,Tartu Airport,58.307461,26.69042,1,0,1,7,0,7,0,0,0,0,7,0,448,0,0.008747
413,IVL,,Ivalo,FINLAND,Ivalo Airport,68.607262,27.405319,1,0,1,8,0,8,0,0,0,0,7,0,447,0,0.008747
414,JOE,,Joensuu,FINLAND,Joensuu Airport,62.662899,29.60755,2,0,2,29,0,29,0,0,0,0,7,0,446,1,0.016344
415,JYV,,Jyvaskyla,FINLAND,Jyvaskyla Airport,62.399448,25.678249,2,0,2,15,0,15,0,0,0,0,7,0,445,1,0.016344
416,KAJ,,Kajaani,FINLAND,Kajaani Airport,64.285469,27.69241,2,0,2,27,0,27,0,0,0,0,7,0,444,0,0.010382
417,KEM,,Kemi,FINLAND,Kemi Tornio Airport,65.781883,24.5991,1,0,1,21,0,21,0,0,0,0,7,0,443,0,0.008747
418,KOK,,Kokkola,FINLAND,Kokkola-Pietarsaari Airport,63.721169,23.143129,3,0,3,32,0,32,0,0,0,0,7,0,442,0.666667,0.026508
419,KUO,,Kuopio,FINLAND,Kuopio Airport,63.007149,27.79775,2,0,2,43,0,43,0,0,0,0,7,0,441,1,0.016344
420,KAO,,Kuusamo,FINLAND,Kuusamo Airport,65.987572,29.23938,1,0,1,6,0,6,0,0,0,0,7,0,440,0,0.008747
421,MHQ,,Mariehamn,FINLAND,Mariehamn Airport,60.1222,19.898149,3,0,3,29,0,29,0,0,0,0,7,0,391,1,0.019651
422,OUL,,Oulu,FINLAND,Oulu Airport,64.929161,25.355551,4,4,8,105,106,211,4,0.360297,0.373241,16.615865,7,0,724,0.2,0.023053
423,POR,,Pori,FINLAND,Pori Airport,61.461681,21.79998,3,0,3,29,0,29,0,0,0,0,7,0,438,1,0.024735
424,RVN,,Rovaniemi,FINLAND,Rovaniemi Airport,66.561661,25.83083,1,2,3,37,38,75,4,0.356592,0.368606,0,7,0,724,1,0.008747
425,SVL,,Savonlinna,FINLAND,Savonlinna Airport,61.943062,28.945129,3,0,3,20,0,20,0,0,0,0,7,0,437,0.666667,0.023933
426,TMP,,Tampere,FINLAND,Tampere Pirkkala Airport,61.415272,23.58777,5,5,10,56,62,118,4,0.362178,0.376159,1.141386,7,0,724,0.7,0.042463
428,VAA,,Vaasa,FINLAND,Vaasa Airport,63.050652,21.762171,4,3,7,59,58,117,4,0.364763,0.37839,0.070394,7,0,724,0.833333,0.034085
429,FUK,,Fukuoka,JAPAN,Fukuoka Airport,33.585941,130.450607,1,0,1,3,0,3,0,0,0,0,7,0,390,0,0.008747
430,NGO,,Nagoya,JAPAN,Nagoya Chubu Centrair International Airport,34.85841,136.805405,2,0,2,14,0,14,0,0,0,0,7,0,303,1,0.022017
431,MMK,,Murmansk,RUSSIA,Murmansk Airport,68.78167,32.75082,6,0,6,80,0,80,0,0,0,0,3,0,189,0.666667,0.037961
432,UME,,Umea,SWEDEN,Umea Airport,63.791821,20.282749,4,0,4,148,0,148,0,0,0,0,7,0,114,0.833333,0.026379
368,LLA,,Lulea,SWEDEN,Lulea Airport,65.543747,22.121981,3,0,3,104,0,104,0,0,0,0,7,0,439,0.333333,0.017516
433,BES,,Brest,FRANCE,Brest Bretagne Airport,48.44722,-4.42166,19,22,41,130,135,265,4,0.390273,0.415036,36.044194,5,0,724,0.480072,0.128594
434,CFR,,Caen,FRANCE,Caen Carpiquet Airport,49.173279,-0.44987,10,0,10,47,0,47,0,0,0,0,5,0,385,0.733333,0.050949
435,LIG,,Limoges,FRANCE,Limoges Bellegarde Airport,45.860828,1.180278,11,0,11,47,0,47,0,0,0,0,5,0,379,0.345455,0.075395
436,ETZ,,Metz-Nancy,FRANCE,Metz-Nancy-Lorraine Airport,48.978329,6.246667,12,0,12,51,0,51,0,0,0,0,5,0,376,0.598485,0.083009
437,PIS,,Poitiers,FRANCE,Poitiers – Biard Airport,46.587502,0.306667,3,0,3,17,0,17,0,0,0,0,5,0,378,0.666667,0.022176
439,QSF,,Setif,ALGERIA,Setif Ain Arnat Airport,36.17812,5.324494,4,0,4,17,0,17,0,0,0,0,5,0,454,0.666667,0.031438
440,HDF,,Heringsdorf,GERMANY,Heringsdorf Airport,53.87825,14.138242,4,0,4,4,0,4,0,0,0,0,0,0,384,0.833333,0.042389
441,GWT,,Sylt,GERMANY,Sylt Airport,54.91325,8.340472,6,0,6,21,0,21,0,0,0,0,0,0,383,0.733333,0.067485
442,OHD,,Ohrid,MACEDONIA,Ohrid Airport,41.179951,20.742319,5,0,5,11,0,11,0,0,0,0,8,0,382,0.9,0.053126
443,INI,,Nis,SERBIA,Nis Constantine the Great Airport,43.33728,21.85372,10,10,20,21,21,42,4,0.366001,0.383883,8.631311,8,0,724,0.177778,0.054756
444,SOU,,Southampton,UNITED KINGDOM,Southampton Airport,50.95026,-1.3568,20,25,45,346,411,757,4,0.403407,0.429797,327.013709,4,0,724,0.415,0.15721
445,CLY,,Calvi,FRANCE,Calvi Sainte-Catherine Airport,42.520359,8.793028,12,0,12,54,0,54,0,0,0,0,5,0,457,0.681818,0.096732
446,SIR,,Sion,SWITZERLAND,Sion Airport,46.219589,7.326764,3,0,3,6,0,6,0,0,0,0,5,0,380,0.333333,0.015461
447,AAE,,Annaba,ALGERIA,Annaba Rabah Bitat Airport,36.82222,7.809167,5,0,5,20,0,20,0,0,0,0,5,0,463,0.8,0.045128
448,BLJ,,Batna,ALGERIA,Batna International Airport,35.759167,6.3225,3,0,3,4,0,4,0,0,0,0,5,0,462,1,0.022785
449,BJA,,Bejaia,ALGERIA,Bejaia Soummam Airport,36.71199,5.069922,3,0,3,17,0,17,0,0,0,0,5,0,461,1,0.022785
450,BSK,,Biskra,ALGERIA,Biskra Airport,34.793282,5.738231,3,0,3,3,0,3,0,0,0,0,5,0,460,0.666667,0.027915
451,TLM,,Tlemcen,ALGERIA,Tlemcen Zenata Airport,35.016659,-1.45,4,0,4,13,0,13,0,0,0,0,5,0,459,1,0.032187
452,BVE,,Brive,FRANCE,Brive Souillac Airport,45.040031,1.487762,3,0,3,22,0,22,0,0,0,0,5,0,458,0.333333,0.026809
453,CFE,,Clermont-Ferrand,FRANCE,Clermont-Ferrand Auvergne Airport,45.785831,3.1625,8,0,8,74,0,74,0,0,0,0,5,0,456,0.839286,0.075523
454,PUF,,Pau,FRANCE,Pau Pyrenees Airport,43.380001,-0.41861,6,0,6,96,0,96,0,0,0,0,5,0,374,0.933333,0.050803
455,URO,,Rouen,FRANCE,Rouen Airport,49.390831,1.183889,1,0,1,4,0,4,0,0,0,0,5,0,377,0,0.008536
456,RUN,,Saint-Denis,REUNION,Saint-Denis Roland Garros Airport,-20.889999,55.51638,5,0,5,42,0,42,0,0,0,0,5,0,331,0.9,0.042574
457,CFK,,Chlef,ALGERIA,Chlef International Airport,36.212223,1.331667,2,0,2,6,0,6,0,0,0,0,5,0,465,1,0.019762
458,HME,,Hassi Messaoud,ALGERIA,Hassi Messaoud Oued Irara Airport,31.67297,6.140444,1,0,1,3,0,3,0,0,0,0,5,0,464,0,0.007316
459,TUF,,Tours,FRANCE,Tours Val de Loire Airport,47.431938,0.723056,4,0,4,11,0,11,0,0,0,0,5,0,375,1,0.038056
460,TNR,,Antananarivo,MADAGASCAR,Antananarivo Ivato International Airport,-18.7969,47.478802,2,0,2,6,0,6,0,0,0,0,0,0,341,1,0.019762
461,SNR,,Saint Nazaire,FRANCE,Saint Nazaire Montoir Airport,47.310551,-2.15666,1,0,1,9,0,9,0,0,0,0,5,0,372,0,0.007009
463,CHR,,Chateauroux,FRANCE,Chateauroux Centre Marcel Dassault Airport,46.860271,1.721111,1,0,1,3,0,3,0,0,0,0,5,0,483,0,0.008563
464,EPL,,Epinal,FRANCE,Epinal Mirecourt Airport,48.325001,6.066742,1,0,1,3,0,3,0,0,0,0,5,0,482,0,0.008563
465,MCM,,Monte Carlo,MONACO,Monte Carlo Monaco Heliport,43.725552,7.420278,1,0,1,882,0,882,0,0,0,0,5,0,358,0,0.008563
468,BZR,,Beziers,FRANCE,Beziers Cap d'Agde Airport,43.323421,3.353397,8,0,8,26,0,26,0,0,0,0,8,0,455,0.321429,0.062457
469,DEB,,Debrecen,HUNGARY,Debrecen International Airport,47.488911,21.61533,8,9,17,28,31,59,4,0.383794,0.404222,14.072875,0,0,724,0.263889,0.049935
470,CRA,,Craiova,ROMANIA,Craiova International Airport,44.31813,23.888611,9,0,9,32,0,32,0,0,0,0,1,0,225,0.722222,0.076082
471,ELU,,El Oued,ALGERIA,El Oued Guemar Airport,33.511391,6.776794,1,0,1,1,0,1,0,0,0,0,0,0,524,0,0.012446
472,EZE,,Buenos Aires,ARGENTINA,Buenos Aires Ministro Pistarini International Airport,-34.822201,-58.535801,8,0,8,87,0,87,0,0,0,0,8,0,523,0.928571,0.095964
473,COO,,Cotonou,BENIN,Cotonou Cadjehoun Airport,6.357228,2.384353,2,0,2,13,0,13,0,0,0,0,2,0,522,1,0.022343
474,FOR,,Fortaleza,BRAZIL,Pinto Martins International Airport,-3.77628,-38.532501,4,0,4,11,0,11,0,0,0,0,5,0,521,1,0.049368
475,GIG,,Rio de Janeiro,BRAZIL,Rio de Janeiro Galeao International Airport,-22.808901,-43.243599,10,0,10,61,0,61,0,0,0,0,5,0,520,0.966667,0.107421
476,NSI,,Yaounde,CAMEROON,Yaounde Airport,3.722556,11.55326,2,0,2,8,0,8,0,0,0,0,2,0,519,1,0.022343
477,YQB,,Quebec,CANADA,Quebec City International Airport,46.791111,-71.393303,1,0,1,3,0,3,0,0,0,0,0,0,518,0,0.012446
478,YVR,,Vancouver,CANADA,Vancouver International Airport,49.193878,-123.183998,9,0,9,78,0,78,0,0,0,0,4,0,491,0.930556,0.097338
479,SID,,Espargos,CAPE VERDE,Espargos Amilcar Cabral International Airport,16.741381,-22.9494,11,0,11,32,0,32,0,0,0,0,5,0,517,0.772727,0.111295
480,VXE,,Sao Vicente,CAPE VERDE,Sao Vicente Cesaria Evora Airport,16.833679,-25.0546,3,0,3,8,0,8,0,0,0,0,5,0,516,1,0.036098
481,NDJ,,N'Djamena,CHAD,N'Djamena International Airport,12.13368,15.03401,1,0,1,4,0,4,0,0,0,0,0,0,515,0,0.012446
482,SCL,,Santiago,CHILE,Santiago International Airport,-33.392899,-70.785797,4,0,4,34,0,34,0,0,0,0,8,0,514,1,0.044625
483,KMG,,Kunming,CHINA,Kunming Changshui International Airport,25.101944,102.929169,2,0,2,6,0,6,0,0,0,0,3,0,513,1,0.020137
484,WUH,,Wuhan,CHINA,Wuhan Tianhe International Airport,30.783751,114.208099,4,0,4,19,0,19,0,0,0,0,0,0,512,0.833333,0.038571
485,BOG,,Bogota,COLOMBIA,Bogota El Dorado International Airport,4.703056,-74.138298,7,0,7,78,0,78,0,0,0,0,8,0,511,1,0.083459
486,BZV,,Brazzaville,CONGO,Brazzaville Maya Maya Airport,-4.2517,15.25303,1,0,1,5,0,5,0,0,0,0,0,0,510,0,0.012446
487,SJO,,San Jose,COSTA RICA,San Jose Juan Santamaria International Airport,9.993903,-84.208801,5,0,5,18,0,18,0,0,0,0,8,0,509,0.9,0.060035
488,HAV,,Havana,CUBA,Havana Jose Marti International Airport,22.989149,-82.408997,13,0,13,63,0,63,0,0,0,0,8,0,488,0.839744,0.142811
489,SNU,,Santa Clara,CUBA,Santa Clara Abel Santamaria Airport,22.492189,-79.943604,2,0,2,2,0,2,0,0,0,0,4,0,508,1,0.023634
490,JIB,,Djibouti,DJIBOUTI,Djibouti Ambouli International Airport,11.54733,43.159481,2,0,2,10,0,10,0,0,0,0,2,0,507,1,0.022343
491,LXR,,Luxor,EGYPT,Luxor International Airport,25.671021,32.706581,2,0,2,2,0,2,0,0,0,0,4,0,506,1,0.021606
324,LBV,,Libreville,GABON,Libreville International Airport,0.4586,9.412283,1,0,1,8,0,8,0,0,0,0,0,0,505,0,0.012446
492,PTP,,Pointe-a-Pitre,GUADELOUPE,Pointe-a-Pitre International Airport,16.26416,-61.525799,2,0,2,32,0,32,0,0,0,0,5,0,494,0,0.019379
494,MAA,,Chennai,INDIA,Chennai International Airport,12.99441,80.180511,4,0,4,24,0,24,0,0,0,0,0,0,504,1,0.044773
495,ORK,,Cork,IRELAND,Cork Airport,51.841381,-8.49111,26,28,54,197,206,403,4,0.41478,0.442156,40.416216,4,0,724,0.619048,0.23335
496,HND,,Tokyo,JAPAN,Tokyo Haneda International Airport,35.55225,139.779602,4,0,4,101,0,101,0,0,0,0,0,0,301,1,0.048271
497,BKO,,Bamako,MALI,Bamako Senou International Airport,12.53354,-7.94994,4,0,4,16,0,16,0,0,0,0,0,0,340,0.5,0.036569
498,FDF,,Fort-de-France,MARTINIQUE,Martinique Aime Cesaire International Airport,14.59222,-60.9963,2,0,2,26,0,26,0,0,0,0,5,0,339,0,0.019379
499,NKC,,Nouakchott,MAURITANIA,Nouakchott Oumtounsy International Airport,18.306103,-15.964665,3,0,3,17,0,17,0,0,0,0,2,0,338,0.666667,0.031528
500,MRU,,Port Louis,MAURITIUS,Port Louis Sir Seewoosagur Ramgoolam Airport,-20.430201,57.683601,9,0,9,30,0,30,0,0,0,0,0,0,295,0.652778,0.099712
501,DZA,,Dzaoudzi,MAYOTTE,Dzaoudzi Pamandzi International Airport,-12.8066,45.280548,1,0,1,4,0,4,0,0,0,0,0,0,337,0,0.012446
502,SXM,,Sint Maarten,NETHERLANDS,Sint Maarten Princess Juliana International Airport,18.040951,-63.108898,3,0,3,5,0,5,0,0,0,0,4,0,336,0.666667,0.03307
503,ABV,,Abuja,NIGERIA,Abuja Nnamdi Azikiwe International Airport,9.006792,7.263172,4,0,4,29,0,29,0,0,0,0,2,0,291,1,0.044773
504,MCT,,Muscat,OMAN,Muscat International Airport,23.593269,58.284439,9,0,9,77,0,77,0,0,0,0,4,0,255,1,0.098475
506,PTY,,Panama City,PANAMA,Panama City Tocumen International Airport,9.071364,-79.3834,4,0,4,28,0,28,0,0,0,0,0,0,290,1,0.051285
507,LIM,,Lima,PERU,Lima Jorge Chavez International Airport,-12.0218,-77.114304,5,0,5,48,0,48,0,0,0,0,8,0,332,1,0.062393
509,SEZ,,Victoria,SEYCHELLES,Victoria Seychelles International Airport,-4.67434,55.521832,4,0,4,11,0,11,0,0,0,0,2,0,288,1,0.044773
