,from_airports_list,to_airports_list,departure_delay_time_list,departure_delay_list,arrival_delay_time_list,arrival_delay_list,flight_code_list
8018,PMO,ZRH,-1038.0,True,213.0,False,LX2513
8019,ZRH,PMO,-151.0,True,1132.0,False,LX2510
8020,ZRH,PMO,-1950.0,True,-101.0,True,LX2512
8021,PMO,TUN,-1576.0,True,-1155.0,True,UG1759
8022,TUN,PMO,-1413.0,True,-980.0,True,UG1758
8023,PMO,LGW,-938.0,True,539.0,False,U28246
8024,LGW,PMO,-1902.0,True,605.0,False,U28245
8025,PMO,LHR,95.0,False,1849.0,False,BA611
8026,LHR,PMO,-957.0,True,1217.0,False,BA610
8027,PMO,LTN,54.0,False,1141.0,False,U22454
8028,LTN,PMO,-923.0,True,1912.0,False,U22453
8029,PEG,CRL,438.0,False,1315.0,False,FR4869
8030,CRL,PEG,474.0,False,1774.0,False,FR4868
8031,RTM,PEG,-282.0,True,854.0,False,HV6431
8032,PSR,NRN,-147.0,True,833.0,False,FR5558
8033,NRN,PSR,-101.0,True,479.0,False,FR5559
8034,PSR,STN,-691.0,True,106.0,False,FR983
8035,STN,PSR,-424.0,True,1446.0,False,FR982
8036,PSA,TIA,-389.0,True,1456.0,False,2B230
8037,TIA,PSA,-525.0,True,666.0,False,2B231
8038,PSA,TIA,-561.0,True,804.0,False,W63854
8039,PSA,TIA,-196.0,True,1333.0,False,ZB2010
8040,PSA,TIA,-389.0,True,1456.0,False,2B230
8041,TIA,PSA,-525.0,True,666.0,False,2B231
8042,TIA,PSA,-359.0,True,786.0,False,W63853
8043,TIA,PSA,199.0,False,906.0,False,ZB2009
8044,PSA,CPH,-1573.0,True,201.0,False,SK698
8045,CPH,PSA,6.0,False,1719.0,False,SK697
8046,PSA,SXF,-608.0,True,664.0,False,U24584
8047,SXF,PSA,-510.0,True,1435.0,False,U24583
8048,PSA,BDS,-1500.0,True,69.0,False,FR9778
8049,BDS,PSA,-933.0,True,86.0,False,FR9779
8050,PSA,CAG,-278.0,True,708.0,False,FR9931
8051,CAG,PSA,-1366.0,True,-321.0,True,FR9932
8052,PSA,CTA,-1545.0,True,-98.0,True,FR9953
8053,CTA,PSA,-2020.0,True,-1799.0,True,FR9954
8054,PSA,SUF,1.0,False,1652.0,False,FR6936
8055,SUF,PSA,70.0,False,749.0,False,FR6937
8056,PSA,PMO,-184.0,True,1209.0,False,FR9584
8057,PMO,PSA,400.0,False,1720.0,False,FR9585
8058,PSA,MLA,-1978.0,True,-446.0,True,FR9992
8059,MLA,PSA,-2619.0,True,-1860.0,True,FR9993
8060,PSA,AMS,-180.0,True,1115.0,False,HV5424
8061,PSA,AMS,-136.0,True,869.0,False,HV5426
8062,AMS,PSA,-1073.0,True,610.0,False,HV5423
8063,AMS,PSA,-493.0,True,1194.0,False,HV5425
8064,PSA,WMI,-690.0,True,159.0,False,FR9945
8065,WMI,PSA,-462.0,True,777.0,False,FR9946
8066,PSA,OTP,-1230.0,True,1348.0,False,FR6284
8067,PSA,OTP,-742.0,True,1040.0,False,W63158
8068,OTP,PSA,-277.0,True,247.0,False,FR6285
8069,OTP,PSA,-255.0,True,943.0,False,W63157
8070,PSA,FUE,-270.0,True,1153.0,False,FR9422
8071,FUE,PSA,-1369.0,True,-86.0,True,FR9423
8072,PSA,MAD,-223.0,True,1435.0,False,FR9471
8073,MAD,PSA,-1127.0,True,603.0,False,FR9472
8074,PSA,EMA,-125.0,True,1634.0,False,LS646
8075,EMA,PSA,71.0,False,1697.0,False,LS645
8076,PSA,EDI,125.0,False,1239.0,False,FR2752
8077,EDI,PSA,-132.0,True,1359.0,False,FR2753
8078,PSA,LGW,82.0,False,1676.0,False,U28238
8079,LGW,PSA,-384.0,True,1496.0,False,U28237
8080,PSA,LHR,-1957.0,True,-845.0,True,BA603
8081,LHR,PSA,-3765.0,True,-1672.0,True,BA602
8082,PSA,LTN,-608.0,True,853.0,False,U22304
8083,LTN,PSA,-324.0,True,646.0,False,U22303
8084,PSA,STN,34.0,False,1336.0,False,FR585
8085,STN,PSA,85.0,False,1969.0,False,FR584
8086,PSA,MAN,-423.0,True,1124.0,False,LS884
8087,PSA,MAN,-106.0,True,462.0,False,FR5625
8088,PSA,MAN,-334.0,True,651.0,False,U21848
8089,MAN,PSA,-370.0,True,1736.0,False,LS883
8090,MAN,PSA,-14.0,True,912.0,False,FR5624
8091,MAN,PSA,-309.0,True,1420.0,False,U21847
8092,PSA,NCL,-252.0,True,1307.0,False,LS548
8093,NCL,PSA,-96.0,True,1714.0,False,LS547
8094,CIA,BLL,-258.0,True,519.0,False,FR9633
8095,BLL,CIA,-571.0,True,184.0,False,FR9634
8096,CIA,BOD,-322.0,True,331.0,False,FR7188
8097,BOD,CIA,-1115.0,True,165.0,False,FR7189
8098,CIA,CGN,-2230.0,True,-950.0,True,FR3019
8099,CGN,CIA,-1860.0,True,-740.0,True,FR3018
8100,CIA,FKB,-324.0,True,794.0,False,FR9623
8101,FKB,CIA,441.0,False,1821.0,False,FR9624
8102,CIA,ATH,-2035.0,True,-275.0,True,FR1198
8103,ATH,CIA,-931.0,True,-303.0,True,FR1199
8104,CIA,DUB,-66.0,True,736.0,False,FR9431
8105,DUB,CIA,-114.0,True,2169.0,False,FR9432
8106,CIA,CAG,-1163.0,True,480.0,False,FR4879
8107,CAG,CIA,-308.0,True,1214.0,False,FR4878
8108,CIA,VNO,130.0,False,1969.0,False,FR9397
8109,VNO,CIA,148.0,False,1601.0,False,FR9398
8110,CIA,POZ,274.0,False,1189.0,False,FR7172
8111,POZ,CIA,-369.0,True,850.0,False,FR7171
8112,CIA,LIS,-2950.0,True,-1166.0,True,FR2098
8113,LIS,CIA,-2619.0,True,-882.0,True,FR2097
8114,CIA,OTP,-46.0,True,1352.0,False,FR3956
8115,CIA,OTP,-467.0,True,1313.0,False,W63142
8116,OTP,CIA,146.0,False,1482.0,False,FR3957
8117,OTP,CIA,-652.0,True,423.0,False,W63141
8118,CIA,CRA,-1611.0,True,-375.0,True,W63756
8119,CRA,CIA,-189.0,True,632.0,False,W63755
8120,CIA,MAD,13.0,False,1940.0,False,FR9685
8121,MAD,CIA,-294.0,True,1877.0,False,FR9686
8122,CIA,PIK,-358.0,True,574.0,False,FR7343
8123,PIK,CIA,-187.0,True,1149.0,False,FR7342
8124,CIA,STN,-615.0,True,77.0,False,FR3073
8125,STN,CIA,-1462.0,True,340.0,False,FR3072
8126,CIA,MAN,389.0,False,1132.0,False,FR3205
8127,MAN,CIA,-386.0,True,1538.0,False,FR3204
8128,FCO,TIA,-769.0,True,1114.0,False,BV2226
8129,TIA,FCO,-269.0,True,1011.0,False,AZ507
8130,TIA,FCO,-387.0,True,1495.0,False,BV2227
8131,FCO,VIE,-570.0,True,1013.0,False,FR7345
8132,FCO,VIE,-207.0,True,1605.0,False,W62818
8133,VIE,FCO,-315.0,True,1641.0,False,FR7344
8134,VIE,FCO,-96.0,True,1822.0,False,W62817
8135,FCO,BRU,-1425.0,True,9.0,False,AZ160
8136,FCO,BRU,-463.0,True,986.0,False,SN3176
8137,BRU,FCO,-1043.0,True,743.0,False,AZ165
8138,BRU,FCO,-620.0,True,1343.0,False,SN3175
8139,FCO,SOF,-713.0,True,1157.0,False,FB450
8140,SOF,FCO,-1256.0,True,32.0,False,FB449
8141,YUL,FCO,-716.0,True,3721.0,False,AC892
8142,DBV,ZAG,320.0,False,1136.0,False,OU385
8143,FCO,DBV,21.0,False,1586.0,False,OU385
8144,FCO,DBV,-14.0,True,1986.0,False,VY6738
8145,DBV,FCO,102.0,False,1443.0,False,OU384
8146,ZAG,DBV,-278.0,True,674.0,False,OU384
8147,ZAG,DBV,164.0,False,1113.0,False,OU384
8148,DBV,FCO,391.0,False,2188.0,False,VY6739
8149,FCO,SPU,-388.0,True,1249.0,False,OU381
8150,SPU,FCO,-470.0,True,801.0,False,OU380
8151,FCO,CPH,-516.0,True,1102.0,False,SK682
8152,CPH,FCO,-611.0,True,1490.0,False,SK681
8153,FCO,CAI,-767.0,True,912.0,False,MS792
8154,CAI,FCO,-1010.0,True,145.0,False,MS791
8155,FCO,ADD,-1392.0,True,2238.0,False,ET703
8156,MXP,FCO,-177.0,True,527.0,False,ET703
8157,ADD,FCO,-2892.0,True,163.0,False,ET702
8158,FCO,MXP,465.0,False,1076.0,False,ET702
8159,FCO,CDG,-996.0,True,881.0,False,AZ318
8160,FCO,CDG,-816.0,True,936.0,False,AZ324
8161,FCO,CDG,-534.0,True,1184.0,False,AF1005
8162,FCO,CDG,-155.0,True,1417.0,False,AF1105
8163,FCO,CDG,-302.0,True,1193.0,False,AF1605
8164,CDG,FCO,-1383.0,True,809.0,False,AZ325
8165,CDG,FCO,-2554.0,True,-548.0,True,AZ333
8166,CDG,FCO,-401.0,True,1440.0,False,AF1004
8167,CDG,FCO,-831.0,True,1604.0,False,AF1104
8168,CDG,FCO,-918.0,True,1069.0,False,AF1604
8169,FCO,ORY,-1603.0,True,60.0,False,VY6254
8170,FCO,ORY,-294.0,True,1374.0,False,VY6258
8171,ORY,FCO,-919.0,True,638.0,False,VY6255
