,from_airports_list,to_airports_list,departure_delay_time_list,departure_delay_list,arrival_delay_time_list,arrival_delay_list
2062,ZRH,NCE,-922.0,True,163.0,False
2063,NCE,TUN,-39097.0,True,-37968.0,True
2064,TUN,NCE,-40872.0,True,-39575.0,True
2065,NCE,LHR,-679.0,True,1559.0,False
2066,NCE,LHR,-137.0,True,1619.0,False
2067,LHR,NCE,-1121.0,True,1208.0,False
2068,LHR,NCE,-1004.0,True,1076.0,False
2069,BVA,SKG,-4117.0,True,-1945.0,True
2070,SKG,BVA,-3972.0,True,-3310.0,True
2071,BVA,PMO,53.0,False,1618.0,False
2072,PMO,BVA,-513.0,True,895.0,False
2073,BVA,VNO,-381.0,True,1173.0,False
2074,BVA,VNO,-350.0,True,1421.0,False
2075,VNO,BVA,-143.0,True,961.0,False
2076,VNO,BVA,99.0,False,581.0,False
2077,BVA,SKP,-370.0,True,1289.0,False
2078,SKP,BVA,48.0,False,792.0,False
2079,BVA,KRK,-116.0,True,1335.0,False
2080,KRK,BVA,-115.0,True,1034.0,False
2081,BVA,OPO,-682.0,True,875.0,False
2082,OPO,BVA,-156.0,True,1177.0,False
2083,BVA,OTP,-1030.0,True,1205.0,False
2084,OTP,BVA,-1005.0,True,-426.0,True
2085,BVA,CLJ,3.0,False,1835.0,False
2086,CLJ,BVA,-822.0,True,-201.0,True
2087,BVA,IAS,100.0,False,1499.0,False
2088,IAS,BVA,-179.0,True,252.0,False
2089,BVA,TSR,-266.0,True,986.0,False
2090,TSR,BVA,86.0,False,723.0,False
2091,BVA,BEG,-430.0,True,1397.0,False
2092,BEG,BVA,0.0,False,972.0,False
2093,BVA,PMI,-12284.0,True,-11003.0,True
2094,ALG,CDG,-2136.0,True,-101.0,True
2095,CDG,ORN,-851.0,True,909.0,False
2096,EZE,CDG,-1630.0,True,728.0,False
2097,ORN,CDG,-1022.0,True,883.0,False
2098,LAD,CDG,-1850.0,True,963.0,False
2099,EZE,CDG,-1630.0,True,728.0,False
2100,CDG,VIE,-1674.0,True,597.0,False
2101,CDG,VIE,-1072.0,True,1029.0,False
2102,CDG,VIE,-1022.0,True,1028.0,False
2103,VIE,CDG,-255.0,True,1295.0,False
2104,VIE,CDG,-1482.0,True,-314.0,True
2105,VIE,CDG,-610.0,True,489.0,False
2106,BAH,CDG,-1371.0,True,1387.0,False
2107,CDG,MSQ,-2857.0,True,-461.0,True
2108,MSQ,CDG,-244.0,True,217.0,False
2109,COO,CDG,-525.0,True,1769.0,False
2110,OUA,COO,348.0,False,1452.0,False
2111,CDG,OUA,-1834.0,True,49.0,False
2112,COO,CDG,-525.0,True,1769.0,False
2113,OUA,COO,348.0,False,1452.0,False
2114,CDG,OUA,-1834.0,True,49.0,False
2115,CDG,GIG,-1608.0,True,296.0,False
2116,GRU,CDG,-616.0,True,1755.0,False
2117,CDG,SOF,-973.0,True,1391.0,False
2118,SOF,CDG,-952.0,True,-110.0,True
2119,COO,CDG,-525.0,True,1769.0,False
2120,OUA,COO,348.0,False,1452.0,False
2121,CDG,OUA,-1834.0,True,49.0,False
2122,CDG,YUL,-1996.0,True,-220.0,True
2123,CDG,YUL,-2336.0,True,-49.0,True
2124,YUL,CDG,-734.0,True,2081.0,False
2125,YUL,CDG,-319.0,True,1873.0,False
2126,YVR,PPT,-8192.0,True,922.0,False
2127,CDG,YVR,-4473.0,True,-5704.0,True
2128,DLA,CDG,840.0,False,2970.0,False
2129,CDG,CAN,-2217.0,True,-86.0,True
2130,BOG,CDG,-1199.0,True,1732.0,False
2131,CDG,BZV,-965.0,True,-1209.0,True
2132,ABJ,CDG,-655.0,True,909.0,False
2133,CDG,ZAG,-989.0,True,755.0,False
2134,CDG,ZAG,-1192.0,True,667.0,False
2135,ZAG,CDG,270.0,False,1096.0,False
2136,ZAG,CDG,-388.0,True,607.0,False
2137,CDG,PRG,-2424.0,True,-108.0,True
2138,CDG,PRG,-903.0,True,792.0,False
2139,PRG,CDG,-1077.0,True,11.0,False
2140,PRG,CDG,-564.0,True,614.0,False
2141,CDG,CPH,-1476.0,True,79.0,False
2142,CDG,CPH,-859.0,True,1043.0,False
2143,CPH,CDG,-411.0,True,999.0,False
2144,CPH,CDG,-501.0,True,955.0,False
2145,CPH,CDG,-128.0,True,1223.0,False
2146,CDG,SDQ,-3378.0,True,109.0,False
2147,CDG,CAI,-1630.0,True,-221.0,True
2148,CAI,CDG,-716.0,True,1636.0,False
2149,CAI,CDG,-1047.0,True,748.0,False
2150,CDG,ADD,-1777.0,True,559.0,False
2151,ADD,CDG,-2751.0,True,-2018.0,True
2152,MRS,CDG,-28.0,True,-1241.0,True
2153,CDG,HEL,-658.0,True,1792.0,False
2154,CDG,HEL,-1497.0,True,301.0,False
2155,HEL,CDG,-154.0,True,1036.0,False
2156,HEL,CDG,-702.0,True,379.0,False
2157,CDG,AJA,-625.0,True,905.0,False
2158,CDG,AJA,-1626.0,True,-182.0,True
2159,AJA,CDG,307.0,False,1406.0,False
2160,AJA,CDG,-771.0,True,492.0,False
2161,CDG,BIA,-1045.0,True,409.0,False
2162,BIA,CDG,-887.0,True,117.0,False
2163,CDG,BIQ,-419.0,True,639.0,False
2164,CDG,BIQ,-822.0,True,439.0,False
2165,BIQ,CDG,82.0,False,1630.0,False
2166,BIQ,CDG,137.0,False,1884.0,False
2167,CDG,BOD,-2077.0,True,-890.0,True
2168,CDG,BOD,-1339.0,True,-110.0,True
2169,CDG,BOD,-1137.0,True,84.0,False
2170,CDG,BOD,-6312.0,True,-5047.0,True
2171,BOD,CDG,-136.0,True,1521.0,False
2172,BOD,CDG,-343.0,True,1178.0,False
2173,BOD,CDG,-599.0,True,1047.0,False
2174,BOD,CDG,-4646.0,True,-2861.0,True
2175,CDG,BES,-1421.0,True,-164.0,True
2176,CDG,BES,-981.0,True,57.0,False
2177,CDG,BES,-935.0,True,92.0,False
2178,BES,CDG,-307.0,True,836.0,False
2179,BES,CDG,-94.0,True,1689.0,False
2180,BES,CDG,-280.0,True,1249.0,False
2181,CDG,CFE,-1061.0,True,163.0,False
2182,CFE,CDG,349.0,False,1413.0,False
2183,CDG,FSC,-3403.0,True,-1978.0,True
2184,FSC,CDG,-2769.0,True,-1485.0,True
2185,CDG,LYS,-936.0,True,359.0,False
2186,CDG,LYS,-873.0,True,844.0,False
2187,LYS,CDG,-361.0,True,684.0,False
2188,LYS,CDG,-94.0,True,758.0,False
2189,CDG,MRS,-925.0,True,520.0,False
2190,CDG,MRS,-959.0,True,91.0,False
2191,CDG,MRS,-892.0,True,584.0,False
2192,CDG,MRS,-788.0,True,679.0,False
2193,CDG,MRS,-1402.0,True,240.0,False
2194,CDG,MRS,-1151.0,True,341.0,False
2195,CDG,MRS,-475.0,True,364.0,False
2196,CDG,MRS,-1655.0,True,-223.0,True
2197,MRS,CDG,-651.0,True,744.0,False
2198,MRS,CDG,-296.0,True,1416.0,False
2199,MRS,CDG,-1188.0,True,318.0,False
2200,MRS,CDG,-1109.0,True,82.0,False
2201,MRS,CDG,-521.0,True,562.0,False
2202,MRS,CDG,-217.0,True,603.0,False
2203,MRS,CDG,-133.0,True,1199.0,False
2204,MRS,CDG,-615.0,True,924.0,False
2205,CDG,MPL,-685.0,True,730.0,False
2206,CDG,MPL,-920.0,True,519.0,False
2207,CDG,MPL,-1089.0,True,420.0,False
2208,CDG,MPL,-1158.0,True,405.0,False
2209,CDG,MPL,-715.0,True,507.0,False
2210,CDG,MPL,-878.0,True,316.0,False
2211,MPL,CDG,70.0,False,1117.0,False
2212,MPL,CDG,-252.0,True,988.0,False
2213,MPL,CDG,-606.0,True,333.0,False
2214,MPL,CDG,-1182.0,True,199.0,False
2215,MPL,CDG,-1496.0,True,-170.0,True
2216,MPL,CDG,-376.0,True,559.0,False
2217,CDG,NTE,-895.0,True,301.0,False
2218,CDG,NTE,-2598.0,True,-1295.0,True
2219,NTE,CDG,-764.0,True,916.0,False
2220,NTE,CDG,-465.0,True,1434.0,False
2221,CDG,NCE,-1007.0,True,637.0,False
2222,CDG,NCE,-2072.0,True,-484.0,True
2223,CDG,NCE,-1164.0,True,528.0,False
2224,CDG,NCE,-1249.0,True,416.0,False
2225,CDG,NCE,-999.0,True,720.0,False
2226,CDG,NCE,-1358.0,True,352.0,False
2227,CDG,NCE,-2291.0,True,-918.0,True
2228,CDG,NCE,-1020.0,True,265.0,False
2229,CDG,NCE,-1192.0,True,411.0,False
2230,CDG,NCE,-1366.0,True,-368.0,True
2231,CDG,NCE,-1517.0,True,121.0,False
2232,CDG,NCE,-3691.0,True,-1932.0,True
2233,CDG,NCE,-1831.0,True,-195.0,True
2234,NCE,CDG,-321.0,True,895.0,False
2235,NCE,CDG,-602.0,True,619.0,False
2236,NCE,CDG,-1963.0,True,-822.0,True
2237,NCE,CDG,-389.0,True,968.0,False
2238,NCE,CDG,-945.0,True,429.0,False
2239,NCE,CDG,-876.0,True,578.0,False
2240,NCE,CDG,-780.0,True,632.0,False
2241,NCE,CDG,-998.0,True,298.0,False
2242,NCE,CDG,-396.0,True,1127.0,False
2243,NCE,CDG,-442.0,True,753.0,False
2244,NCE,CDG,-364.0,True,950.0,False
2245,NCE,CDG,-369.0,True,926.0,False
2246,NCE,CDG,-2033.0,True,-840.0,True
2247,NCE,CDG,-753.0,True,503.0,False
2248,CDG,PUF,-950.0,True,315.0,False
2249,CDG,PUF,-530.0,True,847.0,False
2250,PUF,CDG,-238.0,True,1199.0,False
2251,PUF,CDG,147.0,False,1910.0,False
2252,CDG,PGF,-1004.0,True,537.0,False
2253,CDG,PGF,-907.0,True,345.0,False
2254,CDG,PGF,-1465.0,True,-199.0,True
2255,PGF,CDG,-163.0,True,767.0,False
2256,PGF,CDG,35.0,False,1031.0,False
2257,PGF,CDG,-466.0,True,678.0,False
2258,CDG,TLN,-970.0,True,243.0,False
2259,CDG,TLN,-1170.0,True,366.0,False
2260,CDG,TLN,-939.0,True,559.0,False
2261,TLN,CDG,-716.0,True,717.0,False
2262,TLN,CDG,-607.0,True,988.0,False
2263,TLN,CDG,-502.0,True,664.0,False
2264,CDG,TLS,-1081.0,True,79.0,False
2265,CDG,TLS,-870.0,True,724.0,False
2266,CDG,TLS,-674.0,True,815.0,False
2267,CDG,TLS,-933.0,True,384.0,False
2268,CDG,TLS,-1791.0,True,-163.0,True
2269,CDG,TLS,-728.0,True,567.0,False
2270,CDG,TLS,-1427.0,True,177.0,False
2271,CDG,TLS,-854.0,True,604.0,False
2272,CDG,TLS,-85.0,True,2103.0,False
2273,TLS,CDG,15.0,False,1722.0,False
2274,TLS,CDG,-914.0,True,707.0,False
2275,TLS,CDG,-155.0,True,1409.0,False
2276,TLS,CDG,-608.0,True,1120.0,False
2277,TLS,CDG,-888.0,True,841.0,False
2278,TLS,CDG,-357.0,True,1233.0,False
2279,TLS,CDG,-115.0,True,2155.0,False
2280,TLS,CDG,-621.0,True,1127.0,False
2281,TLS,CDG,-675.0,True,962.0,False
2282,TLS,CDG,1016.0,False,3147.0,False
2283,CDG,TXL,-963.0,True,1053.0,False
2284,CDG,TXL,-318.0,True,1450.0,False
2285,CDG,TXL,-1541.0,True,-28.0,True
2286,CDG,TXL,-1150.0,True,1090.0,False
2287,TXL,CDG,-371.0,True,908.0,False
2288,TXL,CDG,-227.0,True,986.0,False
2289,TXL,CDG,-323.0,True,1015.0,False
2290,TXL,CDG,-429.0,True,784.0,False
2291,CDG,DUS,-2300.0,True,-260.0,True
2292,DUS,CDG,-424.0,True,961.0,False
2293,CDG,FRA,-1535.0,True,961.0,False
2294,CDG,FRA,-1354.0,True,459.0,False
2295,CDG,FRA,-1130.0,True,232.0,False
2296,CDG,FRA,-1050.0,True,981.0,False
2297,FRA,CDG,-49.0,True,1263.0,False
2298,FRA,CDG,-632.0,True,636.0,False
2299,FRA,CDG,-556.0,True,610.0,False
2300,FRA,CDG,-163.0,True,1040.0,False
2301,CDG,HAM,-1253.0,True,172.0,False
2302,CDG,HAM,-1022.0,True,693.0,False
2303,HAM,CDG,-672.0,True,556.0,False
2304,HAM,CDG,-184.0,True,820.0,False
2305,HAJ,SXF,534.0,False,1687.0,False
2306,CDG,HAJ,-1220.0,True,326.0,False
2307,CDG,HAJ,-1432.0,True,469.0,False
2308,HAJ,CDG,641.0,False,1340.0,False
2309,SXF,HAJ,515.0,False,1672.0,False
2310,HAJ,CDG,-120.0,True,907.0,False
2311,CDG,MUC,-1914.0,True,-640.0,True
2312,CDG,MUC,-1340.0,True,12.0,False
2313,CDG,MUC,-1766.0,True,-343.0,True
2314,CDG,MUC,-1800.0,True,-514.0,True
2315,MUC,CDG,-748.0,True,1085.0,False
2316,MUC,CDG,-413.0,True,1041.0,False
2317,MUC,CDG,-590.0,True,270.0,False
2318,MUC,CDG,-971.0,True,136.0,False
2319,CDG,ATH,-1420.0,True,806.0,False
2320,CDG,ATH,-1479.0,True,509.0,False
2321,CDG,ATH,-1484.0,True,636.0,False
2322,CDG,ATH,-2324.0,True,-780.0,True
2323,CDG,ATH,-3783.0,True,-1858.0,True
2324,ATH,CDG,-470.0,True,694.0,False
2325,ATH,CDG,-585.0,True,569.0,False
2326,ATH,CDG,-134.0,True,1098.0,False
2327,ATH,CDG,-117.0,True,658.0,False
2328,ATH,CDG,-1922.0,True,-327.0,True
2329,CDG,CFU,-1213.0,True,722.0,False
2330,CFU,CDG,-440.0,True,373.0,False
2331,CDG,HER,-1157.0,True,617.0,False
2332,CDG,HER,-911.0,True,635.0,False
2333,HER,CDG,2.0,False,1150.0,False
2334,HER,CDG,-1229.0,True,-649.0,True
2335,CDG,PTP,-5579.0,True,-3666.0,True
2336,PTP,CDG,-5998.0,True,-3661.0,True
2337,PTP,CDG,-2482.0,True,-373.0,True
2338,CDG,BUD,-1321.0,True,621.0,False
2339,BUD,CDG,-38.0,True,577.0,False
2340,CDG,DEL,-2882.0,True,2005.0,False
2341,DEL,CDG,-1080.0,True,488.0,False
2342,CDG,BOM,-835.0,True,3197.0,False
2343,BOM,CDG,-264.0,True,1405.0,False
2344,CDG,DUB,-692.0,True,730.0,False
2345,CDG,DUB,-1987.0,True,-23.0,True
2346,CDG,DUB,-999.0,True,1086.0,False
2347,DUB,CDG,-957.0,True,1128.0,False
2348,DUB,CDG,-408.0,True,1733.0,False
2349,DUB,CDG,119.0,False,2771.0,False
2350,CDG,TLV,-1767.0,True,509.0,False
2351,TLV,CDG,-798.0,True,1012.0,False
2352,CDG,BRI,-2102.0,True,-143.0,True
2353,BRI,CDG,-409.0,True,499.0,False
2354,CDG,BLQ,-870.0,True,703.0,False
2355,BLQ,CDG,-47.0,True,970.0,False
2356,CDG,CTA,-1709.0,True,-193.0,True
2357,CTA,CDG,-1564.0,True,-191.0,True
2358,CDG,FLR,-2750.0,True,-860.0,True
2359,CDG,FLR,-528.0,True,914.0,False
2360,FLR,CDG,-770.0,True,499.0,False
2361,FLR,CDG,-631.0,True,713.0,False
2362,FLR,CDG,278.0,False,1553.0,False
2363,CDG,LIN,-985.0,True,-441.0,True
2364,LIN,CDG,-417.0,True,145.0,False
2365,CDG,MXP,-364.0,True,1666.0,False
2366,CDG,MXP,-1537.0,True,282.0,False
2367,CDG,MXP,-937.0,True,825.0,False
2368,MXP,CDG,-982.0,True,748.0,False
2369,MXP,CDG,-956.0,True,776.0,False
2370,MXP,CDG,-623.0,True,663.0,False
2371,MXP,CDG,-1412.0,True,-126.0,True
2372,CDG,OLB,-1523.0,True,706.0,False
2373,OLB,CDG,-155.0,True,1575.0,False
2374,CDG,FCO,-659.0,True,1733.0,False
2375,CDG,FCO,-788.0,True,1547.0,False
2376,CDG,FCO,-634.0,True,1088.0,False
2377,CDG,FCO,-991.0,True,1503.0,False
2378,CDG,FCO,-911.0,True,890.0,False
2379,FCO,CDG,-1254.0,True,778.0,False
2380,FCO,CDG,-617.0,True,928.0,False
2381,FCO,CDG,-2096.0,True,-388.0,True
2382,FCO,CDG,-807.0,True,701.0,False
2383,FCO,CDG,-2792.0,True,-919.0,True
2384,CDG,VCE,-1029.0,True,735.0,False
2385,CDG,VCE,-1821.0,True,23.0,False
2386,CDG,VCE,-1451.0,True,386.0,False
2387,VCE,CDG,-110.0,True,1216.0,False
2388,VCE,CDG,-723.0,True,299.0,False
2389,VCE,CDG,-1153.0,True,156.0,False
2390,KIX,CDG,-202.0,True,4550.0,False
2391,HND,CDG,-594.0,True,4477.0,False
2392,CDG,NRT,-1068.0,True,813.0,False
2393,NRT,CDG,-1059.0,True,4234.0,False
2394,CDG,RIX,-923.0,True,963.0,False
2395,RIX,CDG,-606.0,True,774.0,False
2396,CDG,BEY,-1241.0,True,1114.0,False
2397,BEY,CDG,-1090.0,True,-239.0,True
2398,CDG,VNO,-1219.0,True,969.0,False
2399,VNO,CDG,-501.0,True,531.0,False
2400,BKO,ABJ,-668.0,True,732.0,False
2401,CDG,BKO,-2428.0,True,-294.0,True
2402,ABJ,CDG,-655.0,True,909.0,False
2403,CDG,FDF,-3075.0,True,-901.0,True
2404,FDF,CDG,-2093.0,True,-299.0,True
2405,CDG,CKY,-1214.0,True,-188.0,True
2406,CDG,CKY,-1214.0,True,-188.0,True
2407,NKC,CDG,713.0,False,3322.0,False
2408,CKY,NKC,-840.0,True,868.0,False
2409,CDG,LHR,-507.0,True,1454.0,False
2410,MRU,CDG,-1951.0,True,784.0,False
2411,CDG,DZA,-3407.0,True,-765.0,True
2412,CDG,MEX,-1319.0,True,1461.0,False
2413,MEX,CDG,-628.0,True,1280.0,False
2414,TGD,CDG,0.0,False,720.0,False
2415,CDG,CMN,-2073.0,True,-598.0,True
2416,CDG,CMN,-766.0,True,632.0,False
2417,CDG,CMN,-1792.0,True,104.0,False
2418,CMN,CDG,175.0,False,2922.0,False
2419,CMN,CDG,-649.0,True,2117.0,False
2420,CMN,CDG,-894.0,True,2394.0,False
2421,CDG,FEZ,-4187.0,True,-3028.0,True
2422,FEZ,CDG,-563.0,True,1690.0,False
2423,CDG,OUD,-1599.0,True,-83.0,True
2424,OUD,CDG,742.0,False,2689.0,False
2425,CDG,RBA,-3120.0,True,-1311.0,True
2426,RBA,CDG,-7.0,True,2505.0,False
2427,CDG,TNG,-4681.0,True,-3220.0,True
2428,TNG,CDG,-701.0,True,1782.0,False
2429,CDG,AMS,-904.0,True,1311.0,False
2430,CDG,AMS,-1382.0,True,1143.0,False
2431,CDG,AMS,-784.0,True,1605.0,False
2432,CDG,AMS,-750.0,True,1820.0,False
2433,CDG,AMS,-735.0,True,1548.0,False
2434,CDG,AMS,-1298.0,True,594.0,False
2435,AMS,CDG,-825.0,True,931.0,False
2436,AMS,CDG,-563.0,True,1100.0,False
2437,AMS,CDG,-1795.0,True,-81.0,True
2438,AMS,CDG,-1010.0,True,894.0,False
2439,AMS,CDG,-2083.0,True,173.0,False
2440,AMS,CDG,-1118.0,True,370.0,False
2441,CDG,WAW,-1051.0,True,998.0,False
2442,CDG,WAW,-1197.0,True,1078.0,False
2443,WAW,CDG,-885.0,True,378.0,False
2444,WAW,CDG,-20.0,True,1067.0,False
2445,CDG,FAO,-1851.0,True,-702.0,True
2446,FAO,CDG,-2051.0,True,397.0,False
2447,CDG,LIS,-805.0,True,1093.0,False
2448,CDG,LIS,-2201.0,True,-640.0,True
2449,CDG,LIS,-1611.0,True,-229.0,True
2450,CDG,LIS,-955.0,True,817.0,False
2451,CDG,LIS,-1685.0,True,-382.0,True
2452,LIS,CDG,-455.0,True,1667.0,False
2453,LIS,CDG,-771.0,True,863.0,False
2454,LIS,CDG,-1404.0,True,638.0,False
2455,LIS,CDG,-963.0,True,1196.0,False
2456,LIS,CDG,-467.0,True,1290.0,False
2457,CDG,OPO,-765.0,True,820.0,False
2458,CDG,OPO,-1133.0,True,55.0,False
2459,CDG,OPO,-1925.0,True,-625.0,True
2460,OPO,CDG,269.0,False,1924.0,False
2461,OPO,CDG,-202.0,True,1191.0,False
2462,OPO,CDG,-503.0,True,1103.0,False
2463,CDG,DOH,-1384.0,True,2488.0,False
2464,CDG,DOH,-1462.0,True,2488.0,False
2465,CDG,DOH,-19268.0,True,-15652.0,True
2466,CDG,DOH,-4142.0,True,-584.0,True
2467,DOH,CDG,-857.0,True,731.0,False
2468,DOH,CDG,-1784.0,True,-585.0,True
2469,CDG,RUN,-8263.0,True,-6429.0,True
2470,CDG,RUN,-2256.0,True,-478.0,True
2471,RUN,CDG,-415.0,True,1755.0,False
2472,RUN,CDG,-530.0,True,1176.0,False
2473,CDG,OTP,-2352.0,True,420.0,False
2474,OTP,CDG,260.0,False,964.0,False
2475,CDG,DSS,-9276.0,True,-7637.0,True
2476,CDG,BEG,-1257.0,True,1020.0,False
2477,BEG,CDG,-32.0,True,573.0,False
2478,CDG,SIN,-3088.0,True,301.0,False
2479,SIN,CDG,-1038.0,True,-238.0,True
2480,CDG,LJU,-1989.0,True,94.0,False
2481,LJU,CDG,-546.0,True,985.0,False
2482,JNB,CDG,86.0,False,3611.0,False
2483,ICN,PVG,-3409.0,True,-2473.0,True
2484,ICN,CDG,-2198.0,True,1013.0,False
2485,PVG,ICN,-1166.0,True,247.0,False
2486,CDG,ALC,-3006.0,True,-1714.0,True
2487,ALC,CDG,-2153.0,True,146.0,False
2488,CDG,BCN,-959.0,True,375.0,False
2489,CDG,BCN,-1413.0,True,209.0,False
2490,CDG,BCN,-2214.0,True,-869.0,True
2491,BCN,CDG,-903.0,True,1141.0,False
2492,BCN,CDG,-369.0,True,1900.0,False
2493,BCN,CDG,-1742.0,True,402.0,False
2494,CDG,BIO,-2014.0,True,-862.0,True
2495,BIO,CDG,-960.0,True,716.0,False
2496,CDG,IBZ,-802.0,True,719.0,False
2497,CDG,IBZ,-929.0,True,490.0,False
2498,IBZ,CDG,-366.0,True,1739.0,False
2499,IBZ,CDG,-608.0,True,749.0,False
2500,CDG,MAD,-1993.0,True,-160.0,True
2501,CDG,MAD,-3795.0,True,-1983.0,True
2502,CDG,MAD,-957.0,True,974.0,False
2503,MAD,CDG,-362.0,True,1433.0,False
2504,MAD,CDG,-2928.0,True,-422.0,True
2505,MAD,CDG,-737.0,True,1593.0,False
2506,CDG,MAH,-1995.0,True,-603.0,True
2507,MAH,CDG,-1767.0,True,-753.0,True
2508,CDG,AGP,-993.0,True,382.0,False
2509,CDG,AGP,-1027.0,True,560.0,False
2510,AGP,CDG,-699.0,True,1880.0,False
2511,AGP,CDG,-702.0,True,1774.0,False
2512,CDG,PMI,-1378.0,True,-1.0,True
2513,PMI,CDG,-394.0,True,1686.0,False
2514,CDG,SVQ,-762.0,True,-362.0,True
2515,SVQ,CDG,-820.0,True,1013.0,False
2516,CDG,TFS,-539.0,True,1448.0,False
2517,TFS,CDG,-36.0,True,2431.0,False
2518,CDG,VLC,-1253.0,True,-346.0,True
2519,CDG,VLC,-1069.0,True,11.0,False
2520,CDG,VLC,-1091.0,True,-124.0,True
2521,VLC,CDG,-657.0,True,1481.0,False
2522,VLC,CDG,-152.0,True,2030.0,False
2523,VLC,CDG,-444.0,True,1375.0,False
2524,CMB,CDG,-548.0,True,30.0,False
2525,CDG,ARN,-1789.0,True,402.0,False
2526,CDG,ARN,-580.0,True,1608.0,False
2527,ARN,CDG,-275.0,True,755.0,False
2528,ARN,CDG,-506.0,True,1195.0,False
2529,CDG,GVA,-2712.0,True,-956.0,True
2530,CDG,GVA,-601.0,True,1123.0,False
2531,GVA,CDG,-479.0,True,1119.0,False
2532,GVA,CDG,-275.0,True,1029.0,False
2533,CDG,ZRH,-1637.0,True,337.0,False
2534,ZRH,CDG,298.0,False,2045.0,False
2535,CDG,LFW,-3195.0,True,-1688.0,True
2536,CDG,DJE,-1307.0,True,127.0,False
2537,CDG,DJE,-2098.0,True,-508.0,True
2538,CDG,DJE,-3661.0,True,-1822.0,True
2539,CDG,DJE,-2408.0,True,-573.0,True
2540,DJE,CDG,763.0,False,2435.0,False
2541,DJE,CDG,-451.0,True,765.0,False
2542,DJE,CDG,-2562.0,True,-1106.0,True
2543,DJE,CDG,-1690.0,True,-569.0,True
2544,CDG,MIR,-1699.0,True,-243.0,True
2545,MIR,CDG,-91.0,True,1311.0,False
2546,DJE,CDG,-451.0,True,765.0,False
2547,CDG,TUN,-1407.0,True,74.0,False
2548,CDG,TUN,-2492.0,True,-795.0,True
2549,CDG,TUN,-1647.0,True,4.0,False
2550,CDG,TUN,-5559.0,True,-4282.0,True
2551,CDG,TUN,-1516.0,True,5.0,False
2552,TUN,CDG,61.0,False,1202.0,False
2553,TUN,CDG,-376.0,True,991.0,False
2554,TUN,CDG,9.0,False,1768.0,False
2555,TUN,CDG,-3562.0,True,-1919.0,True
2556,TUN,CDG,-39.0,True,1024.0,False
2557,CDG,ESB,-1061.0,True,2560.0,False
2558,ESB,CDG,283.0,False,1352.0,False
2559,CDG,IST,-1422.0,True,2160.0,False
2560,CDG,IST,-936.0,True,1803.0,False
2561,CDG,IST,-789.0,True,2465.0,False
2562,IST,CDG,-202.0,True,566.0,False
2563,IST,CDG,-1047.0,True,111.0,False
2564,IST,CDG,-351.0,True,973.0,False
2565,CDG,SAW,-1750.0,True,767.0,False
2566,SAW,CDG,-442.0,True,1027.0,False
2567,CDG,KBP,-2207.0,True,61.0,False
2568,KBP,CDG,-500.0,True,539.0,False
2569,CDG,AUH,-700.0,True,3183.0,False
2570,AUH,CDG,-751.0,True,2078.0,False
2571,CDG,DXB,-1849.0,True,1129.0,False
2572,CDG,DXB,-3394.0,True,16.0,False
2573,DXB,CDG,-2006.0,True,-841.0,True
2574,DXB,CDG,-2326.0,True,-791.0,True
2575,CDG,BHX,-1416.0,True,259.0,False
2576,BHX,CDG,-289.0,True,1211.0,False
2577,CDG,EDI,-2182.0,True,-500.0,True
2578,CDG,EDI,-621.0,True,662.0,False
2579,EDI,CDG,-402.0,True,1746.0,False
2580,EDI,CDG,-437.0,True,1871.0,False
2581,CDG,LHR,-764.0,True,1333.0,False
2582,CDG,LHR,155.0,False,2306.0,False
2583,CDG,LHR,-351.0,True,1859.0,False
2584,CDG,LHR,-507.0,True,1454.0,False
2585,MRU,CDG,-1951.0,True,784.0,False
2586,CDG,LHR,-1271.0,True,1354.0,False
2587,CDG,LHR,-3082.0,True,-382.0,True
2588,CDG,LHR,-1144.0,True,333.0,False
2589,LHR,CDG,-264.0,True,1958.0,False
2590,LHR,CDG,-35.0,True,2331.0,False
2591,LHR,CDG,-861.0,True,1626.0,False
2592,LHR,CDG,-1975.0,True,397.0,False
2593,LHR,CDG,-816.0,True,1321.0,False
2594,LHR,CDG,-1514.0,True,828.0,False
2595,CDG,LTN,-854.0,True,510.0,False
2596,LTN,CDG,-1023.0,True,1038.0,False
2597,CDG,MAN,-923.0,True,842.0,False
2598,MAN,CDG,71.0,False,2106.0,False
2599,CDG,NCL,-2492.0,True,-567.0,True
2600,NCL,CDG,-430.0,True,2121.0,False
2601,CDG,ATL,-1261.0,True,-230.0,True
2602,CDG,ATL,-2953.0,True,-975.0,True
2603,ATL,CDG,-699.0,True,1779.0,False
2604,ATL,CDG,-1019.0,True,1802.0,False
2605,CDG,ORD,-1327.0,True,315.0,False
2606,CDG,ORD,-478.0,True,21554.0,False
2607,CDG,DFW,-279.0,True,1062.0,False
2608,DFW,CDG,-1229.0,True,1252.0,False
2609,CDG,DTW,-1223.0,True,347.0,False
2610,DTW,CDG,-903.0,True,719.0,False
2611,CDG,LAX,-1686.0,True,1021.0,False
2612,LAX,CDG,529.0,False,3783.0,False
2613,CDG,JFK,-1696.0,True,2196.0,False
2614,CDG,JFK,-1194.0,True,967.0,False
2615,JFK,CDG,-1412.0,True,3664.0,False
2616,JFK,CDG,-14772.0,True,-10766.0,True
2617,SFO,CDG,-823.0,True,2230.0,False
2618,ORY,TIA,-135.0,True,2582.0,False
2619,TIA,ORY,790.0,False,1524.0,False
