,from_airports_list,to_airports_list,departure_delay_time_list,departure_delay_list,arrival_delay_time_list,arrival_delay_list
90,VIE,BRU,-97.0,True,1049.0,False
91,VIE,ADD,-1487.0,True,905.0,False
92,BRU,VIE,-774.0,True,-163.0,True
93,BRU,VIE,-1121.0,True,471.0,False
94,BRU,VIE,-240.0,True,1322.0,False
95,BRU,VIE,-821.0,True,1041.0,False
96,VIE,CRL,-424.0,True,709.0,False
97,CRL,VIE,-210.0,True,1415.0,False
98,TLV,VIE,-3145.0,True,-6028.0,True
99,VIE,TLV,-12.0,True,1893.0,False
100,VIE,DBV,-577.0,True,339.0,False
101,DBV,VIE,-420.0,True,852.0,False
102,VIE,SPU,-819.0,True,422.0,False
103,SPU,VIE,26.0,False,1217.0,False
104,VIE,ZAG,-248.0,True,478.0,False
105,ZAG,VIE,67.0,False,1407.0,False
106,VIE,LCA,-740.0,True,934.0,False
107,VIE,LCA,-1245.0,True,898.0,False
108,LCA,VIE,-669.0,True,668.0,False
109,LCA,VIE,-472.0,True,748.0,False
110,VIE,PRG,-511.0,True,-230.0,True
111,VIE,PRG,353.0,False,853.0,False
112,PRG,VIE,0.0,False,1317.0,False
113,PRG,VIE,476.0,False,1294.0,False
114,VIE,CPH,-249.0,True,1135.0,False
115,CPH,VIE,-707.0,True,628.0,False
116,VIE,ADD,-1487.0,True,905.0,False
117,BRU,VIE,-774.0,True,-163.0,True
118,VIE,BRU,-3108.0,True,-3739.0,True
119,VIE,HEL,-373.0,True,1041.0,False
120,HEL,VIE,289.0,False,1449.0,False
121,VIE,BSL,-193.0,True,521.0,False
122,BSL,VIE,-720.0,True,452.0,False
123,VIE,NCE,-1023.0,True,89.0,False
124,NCE,VIE,-1462.0,True,247.0,False
125,VIE,CDG,-235.0,True,1411.0,False
126,VIE,CDG,-1656.0,True,-110.0,True
127,VIE,CDG,-596.0,True,493.0,False
128,CDG,VIE,-1430.0,True,663.0,False
129,CDG,VIE,-2122.0,True,-141.0,True
130,CDG,VIE,-2546.0,True,-598.0,True
131,VIE,TXL,-441.0,True,953.0,False
132,VIE,TXL,-417.0,True,771.0,False
133,TXL,VIE,-594.0,True,989.0,False
134,TXL,VIE,9.0,False,1268.0,False
135,VIE,CGN,-526.0,True,599.0,False
136,VIE,CGN,-448.0,True,711.0,False
137,CGN,VIE,-691.0,True,828.0,False
138,CGN,VIE,-314.0,True,1725.0,False
139,CGN,VIE,-376.0,True,1084.0,False
140,VIE,DTM,-915.0,True,107.0,False
141,DTM,VIE,-1653.0,True,-17.0,True
142,VIE,DUS,-197.0,True,550.0,False
143,VIE,DUS,-475.0,True,915.0,False
144,VIE,DUS,194.0,False,1475.0,False
145,VIE,DUS,-104.0,True,1114.0,False
146,DUS,VIE,-657.0,True,603.0,False
147,DUS,VIE,-65.0,True,1376.0,False
148,DUS,VIE,-562.0,True,1525.0,False
149,DUS,VIE,-538.0,True,1474.0,False
150,ICN,SVO,-14277.0,True,11054.0,False
151,VIE,OSL,-2284.0,True,-234.0,True
152,VIE,FRA,-430.0,True,886.0,False
153,VIE,FRA,-335.0,True,1096.0,False
154,FRA,ICN,-6739.0,True,-3614.0,True
155,VIE,FRA,-275.0,True,880.0,False
156,VIE,FRA,-151.0,True,1060.0,False
157,FRA,VIE,-763.0,True,1066.0,False
158,FRA,VIE,-338.0,True,1182.0,False
159,FRA,VIE,-646.0,True,603.0,False
160,FRA,VIE,-546.0,True,1113.0,False
161,VIE,HAM,-819.0,True,758.0,False
162,VIE,HAM,-644.0,True,446.0,False
163,VIE,HAM,-604.0,True,877.0,False
164,HAM,VIE,-83.0,True,1696.0,False
165,HAM,VIE,-707.0,True,938.0,False
166,HAM,VIE,-237.0,True,1430.0,False
167,VIE,HAJ,-293.0,True,1055.0,False
168,VIE,HAJ,-511.0,True,755.0,False
169,HAJ,VIE,-115.0,True,1322.0,False
170,HAJ,VIE,-28.0,True,1704.0,False
171,VIE,MUC,-471.0,True,319.0,False
172,VIE,MUC,-227.0,True,450.0,False
173,VIE,MUC,239.0,False,1622.0,False
174,VIE,MUC,257.0,False,1705.0,False
175,MUC,VIE,-327.0,True,671.0,False
176,MUC,VIE,-348.0,True,867.0,False
177,MUC,VIE,-216.0,True,1230.0,False
178,MUC,VIE,-501.0,True,1024.0,False
179,VIE,STR,-567.0,True,-355.0,True
180,VIE,STR,200.0,False,260.0,False
181,VIE,STR,-248.0,True,1055.0,False
182,STR,VIE,-480.0,True,12.0,False
183,STR,VIE,410.0,False,1218.0,False
184,STR,VIE,-286.0,True,1125.0,False
185,VIE,ATH,-1049.0,True,807.0,False
186,VIE,ATH,-1627.0,True,75.0,False
187,ATH,VIE,-680.0,True,1187.0,False
188,ATH,VIE,-1642.0,True,352.0,False
189,VIE,CHQ,-1927.0,True,-598.0,True
190,CHQ,VIE,-1836.0,True,-1215.0,True
191,VIE,HER,-634.0,True,1314.0,False
192,HER,VIE,-338.0,True,1318.0,False
193,VIE,JMK,29.0,False,1265.0,False
194,JMK,VIE,-129.0,True,973.0,False
195,VIE,SKG,-759.0,True,330.0,False
196,VIE,SKG,-1057.0,True,718.0,False
197,SKG,VIE,-963.0,True,148.0,False
198,SKG,VIE,-102.0,True,1334.0,False
199,VIE,SNN,-716.0,True,-170.0,True
200,SNN,VIE,-2477.0,True,-591.0,True
201,VIE,TLV,-299.0,True,1493.0,False
202,VIE,TLV,-12.0,True,1893.0,False
203,VIE,TLV,-1405.0,True,95.0,False
204,VIE,TLV,-578.0,True,1293.0,False
205,TLV,VIE,-3145.0,True,-6028.0,True
206,TLV,VIE,-666.0,True,875.0,False
207,TLV,VIE,261.0,False,1520.0,False
208,VIE,AHO,508.0,False,1470.0,False
209,AHO,VIE,758.0,False,2952.0,False
210,VIE,BRI,-329.0,True,1197.0,False
211,BRI,VIE,-600.0,True,1015.0,False
212,VIE,BLQ,76.0,False,161.0,False
213,FLR,VIE,-6764.0,True,-5869.0,True
214,VIE,BGY,-438.0,True,1248.0,False
215,BGY,VIE,166.0,False,2201.0,False
216,VIE,MXP,-120.0,True,98.0,False
217,VIE,MXP,0.0,False,178.0,False
218,VIE,MXP,386.0,False,2305.0,False
219,DEL,VIE,-1295.0,True,738.0,False
220,VIE,MXP,5.0,False,934.0,False
221,MXP,VIE,-363.0,True,556.0,False
222,MXP,VIE,-301.0,True,621.0,False
223,MXP,VIE,-528.0,True,1286.0,False
224,VIE,FCO,-380.0,True,481.0,False
225,VIE,FCO,-521.0,True,771.0,False
226,VIE,FCO,-222.0,True,1381.0,False
227,FCO,VIE,-445.0,True,794.0,False
228,FCO,VIE,-1147.0,True,440.0,False
229,FCO,VIE,-327.0,True,1482.0,False
230,VIE,VCE,-193.0,True,-128.0,True
231,VCE,VIE,-922.0,True,-100.0,True
232,VCE,VIE,-65.0,True,850.0,False
233,VIE,RIX,-952.0,True,430.0,False
234,RIX,VIE,-190.0,True,1116.0,False
235,VIE,LUX,-125.0,True,484.0,False
236,LUX,VIE,-400.0,True,1040.0,False
237,VIE,MLA,-306.0,True,1471.0,False
238,MLA,VIE,-1133.0,True,680.0,False
239,VIE,AMS,-649.0,True,530.0,False
240,VIE,AMS,-367.0,True,934.0,False
241,VIE,AMS,-489.0,True,1016.0,False
242,AMS,VIE,-737.0,True,1244.0,False
243,AMS,VIE,-741.0,True,833.0,False
244,AMS,VIE,-432.0,True,1126.0,False
245,VIE,EIN,-331.0,True,749.0,False
246,EIN,VIE,-404.0,True,1300.0,False
247,VIE,OSL,-2284.0,True,-234.0,True
248,VIE,WAW,-53.0,True,1105.0,False
249,VIE,WAW,-119.0,True,1131.0,False
250,VIE,WAW,-1303.0,True,-372.0,True
251,WAW,VIE,277.0,False,1771.0,False
252,WAW,VIE,-205.0,True,1319.0,False
253,WAW,VIE,0.0,False,-83.0,True
254,VIE,DOH,-850.0,True,1860.0,False
255,DOH,VIE,-843.0,True,1179.0,False
256,VIE,KSC,-336.0,True,-93.0,True
257,VIE,BCN,-177.0,True,765.0,False
258,VIE,BCN,-432.0,True,1090.0,False
259,BCN,VIE,-1166.0,True,937.0,False
260,BCN,VIE,-1354.0,True,196.0,False
261,VIE,MAD,-555.0,True,1277.0,False
262,MAD,VIE,-3284.0,True,-1547.0,True
263,VIE,AGP,-573.0,True,-127.0,True
264,AGP,VIE,-1252.0,True,578.0,False
265,VIE,PMI,-267.0,True,245.0,False
266,PMI,VIE,-1152.0,True,294.0,False
267,VIE,VLC,119.0,False,1408.0,False
268,VIE,VLC,-1318.0,True,-499.0,True
269,VLC,VIE,331.0,False,2369.0,False
270,VLC,VIE,-1237.0,True,1458.0,False
271,VIE,GVA,-1443.0,True,264.0,False
272,VIE,GVA,-396.0,True,-331.0,True
273,GVA,VIE,-348.0,True,1607.0,False
274,GVA,VIE,-344.0,True,407.0,False
275,ACH,VIE,3.0,False,615.0,False
276,VIE,ZRH,-459.0,True,813.0,False
277,VIE,ZRH,-393.0,True,877.0,False
278,VIE,ZRH,-151.0,True,1059.0,False
279,VIE,ZRH,-241.0,True,598.0,False
280,ZRH,VIE,-420.0,True,1410.0,False
281,ZRH,VIE,-414.0,True,1063.0,False
282,ZRH,VIE,-312.0,True,1058.0,False
283,ZRH,VIE,-562.0,True,832.0,False
284,VIE,ESB,-1178.0,True,917.0,False
285,ESB,VIE,315.0,False,1101.0,False
286,VIE,AYT,-705.0,True,1235.0,False
287,AYT,VIE,405.0,False,1809.0,False
288,VIE,IST,-927.0,True,1891.0,False
289,IST,VIE,-2025.0,True,29.0,False
290,VIE,SAW,-771.0,True,931.0,False
291,VIE,SAW,-763.0,True,922.0,False
292,SAW,VIE,-133.0,True,1565.0,False
293,SAW,VIE,-87.0,True,1109.0,False
294,ASR,VIE,0.0,False,685.0,False
295,VIE,EWR,-354.0,True,1091.0,False
296,EWR,VIE,-306.0,True,3164.0,False
297,GYD,MXP,-20995.0,True,-18894.0,True
298,MXP,GYD,-17973.0,True,-13308.0,True
299,GYD,AMS,12089.0,False,12974.0,False
300,GYD,TPE,-6433.0,True,3965.0,False
301,GYD,IST,-5870.0,True,-5826.0,True
302,MSQ,EVN,-1526.0,True,462.0,False
303,EVN,MSQ,-1810.0,True,-1005.0,True
304,VIE,ISL,-2590.0,True,3118.0,False
305,MSQ,VIE,-220.0,True,-2287.0,True
306,MSQ,CRL,-757.0,True,-801.0,True
307,CRL,MSQ,-2539.0,True,-505.0,True
308,MSQ,PRG,-868.0,True,-606.0,True
309,PRG,MSQ,-1479.0,True,17.0,False
310,MSQ,HEL,-1169.0,True,-277.0,True
311,HEL,MSQ,-2028.0,True,-938.0,True
312,MSQ,CDG,-61.0,True,475.0,False
313,MSQ,CDG,-100.0,True,283.0,False
314,CDG,MSQ,-1707.0,True,979.0,False
315,CDG,MSQ,-3206.0,True,-701.0,True
316,MSQ,SXF,-490.0,True,164.0,False
317,SXF,MSQ,-863.0,True,614.0,False
318,MSQ,FRA,-30.0,True,1390.0,False
319,MSQ,FRA,-1294.0,True,-690.0,True
320,FRA,MSQ,-2124.0,True,-766.0,True
321,FRA,MSQ,-1870.0,True,-11.0,True
322,MSQ,MXP,-332.0,True,491.0,False
323,MXP,MSQ,-1279.0,True,595.0,False
324,MSQ,FCO,-428.0,True,515.0,False
325,FCO,MSQ,-1669.0,True,493.0,False
326,MSQ,TIV,-375.0,True,344.0,False
327,TIV,MSQ,-909.0,True,423.0,False
328,MSQ,AMS,-648.0,True,-104.0,True
329,MSQ,AMS,-169.0,True,746.0,False
330,AMS,MSQ,-2677.0,True,-999.0,True
331,AMS,MSQ,-667.0,True,1320.0,False
332,MSQ,BCN,-530.0,True,538.0,False
333,BCN,MSQ,-1740.0,True,459.0,False
334,MSQ,ARN,-176.0,True,1057.0,False
335,ARN,MSQ,-232.0,True,721.0,False
336,MSQ,AYT,-68.0,True,1237.0,False
337,AYT,MSQ,237.0,False,712.0,False
338,MSQ,IST,-1591.0,True,124.0,False
339,MSQ,IST,-654.0,True,1501.0,False
340,IST,MSQ,-1425.0,True,227.0,False
341,IST,MSQ,-645.0,True,953.0,False
342,MSQ,KBP,15.0,False,297.0,False
343,MSQ,KBP,-789.0,True,-82.0,True
344,KBP,MSQ,-247.0,True,632.0,False
345,KBP,MSQ,-647.0,True,210.0,False
346,MSQ,IEV,-139.0,True,663.0,False
347,IEV,MSQ,557.0,False,1086.0,False
348,MSQ,ODS,-1267.0,True,771.0,False
349,ODS,MSQ,224.0,False,1058.0,False
350,MSQ,LGW,316.0,False,1839.0,False
351,LGW,MSQ,271.0,False,2589.0,False
352,ANR,AGP,-1165.0,True,-251.0,True
353,AGP,ANR,-874.0,True,491.0,False
354,VIE,ADD,-1487.0,True,905.0,False
355,BRU,VIE,-774.0,True,-163.0,True
356,BRU,VIE,-1121.0,True,471.0,False
357,BRU,VIE,-240.0,True,1322.0,False
358,BRU,VIE,-821.0,True,1041.0,False
359,VIE,BRU,-3108.0,True,-3739.0,True
360,VIE,BRU,-284.0,True,283.0,False
361,VIE,BRU,-627.0,True,386.0,False
362,VIE,BRU,-97.0,True,1049.0,False
363,BRU,SOF,-563.0,True,1174.0,False
364,SOF,BRU,107.0,False,486.0,False
365,BRU,DBV,-630.0,True,976.0,False
366,DBV,BRU,271.0,False,1697.0,False
367,BRU,ZAG,-220.0,True,961.0,False
368,BRU,ZAG,-242.0,True,967.0,False
369,ZAG,BRU,255.0,False,1529.0,False
370,ZAG,BRU,-252.0,True,880.0,False
371,BRU,FIH,-10204.0,True,-9122.0,True
372,BRU,CPH,-1311.0,True,-23.0,True
373,BRU,CPH,-235.0,True,1227.0,False
374,CPH,BRU,-974.0,True,-426.0,True
375,CPH,BRU,-203.0,True,833.0,False
376,ADD,BRU,-1423.0,True,-1173.0,True
377,BRU,HEL,-781.0,True,764.0,False
378,HEL,BRU,-475.0,True,257.0,False
379,BRU,NCE,-1357.0,True,318.0,False
380,NCE,BRU,-837.0,True,654.0,False
381,BRU,CDG,-783.0,True,11.0,False
382,CDG,BRU,-3471.0,True,-1534.0,True
383,BRU,TLS,-346.0,True,891.0,False
384,TLS,BRU,-1210.0,True,446.0,False
385,BRU,SXF,-399.0,True,1250.0,False
386,SXF,BRU,-260.0,True,1291.0,False
387,BRU,TXL,-452.0,True,1272.0,False
388,TXL,BRU,-266.0,True,964.0,False
389,BRU,FRA,-692.0,True,965.0,False
390,BRU,FRA,-354.0,True,1247.0,False
391,BRU,FRA,-1735.0,True,74.0,False
392,FRA,BRU,-594.0,True,436.0,False
393,FRA,BRU,-995.0,True,-531.0,True
394,FRA,BRU,-2126.0,True,-1076.0,True
395,BRU,MUC,-882.0,True,203.0,False
396,BRU,MUC,-610.0,True,749.0,False
397,MUC,BRU,-539.0,True,589.0,False
398,MUC,BRU,-941.0,True,-85.0,True
399,BRU,ATH,-914.0,True,854.0,False
400,BRU,ATH,-430.0,True,1676.0,False
401,ATH,BRU,-736.0,True,296.0,False
402,ATH,BRU,-229.0,True,733.0,False
403,BRU,HER,-891.0,True,1026.0,False
404,BRU,HER,-1124.0,True,772.0,False
405,BRU,HER,-430.0,True,1640.0,False
406,HER,BRU,-660.0,True,378.0,False
407,HER,BRU,49.0,False,438.0,False
408,HER,BRU,-1177.0,True,284.0,False
409,BRU,KEF,-1050.0,True,-30.0,True
410,KEF,BRU,-240.0,True,1487.0,False
411,BRU,DUB,-373.0,True,1478.0,False
412,DUB,BRU,15.0,False,1810.0,False
413,BRU,CTA,-1065.0,True,1068.0,False
414,BRU,FLR,-654.0,True,633.0,False
415,FLR,BRU,-1072.0,True,584.0,False
416,BRU,MXP,-456.0,True,359.0,False
417,BRU,MXP,-786.0,True,816.0,False
418,MXP,BRU,-615.0,True,612.0,False
419,MXP,BRU,-324.0,True,1091.0,False
420,BRU,FCO,-1447.0,True,189.0,False
421,BRU,FCO,-575.0,True,977.0,False
422,BRU,FCO,-800.0,True,865.0,False
423,FCO,BRU,-1184.0,True,408.0,False
424,FCO,BRU,-841.0,True,794.0,False
425,FCO,BRU,-4432.0,True,-2767.0,True
426,BRU,VCE,-884.0,True,628.0,False
427,VCE,BRU,-1523.0,True,-680.0,True
428,BRU,PRN,-3487.0,True,-529.0,True
429,BRU,RIX,-2245.0,True,-657.0,True
430,RIX,BRU,-276.0,True,621.0,False
431,BRU,VNO,-1004.0,True,942.0,False
432,VNO,BRU,92.0,False,1076.0,False
433,BRU,CMN,-337.0,True,1122.0,False
434,CMN,BRU,-295.0,True,1628.0,False
435,BRU,FEZ,-1978.0,True,-561.0,True
436,FEZ,BRU,-573.0,True,720.0,False
437,BRU,NDR,-976.0,True,276.0,False
438,NDR,BRU,-1612.0,True,-235.0,True
439,BRU,AMS,-465.0,True,1793.0,False
440,AMS,BRU,-498.0,True,456.0,False
441,BRU,WAW,-1056.0,True,731.0,False
442,WAW,BRU,-314.0,True,381.0,False
443,BRU,LIS,-872.0,True,412.0,False
444,BRU,LIS,-224.0,True,1155.0,False
445,BRU,LIS,-822.0,True,87.0,False
446,LIS,BRU,-700.0,True,1046.0,False
447,LIS,BRU,58.0,False,2330.0,False
448,LIS,BRU,-915.0,True,667.0,False
449,BRU,OPO,-743.0,True,-288.0,True
450,BRU,OPO,-810.0,True,626.0,False
451,OPO,BRU,99.0,False,1397.0,False
452,OPO,BRU,-632.0,True,1067.0,False
453,BRU,DOH,-909.0,True,1339.0,False
454,BRU,DOH,-1231.0,True,1650.0,False
455,DOH,BRU,-593.0,True,563.0,False
456,DOH,BRU,-91.0,True,1191.0,False
457,DOH,BRU,5800.0,False,9062.0,False
458,BRU,BCM,-29.0,True,1603.0,False
459,BCM,BRU,-396.0,True,-8.0,True
460,BRU,OTP,25.0,False,2161.0,False
461,OTP,BRU,-187.0,True,461.0,False
462,BRU,IAS,-64.0,True,1833.0,False
463,IAS,BRU,144.0,False,397.0,False
464,BRU,DSS,-7326.0,True,-4656.0,True
465,BRU,ICN,-10016.0,True,-4517.0,True
466,BRU,ALC,-224.0,True,897.0,False
467,BRU,ALC,-959.0,True,325.0,False
468,ALC,BRU,-307.0,True,1255.0,False
469,ALC,BRU,-421.0,True,1025.0,False
470,BRU,BCN,-450.0,True,828.0,False
471,BRU,BCN,-508.0,True,879.0,False
472,BRU,BCN,-670.0,True,377.0,False
473,BCN,BRU,-673.0,True,1452.0,False
474,BCN,BRU,-823.0,True,881.0,False
475,BCN,BRU,-1538.0,True,419.0,False
476,BRU,BIO,-409.0,True,733.0,False
477,BIO,BRU,196.0,False,1860.0,False
478,BRU,LPA,-633.0,True,504.0,False
479,LPA,BRU,-1035.0,True,991.0,False
480,BRU,ACE,-1198.0,True,513.0,False
481,BRU,MAD,-1041.0,True,1071.0,False
482,BRU,MAD,-5715.0,True,-3822.0,True
483,BRU,MAD,-487.0,True,1240.0,False
484,MAD,BRU,-1800.0,True,578.0,False
485,MAD,BRU,-4585.0,True,-2746.0,True
486,MAD,BRU,-1483.0,True,576.0,False
487,BRU,AGP,-465.0,True,1563.0,False
488,BRU,AGP,-863.0,True,1198.0,False
489,BRU,AGP,-1027.0,True,736.0,False
490,BRU,AGP,-1140.0,True,389.0,False
491,AGP,BRU,32.0,False,1672.0,False
492,AGP,BRU,-128.0,True,1759.0,False
493,AGP,BRU,-99.0,True,2163.0,False
494,AGP,BRU,-620.0,True,1342.0,False
495,BRU,PMI,-658.0,True,943.0,False
496,BRU,PMI,-551.0,True,1125.0,False
497,PMI,BRU,-935.0,True,985.0,False
498,PMI,BRU,-775.0,True,1003.0,False
499,JKG,HEL,-503.0,True,524.0,False
500,BRU,JKG,-1424.0,True,478.0,False
501,BRU,BMA,-554.0,True,983.0,False
502,BMA,BRU,43.0,False,1984.0,False
503,BRU,GVA,-1046.0,True,645.0,False
504,GVA,BRU,-558.0,True,262.0,False
505,BRU,ZRH,-624.0,True,932.0,False
506,ZRH,BRU,-1064.0,True,-210.0,True
507,BRU,TUN,-1169.0,True,-792.0,True
508,BRU,TUN,-600.0,True,577.0,False
509,TUN,BRU,-915.0,True,-187.0,True
510,TUN,BRU,-114.0,True,839.0,False
511,BRU,AOE,-2633.0,True,-571.0,True
512,AOE,BRU,-3.0,True,686.0,False
513,BRU,IST,-351.0,True,2147.0,False
514,IST,BRU,2498.0,False,3813.0,False
515,BRU,SAW,-625.0,True,1867.0,False
516,SAW,BRU,-806.0,True,-282.0,True
517,BRU,DXB,-3634.0,True,-502.0,True
518,DXB,BRU,-2127.0,True,-655.0,True
519,DWC,ADD,-18082.0,True,-15836.0,True
520,BRU,DWC,-19321.0,True,-19661.0,True
521,BRU,LHR,-369.0,True,1420.0,False
522,LHR,BRU,-945.0,True,1200.0,False
523,ADD,BRU,-1423.0,True,-1173.0,True
524,BRU,ORD,-881.0,True,1633.0,False
525,EWR,BRU,-956.0,True,1931.0,False
526,BRU,IAD,-1043.0,True,716.0,False
527,CRL,TIA,-1988.0,True,-214.0,True
528,TIA,CRL,-1039.0,True,-273.0,True
529,CRL,VIE,-210.0,True,1415.0,False
530,VIE,CRL,-424.0,True,709.0,False
531,CRL,MSQ,-2539.0,True,-505.0,True
532,MSQ,CRL,-757.0,True,-801.0,True
533,CRL,SOF,-367.0,True,1187.0,False
534,CRL,SOF,-561.0,True,1108.0,False
535,SOF,CRL,-639.0,True,201.0,False
536,SOF,CRL,-99.0,True,597.0,False
537,CRL,AJA,-495.0,True,771.0,False
538,AJA,CRL,-507.0,True,669.0,False
539,CRL,BIA,-1357.0,True,-86.0,True
540,BIA,CRL,-750.0,True,246.0,False
541,CRL,BZR,-303.0,True,961.0,False
542,BZR,CRL,-8.0,True,955.0,False
543,CRL,BOD,-172.0,True,1176.0,False
544,BOD,CRL,-609.0,True,916.0,False
545,CRL,MRS,-333.0,True,770.0,False
546,MRS,CRL,-1389.0,True,350.0,False
547,CRL,FNI,-362.0,True,624.0,False
548,FNI,CRL,-591.0,True,542.0,False
549,CRL,RHO,-657.0,True,1283.0,False
550,RHO,CRL,-195.0,True,597.0,False
551,CRL,SKG,-272.0,True,1218.0,False
552,SKG,CRL,-670.0,True,-377.0,True
553,CRL,BUD,-72.0,True,1234.0,False
554,BUD,CRL,-105.0,True,729.0,False
555,CRL,DUB,-308.0,True,1207.0,False
556,DUB,CRL,45.0,False,2011.0,False
557,CRL,BLQ,-783.0,True,897.0,False
558,BLQ,CRL,-15.0,True,883.0,False
559,CRL,NAP,-1079.0,True,166.0,False
560,NAP,CRL,-920.0,True,-374.0,True
561,CRL,PSR,-1270.0,True,-7.0,True
562,PSR,CRL,-281.0,True,71.0,False
563,CRL,PSA,-61.0,True,1147.0,False
564,PSA,CRL,-842.0,True,480.0,False
565,CRL,CIA,249.0,False,1310.0,False
566,CIA,CRL,-441.0,True,1134.0,False
567,CRL,VCE,-11.0,True,1343.0,False
568,VCE,CRL,-1460.0,True,-809.0,True
569,FDF,PTP,1073.0,False,1928.0,False
570,CRL,FDF,-871.0,True,2898.0,False
571,CRL,KRK,-621.0,True,1020.0,False
572,KRK,CRL,-145.0,True,537.0,False
573,CRL,WAW,-912.0,True,291.0,False
574,WAW,CRL,-678.0,True,-14.0,True
575,CRL,FAO,-96.0,True,1029.0,False
576,FAO,CRL,-201.0,True,1376.0,False
577,CRL,OTP,-538.0,True,1444.0,False
578,OTP,CRL,-89.0,True,713.0,False
579,CRL,TSR,-769.0,True,1064.0,False
580,TSR,CRL,-59.0,True,572.0,False
581,CRL,ALC,-163.0,True,1088.0,False
